;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
2002.0;0.0;0.0;0.0;0.0;;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;-0.0;1.0;0.0;-0.0;0.0;89.4;0.0;;;;;0.0;0.0;;;0.0;48.23;46.62;0.0;;;47.91;0.1;0.1;1.0;;0.0;;0.0;0.0;;;0.0;;;;;;;0.0;;0.0;;;;;;;;;;;;;;-0.0;;;1.0;;1.0;;0.0;0.0;;;-0.0;;;;;;-0.0;;;;;;1.0;;;;;0.0;0.0;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;0.0;0.0;0.0;-0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;;0.0;0.0;0.0;0.0;87.0;0.0;;;;;0.0;0.0;0.0;;0.0;53.65;-20.24;0.0;6.82;-0.0;19.4;0.08;0.08;1.0;;1.0;;1.0;0.0;;;0.0;;;;;0.0;;0.0;;0.0;;;;;;;;;;;;;;-0.0;;;1.0;;1.0;;0.0;0.0;-0.0;;0.0;;;;;;;;;;;;0.0;;;;;1.0;0.0;;0.77;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;;0.0;0.0;0.0;0.0;92.73;0.0;;;;;0.0;0.0;;;0.0;58.63;32.29;0.0;38.32;0.0;23.89;0.08;0.08;1.0;;1.0;;1.0;0.0;;;0.0;;;;;;;0.0;;0.0;;;;0.0;;;;;;;;;;0.0;;;1.0;;1.0;;0.0;0.0;0.0;;-0.0;;;;;;;;;;;;0.0;;;;;1.0;1.0;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;0.0;0.0;2.0;0.0;;;0.0;0.0;0.0;92.73;0.0;;;;;0.0;0.0;0.0;;0.0;78.73;47.41;0.0;67.13;0.0;44.42;0.17;0.17;1.0;;1.0;;1.0;0.0;;0.0;0.0;;;;;;;0.0;;0.0;;;;0.0;;;;0.0;0.0;;;;;0.0;;;2.0;;2.0;;0.0;0.0;0.0;;-0.0;;;;;;;;;;;;;;;;;1.0;1.0;;0.86;0.44;0.2;0.29;;;1.39;1.0;;;;1.0;47.4;0.0;0.0;33.8;44.4;2.0;;2.0;14.2;19.7;14.2;100.0;;0.86
2006.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;0.0;0.0;2.0;0.0;-0.0;;0.0;0.0;0.0;88.72;0.0;;;;;0.0;0.0;0.0;;0.0;71.5;43.85;0.0;52.04;0.0;35.9;0.13;0.13;1.0;;1.0;;1.0;0.0;;;0.0;;;;;;0.0;0.0;;0.0;;;;0.0;;;;0.0;0.0;;;;;1.0;;;2.0;;2.0;;0.0;0.0;-0.0;;-0.0;;;;;0.0;;;;;-0.0;;;;;;;1.0;1.0;;0.86;0.42;0.15;0.15;;;1.54;1.0;;;;1.0;43.8;0.0;0.0;31.0;35.9;2.0;;2.0;9.8;12.6;9.8;100.0;;0.858
2007.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;0.0;0.0;2.0;0.0;-0.0;;0.0;0.0;0.0;88.35;0.0;;;;;0.0;0.0;;;0.0;17.09;19.27;-0.0;8.61;0.0;3.28;0.01;0.01;1.0;;2.0;;2.0;0.0;;;0.0;;;;;;0.0;0.0;;0.0;;;;0.0;;;;0.0;0.0;;;;;0.0;-70.0;;2.0;;2.0;;0.0;0.0;-0.0;;0.0;;;;;0.0;;;;;-0.0;;;;;;-0.0;2.0;1.0;;1.0;0.4;0.01;0.36;;;1.44;1.0;;;;1.0;19.3;0.0;0.0;61.9;3.3;2.0;;2.0;0.9;1.9;0.9;100.0;;1.004
2008.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;2.0;0.0;-1.0;;-1.0;-1.0;0.0;75.4;0.0;;;;;0.0;1.0;0.0;;0.0;64.33;40.09;0.0;57.52;0.0;39.53;0.25;0.25;1.0;;0.0;;0.0;0.0;;0.0;1.0;;;;0.0;;;1.0;;0.0;;0.0;;0.0;;;;0.0;0.0;;;;;0.0;-97.0;;2.0;;2.0;;0.0;0.0;0.0;;-0.0;0.0;;;0.0;-0.0;-1.0;;-0.0;;;;;;;;0.0;0.0;1.0;;0.82;0.75;0.3;-0.93;;1.05;1.42;1.0;;;;1.0;40.1;0.0;0.0;31.3;39.5;0.0;;2.0;20.6;23.8;20.9;100.0;;0.822
2009.0;0.0;0.0;-0.0;-0.0;-1.0;-0.0;1.0;0.0;2.0;0.0;0.0;1.0;-0.0;-0.0;;-0.0;-0.0;0.0;16.27;0.0;;;;;0.0;1.0;;0.0;0.0;-57.02;-56.55;-0.0;-123.02;-0.0;-89.91;-0.29;-0.29;1.0;;0.0;;0.0;0.0;;0.0;1.0;;;;0.0;;;1.0;;0.0;;;;;;;;0.0;0.0;;;;;0.0;-134.0;;2.0;;2.0;;-0.0;0.0;-0.0;;-0.0;0.0;;-0.0;;0.0;-0.0;;;0.0;;;;;;;-0.0;0.0;1.0;;0.95;0.36;-0.32;-0.37;;0.03;1.1;1.0;;;;0.0;-56.6;0.0;-0.0;26.9;-89.9;0.0;;2.0;-24.4;-32.3;-29.1;100.0;;0.951
2010.0;0.0;0.0;1.0;-0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;-1.0;1.0;0.0;0.0;72.44;0.0;;;;;0.0;0.0;;0.0;0.0;466.79;-103.26;1.0;395.96;0.0;199.72;0.25;0.25;1.0;;1.0;;1.0;0.0;;;0.0;;;;0.0;;;0.0;;0.0;;0.0;;0.0;;;;0.0;0.0;;;;;0.0;-87.0;;1.0;;1.0;;0.0;0.0;;;1.0;0.0;;;;-1.0;;;;;2.0;;;;;-1.0;-0.0;1.0;0.0;;1.0;0.13;0.26;0.05;;;0.31;1.0;;;;0.0;-103.3;0.0;0.0;53.1;199.7;0.0;;0.0;87.7;97.6;83.1;100.0;;1.003
2011.0;0.0;0.0;-1.0;-1.0;-1.0;-1.0;1.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;-1.0;-1.0;0.0;79.31;1.0;;1.0;1.0;;0.0;1.0;;;0.0;-502.84;-516.22;0.0;-510.32;0.0;-512.3;-0.39;-0.39;1.0;;0.0;;0.0;0.0;;;0.0;;;;;;;0.0;;0.0;;0.0;;0.0;;;;0.0;0.0;;;;;-0.0;-0.0;;0.0;;0.0;;-1.0;0.0;;0.0;-0.0;-0.0;;;;0.0;;;;;0.0;;;;;0.0;;0.0;1.0;;0.98;0.09;-0.44;-0.57;;;0.06;1.0;;;;0.0;-516.2;0.0;-1.0;-0.4;-512.3;0.0;;0.0;-662.8;-254.8;-723.5;100.0;;0.981
