;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (EUR/USD)
2005.0;0.0;-6.0;-20.0;-22.0;-21.0;-21.0;1.0;30.0;41.0;7.0;7.0;34.0;-15.0;-3.0;10.0;-8.0;-16.0;6.0;-1187.16;16.0;11.0;3.0;;3.0;3.0;22.0;1.0;0.0;1.0;-4150.12;-4553.33;1.0;-4409.63;;-4409.63;-27.04;-27.04;1.0;;17.0;7.0;24.0;1.0;5.0;;6.0;;5.0;5.0;-7.0;;7.0;11.0;;4.0;0.0;0.0;;2.0;0.0;;;;0.0;;;;48.0;-191.0;;177.0;41.0;;41.0;;-21.0;1.0;;2.0;3.0;;-2.0;;;0.0;-1.0;;-7.0;5.0;;-0.0;10.0;;;;;17.0;26.0;;1.18;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;0.0;;-21.0;-24.0;-24.0;-24.0;1.0;56.0;104.0;12.0;39.0;66.0;-26.0;-4.0;45.0;15.0;-30.0;;;24.0;11.0;4.0;4.0;;9.0;24.0;3.0;2.0;2.0;-10914.29;-12267.35;-1.0;-12617.01;-0.0;-12582.31;-27.51;-27.51;1.0;;34.0;;34.0;;12.0;9.0;10.0;12.0;26.0;38.0;;;0.0;48.0;;;2.0;;;10.0;;;5.0;21.0;26.0;;;;59.0;-239.0;;246.0;104.0;;104.0;;-24.0;2.0;;;-6.0;;-7.0;;;3.0;-4.0;;;;-0.0;-0.0;30.0;;;15.0;;35.0;19.0;;1.32;0.17;-21.31;-26.23;;3.63;57.42;1.0;;;;0.0;-12267.3;1.0;-18.0;0.3;-12582.3;33.0;;50.0;-24.6;-21.8;-37.1;100.0;;1.32
2007.0;1.0;-36.0;-48.0;-36.0;-52.0;-52.0;1.0;115.0;167.0;34.0;116.0;51.0;-32.0;-1.0;84.0;51.0;-33.0;37.0;-3568.26;-0.0;28.0;4.0;4.0;;-32.0;36.0;5.0;2.0;2.0;-4804.64;-3568.26;-16.0;-5201.16;-0.0;-5161.16;-56.48;-56.48;1.0;;74.0;;74.0;;17.0;23.0;10.0;13.0;28.0;41.0;;;1.0;52.0;;11.0;23.0;;;;;;5.0;77.0;82.0;;;;67.0;-314.0;;298.0;167.0;;167.0;;-52.0;2.0;;;;;;;;18.0;-1.0;;;;;-0.0;2.0;;;82.0;-0.0;89.0;38.0;;1.46;0.75;-38.88;-24.46;;0.73;37.87;1.0;;;;1.0;-3568.3;1.0;-36.0;0.8;-5161.2;55.0;;35.0;-37.8;-30.2;-102.7;100.0;;1.459
2008.0;1.0;;-33.0;-41.0;-37.0;-37.0;1.0;50.0;94.0;18.0;76.0;18.0;;-1.0;-26.0;-58.0;-32.0;;;36.0;29.0;4.0;4.0;;3.0;36.0;3.0;2.0;2.0;-3529.97;-4437.8;5.0;-3946.54;;-3946.54;-40.24;-40.24;1.0;;27.0;5.0;33.0;;15.0;2.0;8.0;10.0;25.0;35.0;;;0.0;44.0;;10.0;;;;7.0;53.0;;6.0;0.0;59.0;;4.0;;68.0;-318.0;;268.0;94.0;;94.0;;-37.0;2.0;;;;;;;;35.0;-1.0;;;;-1.0;-12.0;0.0;;;-14.0;0.0;28.0;86.0;;1.4;0.72;-28.38;-24.6;;0.88;13.57;1.0;;;;1.0;-4437.8;1.0;-26.0;;-3946.5;23.0;38.0;13.0;-45.6;-37.1;-209.1;100.0;;1.398
2009.0;2.0;;-34.0;-40.0;-45.0;-46.0;1.0;41.0;80.0;52.0;61.0;19.0;;6.0;4.0;-25.0;-35.0;;;41.0;35.0;5.0;5.0;;1.0;41.0;1.0;12.0;;-2138.69;-2540.88;-6.0;-2894.53;0.0;-2925.18;-39.79;-39.79;1.0;;23.0;;23.0;;16.0;2.0;8.0;6.0;25.0;31.0;;;0.0;39.0;;;39.0;;;13.0;3.0;;6.0;0.0;9.0;;9.0;;111.0;-375.0;-10.0;293.0;80.0;;80.0;;-46.0;;;;;;;;;46.0;-0.0;;;6.0;;-10.0;13.0;;;-0.0;0.0;3.0;28.0;;1.43;0.94;-27.39;-21.01;;0.26;11.37;1.0;;;;1.0;-2540.9;;-32.0;-1.1;-2925.2;-8.0;2.0;13.0;-120.8;-41.9;-240.8;100.0;;1.432
2010.0;1.0;1.0;-74.0;-59.0;-81.0;-75.0;3.0;39.0;50.0;13.0;36.0;15.0;;-1.0;17.0;11.0;-5.0;0.0;84.12;32.0;28.0;4.0;4.0;;-1.0;32.0;;7.0;;-9707.85;-7701.75;-22.0;-10583.42;-6.0;-9837.17;-25.23;-25.23;3.0;;14.0;;14.0;;12.0;13.0;9.0;;2.0;2.0;;;0.0;11.0;;;;;;13.0;;23.0;;0.0;23.0;;;;23.0;-323.0;-9.0;323.0;51.0;-1.0;50.0;;-75.0;;;;;;;;;75.0;-1.0;;;;;-16.0;24.0;;;8.0;-1.0;14.0;3.0;;1.34;0.21;-21.01;-1.52;;0.34;4.05;3.0;;;;1.0;-7701.7;;-56.0;7.1;-9837.2;20.0;;11.0;-182.3;-146.2;-518.8;100.0;;1.338
2011.0;4.0;-1.0;-22.0;-24.0;-23.0;-22.0;5.0;17.0;32.0;11.0;34.0;-2.0;;-1.0;16.0;-7.0;-23.0;5.0;-17.71;23.0;18.0;4.0;4.0;;1.0;28.0;;0.0;;-563.22;-616.91;1.0;-594.96;;-570.32;-4.63;-4.63;5.0;;5.0;;5.0;;9.0;4.0;12.0;;;1.0;;;1.0;15.0;;;2.0;;;9.0;3.0;;;20.0;23.0;;4.0;;26.0;-335.0;-10.0;316.0;32.0;;32.0;;-22.0;;;;;;;;;22.0;-1.0;;;;-0.0;;17.0;;;-1.0;-0.0;7.0;14.0;;1.29;0.63;-3.61;-3.8;;0.22;-0.25;5.0;;;;3.0;-616.9;;-17.0;;-570.3;5.0;2.0;-1.0;-102.0;-68.4;1439.7;100.0;;1.294
2012.0;14.0;8.0;-28.0;-23.0;-32.0;-32.0;7.0;11.0;22.0;12.0;32.0;-10.0;-14.0;0.0;15.0;2.0;-14.0;6.0;59.79;30.0;26.0;5.0;5.0;;-0.0;35.0;;3.0;;-202.56;-164.52;-9.0;-227.01;;-227.01;-4.32;-4.32;7.0;;7.0;;7.0;1.0;3.0;1.0;9.0;;1.0;1.0;;;1.0;11.0;;1.0;1.0;0.0;3.0;7.0;3.0;18.0;;0.0;20.0;;4.0;;13.0;-348.0;19.0;306.0;22.0;;22.0;;-32.0;;;;;;;;;18.0;-1.0;;;1.0;;-1.0;7.0;;;9.0;-0.0;8.0;7.0;;1.32;1.44;-3.28;-1.48;;0.08;-1.04;7.0;;;;11.0;-164.5;;-24.0;;-227.0;-1.0;2.0;-8.0;-273.0;-127.6;314.9;100.0;;1.319
2013.0;9.0;8.0;-16.0;-10.0;-21.0;-21.0;21.0;34.0;43.0;18.0;36.0;7.0;-11.0;0.0;29.0;18.0;-11.0;2.0;83.75;17.0;14.0;3.0;3.0;;-0.0;19.0;;5.0;;-172.05;-100.99;-11.0;-220.05;;-220.05;-0.97;-0.97;21.0;;23.0;;23.0;1.0;7.0;3.0;9.0;;1.0;1.0;;;0.0;9.0;;6.0;1.0;0.0;3.0;8.0;2.0;17.0;;0.0;19.0;;3.0;;5.0;-369.0;20.0;350.0;43.0;;43.0;;-21.0;;;;;;;;;9.0;-0.0;;;;0.0;-8.0;17.0;;;20.0;-0.0;26.0;9.0;;1.37;0.32;-0.7;-0.39;;0.0;0.23;21.0;;;;7.0;-101.0;;-15.0;;-220.0;12.0;1.0;5.0;-63.7;-37.5;-300.6;100.0;;1.375
2014.0;26.0;21.0;-7.0;3.0;-7.0;-7.0;40.0;59.0;67.0;18.0;31.0;36.0;;-1.0;22.0;18.0;-3.0;4.0;83.82;18.0;14.0;4.0;4.0;;-0.0;22.0;0.0;0.0;;-26.39;13.58;-10.0;-27.22;;-27.22;-0.18;-0.18;40.0;;41.0;;41.0;2.0;16.0;0.0;7.0;;1.0;1.0;;;0.0;8.0;;4.0;1.0;0.0;3.0;11.0;1.0;12.0;;0.0;13.0;;2.0;;5.0;-310.0;0.0;341.0;67.0;;67.0;;-7.0;;;;;;;;;7.0;-0.0;;;;-1.0;-1.0;23.0;;;-1.0;1.0;42.0;23.0;;1.21;0.53;-0.15;-0.07;;0.0;0.75;40.0;;;;21.0;13.6;;-6.0;;-27.2;34.0;1.0;30.0;-13.7;-10.0;-19.3;100.0;;1.21
