;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
2001.0;;;-0.0;-0.0;;-0.0;15.0;;;;;;-0.0;-0.0;0.0;-0.0;-0.0;;;0.0;;;;;0.0;0.0;;;0.0;-inf;-inf;0.0;;;-inf;-0.01;-0.01;15.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.0;0.0;;;-0.0;;;;-0.0;-0.0;-0.0;;;;;;0.0;;;;;1.0;1.0;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;;;-1.0;-1.0;;-1.0;16.0;2.0;9.0;0.0;1.0;8.0;-1.0;-5.0;5.0;-1.0;-4.0;;;1.0;;;;;1.0;1.0;;;0.0;-inf;-inf;-0.0;;;-inf;-0.06;-0.06;16.0;;1.0;2.0;2.0;0.0;;0.0;6.0;;;;;;1.0;7.0;;0.0;;;;;1.0;;;1.0;1.0;;;;;-9.0;1.0;;9.0;0.0;9.0;;-1.0;0.0;;;-0.0;;;;;1.0;-4.0;;-2.0;;;;5.0;;;1.0;;1.0;2.0;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;;;-1.0;-1.0;;-1.0;26.0;3.0;18.0;2.0;3.0;15.0;-1.0;-3.0;6.0;2.0;-5.0;;;1.0;;;;;1.0;1.0;;0.0;0.0;-inf;-inf;-0.0;;;-inf;-0.04;-0.04;26.0;;2.0;1.0;3.0;0.0;;0.0;13.0;;;;;;2.0;14.0;;0.0;;;;1.0;;;;1.0;1.0;;;;;-12.0;1.0;;17.0;0.0;18.0;;-1.0;0.0;;;0.0;;;;;0.0;-5.0;;;1.0;-0.0;;6.0;;;;;2.0;1.0;;0.77;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;;;-2.0;-2.0;1.0;-1.0;29.0;4.0;23.0;0.0;1.0;21.0;-1.0;-7.0;7.0;-1.0;-7.0;;;2.0;;;;;2.0;2.0;;;0.0;-inf;-inf;3.0;inf;-0.0;-inf;-0.03;-0.03;29.0;;0.0;2.0;2.0;0.0;;1.0;17.0;;;;;;1.0;19.0;;0.0;;;;;;;;1.0;1.0;;;;;-14.0;1.0;;23.0;;23.0;;-1.0;0.0;;;-0.0;;;;;-0.0;-6.0;;-1.0;;0.0;;7.0;;;;;1.0;3.0;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;;;-2.0;-2.0;2.0;-1.0;31.0;9.0;32.0;0.0;1.0;30.0;-1.0;-6.0;10.0;3.0;-4.0;;;2.0;;;;;2.0;2.0;;;0.0;-inf;-inf;4.0;inf;-1.0;-inf;-0.03;-0.03;31.0;;0.0;5.0;5.0;0.0;;3.0;21.0;;;;;;2.0;23.0;;0.0;;;;;;;;1.0;1.0;;;;;-16.0;1.0;;32.0;;32.0;;-1.0;0.0;;;0.0;;;;0.0;-0.0;-3.0;;-3.0;;-0.0;;10.0;;;;;4.0;1.0;;0.86;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;;;-3.0;-4.0;4.0;-3.0;33.0;6.0;53.0;0.0;2.0;51.0;-2.0;-8.0;11.0;1.0;-2.0;;;4.0;;;;;4.0;4.0;;;0.0;-inf;-inf;9.0;inf;-2.0;-inf;0.09;0.09;33.0;;5.0;0.0;5.0;1.0;;0.0;46.0;;;;;;1.0;47.0;;0.0;;;;;;;;1.0;1.0;;;;;-19.0;12.0;;53.0;-0.0;53.0;;-3.0;0.0;;;0.0;;;;;1.0;-0.0;;;5.0;-13.0;;11.0;;;;;5.0;4.0;;0.86;;-0.1;-0.07;;0.0;1.77;33.0;-112.2;-6.2;;;-inf;0.0;-3.0;-36.6;-inf;6.0;;59.0;-8.8;-6.4;-5.6;100.0;;0.858
2007.0;;;-6.0;-7.0;-6.0;-6.0;36.0;26.0;90.0;1.0;3.0;87.0;-3.0;-20.0;31.0;8.0;-12.0;;;7.0;;;;;7.0;7.0;;;0.0;-inf;-inf;1.0;-inf;-1.0;-inf;-0.15;-0.15;36.0;;14.0;12.0;25.0;0.0;;;63.0;;;;;;1.0;64.0;;1.0;;;;;;;1.0;2.0;2.0;;;;;-27.0;4.0;;90.0;;90.0;;-6.0;0.0;;;-0.0;;;;;2.0;-9.0;;-12.0;;-0.0;;31.0;;;;;14.0;6.0;;1.0;;-0.15;-0.33;;0.24;2.41;36.0;-143.2;-8.2;;;-inf;0.0;-6.0;10.1;-inf;25.0;;87.0;-6.4;-7.1;-6.4;100.0;;1.004
2008.0;;;-21.0;-5.0;13.0;8.0;38.0;32.0;90.0;7.0;9.0;81.0;-2.0;-3.0;0.0;-4.0;-14.0;;;5.0;;;;;5.0;5.0;1.0;;0.0;-inf;-inf;17.0;inf;4.0;inf;0.23;0.22;37.0;;7.0;25.0;32.0;0.0;;;57.0;;;;1.0;;;58.0;;3.0;;4.0;;4.0;;;;2.0;2.0;;;;;-14.0;-0.0;;90.0;;90.0;;8.0;0.0;;2.0;5.0;0.0;;;;-17.0;-12.0;;-16.0;;13.0;;0.0;;;;;7.0;11.0;;0.82;;0.28;-0.46;;0.39;2.66;37.0;69.7;3.2;;;-inf;0.0;10.0;32.7;inf;31.0;;99.0;-17.0;-23.2;10.4;100.0;2.2;0.822
2009.0;;;-5.0;-5.0;-4.0;-4.0;37.0;10.0;98.0;1.0;4.0;95.0;-8.0;-0.0;1.0;-7.0;-29.0;;;5.0;;;;;5.0;5.0;0.0;;0.0;-inf;-inf;1.0;-inf;0.0;-inf;-0.11;-0.11;37.0;;0.0;9.0;10.0;0.0;;;87.0;;;;1.0;;;88.0;;1.0;;0.0;;0.0;;;0.0;2.0;2.0;;;;;-21.0;0.0;;98.0;;98.0;;-4.0;0.0;0.0;1.0;-5.0;-0.0;;;;0.0;-21.0;;-0.0;21.0;-21.0;;1.0;;;;;0.0;8.0;;0.95;;-0.12;-0.81;;0.58;2.66;37.0;-188.6;-2.7;;;-inf;0.0;-5.0;-3.8;-inf;9.0;;100.0;-5.2;-4.9;-4.7;100.0;;0.951
2010.0;;;-18.0;-6.0;6.0;4.0;41.0;36.0;179.0;4.0;5.0;173.0;-9.0;-59.0;69.0;1.0;-47.0;;;6.0;;;;;6.0;6.0;0.0;;0.0;-inf;-inf;12.0;inf;3.0;inf;0.09;0.09;40.0;;1.0;32.0;33.0;3.0;;;129.0;;;;13.0;;1.0;143.0;;4.0;;0.0;;0.0;;;0.0;1.0;1.0;;;;;-18.0;1.0;;179.0;;179.0;;4.0;0.0;-0.0;0.0;-2.0;-3.0;;;;-11.0;-38.0;;-32.0;;-28.0;;69.0;;;;;1.0;0.0;;1.0;;0.09;-1.16;;0.94;4.31;40.0;321.9;15.5;;;-inf;0.0;4.0;43.7;inf;32.0;;173.0;-5.7;-10.0;2.0;100.0;148.0;1.003
