;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CNY/USD)
2004.0;10.0;2.0;2.0;1.0;2.0;2.0;0.0;9.0;49.0;47.0;47.0;2.0;7.0;-5.0;-2.0;-2.0;0.0;8.0;21.29;1.0;;;;;1.0;8.0;0.0;0.0;0.0;21.97;15.24;0.0;16.97;-0.0;17.33;8.84;8.84;0.0;;1.0;;1.0;3.0;2.0;3.0;37.0;1.0;0.0;1.0;;0.0;2.0;40.0;;1.0;39.0;;;7.0;;;;;;;;;0.0;1.0;0.0;-0.0;49.0;0.0;49.0;;2.0;0.0;-0.0;;5.0;;2.0;;;0.0;-7.0;1.0;;;1.0;;;;-2.0;0.0;;1.0;;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;43.0;11.0;12.0;8.0;7.0;7.0;2.0;12.0;55.0;46.0;46.0;9.0;5.0;-4.0;-1.0;0.0;1.0;32.0;25.16;3.0;;;;;3.0;35.0;0.0;2.0;3.0;27.33;19.06;-1.0;16.49;-0.0;16.5;36.74;36.74;0.0;;1.0;;1.0;6.0;3.0;2.0;38.0;1.0;0.0;1.0;;0.0;4.0;43.0;;1.0;31.0;;;14.0;;;;;;;;;;7.0;2.0;;55.0;;55.0;;7.0;3.0;-0.0;;-5.0;;-1.0;;;0.0;-5.0;;;;1.0;;;;-3.0;2.0;;1.0;1.0;;0.12;1796.97;296.52;37.76;136.35;188.47;378.68;0.0;;;;350.0;19.1;24.0;58.0;-0.1;16.5;-277.0;;74.0;97.2;16.1;78.3;54.0;361.1;0.124
2006.0;56.0;13.0;13.0;10.0;9.0;9.0;0.0;48.0;94.0;35.0;35.0;60.0;7.0;-6.0;29.0;31.0;2.0;43.0;23.47;3.0;;;;;3.0;46.0;0.0;2.0;3.0;23.99;17.86;-1.0;15.66;0.0;15.49;31.46;31.42;0.0;;32.0;;32.0;12.0;3.0;1.0;41.0;1.0;0.0;1.0;;0.0;5.0;47.0;;2.0;31.0;;;3.0;;;;;;;;;2.0;18.0;0.0;40.0;94.0;;94.0;;9.0;3.0;0.0;;-4.0;;0.0;;;-0.0;-5.0;;;;-0.0;;30.0;;;-1.0;;32.0;1.0;;0.13;1585.83;245.6;66.49;;145.83;1691.19;0.0;0.2;0.0;;437.0;17.9;23.0;68.0;1.1;15.5;100.0;;466.0;17.3;11.0;14.5;100.0;-1287.7;0.128
2007.0;59.0;13.0;12.0;8.0;7.0;6.0;3.0;29.0;101.0;31.0;31.0;70.0;11.0;-32.0;-7.0;-28.0;11.0;46.0;22.22;5.0;;;;;5.0;51.0;0.0;2.0;3.0;19.69;14.3;-2.0;11.56;1.0;10.52;1.98;1.98;3.0;;4.0;;4.0;8.0;6.0;11.0;68.0;1.0;0.0;1.0;;0.0;3.0;72.0;;3.0;26.0;;;3.0;;;;-0.0;-0.0;-0.0;;;2.0;26.0;0.0;43.0;101.0;0.0;101.0;;6.0;3.0;0.0;;1.0;;-3.0;;;0.0;-0.0;;;;-32.0;;;;;-7.0;1.0;4.0;32.0;;0.14;132.17;13.9;24.19;;0.17;157.17;3.0;2.5;0.1;;432.0;14.3;22.0;45.0;9.0;10.5;-15.0;;513.0;11.1;8.5;8.8;100.0;;0.137
2008.0;66.0;10.0;7.0;4.0;3.0;3.0;3.0;15.0;108.0;30.0;31.0;78.0;12.0;-11.0;-3.0;-2.0;-4.0;55.0;15.73;7.0;;7.0;7.0;;;62.0;0.0;1.0;4.0;11.35;5.5;-1.0;4.72;0.0;4.06;0.82;0.82;3.0;;2.0;;2.0;6.0;4.0;3.0;85.0;2.0;;2.0;;0.0;7.0;93.0;;3.0;24.0;;;2.0;1.0;;;;1.0;;;;2.0;26.0;0.0;50.0;108.0;;108.0;;3.0;4.0;;;5.0;3.0;2.0;1.0;;1.0;-16.0;;;;-3.0;-3.0;;;;1.0;-0.0;2.0;5.0;;0.15;136.96;5.56;-9.25;;33.76;162.48;3.0;1.8;0.1;;447.0;5.5;26.0;18.0;14.0;4.1;-100.0;5.0;531.0;4.0;3.4;3.4;100.0;;0.147
2009.0;47.0;4.0;3.0;-2.0;-3.0;-3.0;3.0;17.0;108.0;29.0;33.0;75.0;1.0;-1.0;1.0;2.0;-11.0;43.0;7.67;6.0;;6.0;6.0;;;49.0;0.0;1.0;5.0;6.19;-5.16;-1.0;-7.18;-1.0;-5.91;-0.85;-0.85;3.0;;4.0;;4.0;4.0;7.0;3.0;81.0;2.0;;2.0;;1.0;7.0;90.0;;4.0;22.0;;;3.0;4.0;;;;4.0;;;;2.0;23.0;0.0;50.0;108.0;0.0;108.0;;-3.0;5.0;-1.0;;-1.0;2.0;-3.0;-1.0;;1.0;-13.0;;;;12.0;-2.0;;;;3.0;0.0;4.0;2.0;;0.15;98.21;-5.81;-23.83;;26.87;156.65;3.0;-0.8;-0.0;;321.0;-5.2;36.0;-19.0;17.7;-5.9;-79.0;25.0;512.0;-2.5;-2.2;-3.7;100.0;;0.146
2010.0;76.0;20.0;15.0;9.0;8.0;6.0;3.0;40.0;121.0;33.0;37.0;84.0;15.0;8.0;-1.0;22.0;15.0;56.0;26.03;11.0;;11.0;11.0;;-0.0;67.0;0.0;1.0;6.0;19.52;11.89;-1.0;10.12;2.0;8.13;1.89;1.89;3.0;;26.0;;26.0;4.0;8.0;2.0;73.0;2.0;;2.0;;0.0;6.0;81.0;;2.0;22.0;;;9.0;5.0;;;;5.0;;;;2.0;29.0;0.0;53.0;121.0;-0.0;121.0;;6.0;6.0;1.0;;3.0;1.0;-1.0;-2.0;;-0.0;-0.0;;;;8.0;-2.0;;;;1.0;0.0;26.0;4.0;;0.15;153.56;12.49;29.28;;0.9;169.2;3.0;0.5;0.0;;501.0;11.9;37.0;41.0;21.8;8.1;47.0;30.0;553.0;8.1;7.6;7.4;100.0;;0.152
2011.0;85.0;14.0;13.0;5.0;4.0;3.0;3.0;45.0;126.0;33.0;35.0;91.0;-2.0;-19.0;1.0;-20.0;-8.0;72.0;15.9;9.0;;;;;9.0;81.0;0.0;2.0;7.0;14.79;5.72;-1.0;4.65;1.0;3.92;1.02;1.02;3.0;;7.0;;7.0;8.0;7.0;23.0;73.0;2.0;;2.0;;0.0;6.0;81.0;;3.0;27.0;;2.0;1.0;2.0;;0.0;;2.0;;;;2.0;39.0;0.0;50.0;126.0;-0.0;126.0;;3.0;7.0;0.0;;-13.0;-4.0;1.0;;;0.0;-6.0;;;;-13.0;-23.0;;;;24.0;-0.0;7.0;27.0;;0.16;164.64;6.46;-15.3;;11.01;175.67;3.0;2.0;0.1;;538.0;5.7;44.0;21.0;15.8;3.9;76.0;10.0;574.0;5.1;4.5;3.7;100.0;;0.159
2012.0;60.0;-0.0;-2.0;-10.0;-10.0;-9.0;3.0;20.0;120.0;32.0;37.0;83.0;7.0;-14.0;-0.0;-6.0;-27.0;60.0;-0.83;8.0;;8.0;5.0;3.0;;68.0;0.0;;8.0;-3.47;-17.16;0.0;-16.67;-1.0;-14.6;-2.68;-2.68;3.0;;1.0;;1.0;8.0;6.0;6.0;92.0;;3.0;3.0;;2.0;4.0;100.0;;5.0;25.0;;2.0;1.0;4.0;;1.0;;4.0;;3.0;;2.0;25.0;6.0;50.0;120.0;-0.0;120.0;;-9.0;8.0;-1.0;;8.0;;1.0;2.0;-0.0;2.0;-34.0;;;;20.0;-27.0;;;;27.0;-0.0;1.0;7.0;;0.16;114.18;-16.67;-50.91;;65.14;159.0;3.0;-0.3;-0.0;;373.0;-17.2;49.0;-54.0;12.4;-14.6;-78.0;24.0;519.0;-10.0;-8.3;-10.5;100.0;;0.161
2013.0;50.0;-3.0;-2.0;-11.0;-11.0;-10.0;3.0;22.0;121.0;41.0;45.0;76.0;1.0;-5.0;6.0;1.0;-2.0;53.0;-5.06;8.0;;8.0;5.0;3.0;;61.0;0.0;2.0;8.0;-3.34;-21.12;-1.0;-22.61;-2.0;-19.34;-2.98;-2.98;3.0;;2.0;;2.0;6.0;6.0;8.0;87.0;;3.0;3.0;;3.0;5.0;99.0;;6.0;32.0;;2.0;1.0;3.0;;1.0;;4.0;;3.0;;2.0;16.0;6.0;52.0;121.0;-0.0;121.0;;-10.0;8.0;-2.0;;4.0;;-1.0;1.0;0.0;-0.0;-2.0;;;;-3.0;-20.0;;;;25.0;-0.0;2.0;1.0;;0.17;93.38;-18.06;-3.1;;4.04;140.96;3.0;-0.3;-0.0;;305.0;-21.1;49.0;-59.0;14.5;-19.3;-116.0;19.0;460.0;-10.4;-8.0;-12.8;100.0;;0.165
