;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
1996.0;0.0;;-1.0;-0.0;;-1.0;0.0;;;;;;-0.0;-2.0;1.0;-1.0;-0.0;;;0.0;;;;;0.0;0.0;;;0.0;-10993.55;-3396.29;-0.0;;;-11041.18;-3.28;-3.28;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.0;0.0;;;0.0;;;;0.0;0.0;-0.0;;-0.0;;-1.0;;1.0;;;;;0.0;1.0;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;0.0;;-1.0;-0.0;;-1.0;0.0;;;;;;-0.0;1.0;0.0;0.0;-1.0;;;0.0;;;;;0.0;0.0;;;0.0;-1269210.0;-616895.0;-0.0;;;-1273286.67;-3.15;-3.15;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.0;0.0;;;-0.0;;;;-0.0;0.0;-1.0;;;0.0;1.0;;;;;0.0;;1.0;0.0;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;0.0;;-1.0;-1.0;;-1.0;0.0;;;;;;-0.0;-0.0;0.0;-0.0;-0.0;;;0.0;;;;;0.0;0.0;;;0.0;-2368.25;-2370.32;-1.0;;;-2371.67;-5.88;-5.88;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.0;0.0;;;-0.0;;;;-0.0;1.0;-0.0;;;0.0;0.0;;0.0;;;-0.0;;0.0;1.0;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;0.0;;-1.0;-1.0;;-1.0;0.0;;;;;;-0.0;-0.0;0.0;-0.0;-0.0;;;0.0;;;;;0.0;0.0;;;0.0;-16383.65;-16219.33;-1.0;;;-16414.49;-5.19;-5.19;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.0;0.0;;;-0.0;;;;-0.0;1.0;-0.0;;;;0.0;;0.0;;;0.0;;0.0;0.0;;0.69;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;0.0;;-0.0;-0.0;;-0.0;0.0;;;;;;-0.0;-0.0;0.0;-0.0;-0.0;;;0.0;;;;;0.0;0.0;;0.0;0.0;-40340.61;-45024.55;0.0;;;-40696.06;-1.0;-1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.0;0.0;;;0.0;;;;0.0;;-0.0;;;;-0.0;;0.0;;;0.0;;0.0;0.0;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;0.0;;-0.0;-0.0;;-0.0;0.0;;;;;;-0.0;0.0;0.0;-0.0;-0.0;;;0.0;;;;;0.0;0.0;;;0.0;-60324.61;-60320.73;-0.0;;;-60986.27;-0.85;-0.85;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.0;0.0;;;-0.0;;;;;0.0;-0.0;;;;0.0;;0.0;;;-0.0;;0.0;0.0;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;;;-0.0;-0.0;;-0.0;0.0;0.0;1.0;0.0;0.0;1.0;-0.0;-0.0;0.0;-0.0;-0.0;;;0.0;;;;;0.0;0.0;;;0.0;-inf;-inf;-0.0;;;-inf;-0.86;-0.86;0.0;;0.0;0.0;0.0;0.0;;0.0;1.0;;;;;;;1.0;;0.0;0.0;;;;;;;;;;0.0;;;-6.0;-0.0;;1.0;;1.0;;-0.0;0.0;;;-0.0;;;;-0.0;0.0;-0.0;;;;;;0.0;;;-0.0;;0.0;0.0;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;;;0.0;-0.0;;-0.0;0.0;1.0;1.0;0.0;0.0;1.0;-0.0;-0.0;1.0;0.0;-0.0;;;0.0;;;;;0.0;0.0;;0.0;0.0;inf;-inf;-0.0;;;-inf;-1.85;-1.85;0.0;;0.0;;0.0;0.0;;0.0;1.0;;;;;;;1.0;;0.0;;;;;;;;;;;;;;-8.0;-0.0;;1.0;;1.0;;-0.0;0.0;;;-0.0;;;;-0.0;0.0;-0.0;;;0.0;;;1.0;;;;;0.0;0.0;;0.77;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;;;-0.0;-0.0;;-0.0;0.0;2.0;4.0;0.0;0.0;4.0;-0.0;-1.0;2.0;2.0;-1.0;;;0.0;;;;;0.0;0.0;;;0.0;-inf;-inf;0.0;;;-inf;-0.5;-0.5;0.0;;2.0;;2.0;0.0;;0.0;1.0;;;;;;;1.0;;0.0;;;;;;;;;;;;;;-9.0;0.0;;4.0;;4.0;;-0.0;0.0;;;0.0;;;;;0.0;-1.0;;;;0.0;;2.0;;;;;2.0;0.0;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;;;-0.0;-0.0;-0.0;0.0;0.0;1.0;3.0;0.0;0.0;3.0;-0.0;-2.0;0.0;-2.0;-2.0;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;-inf;-inf;-0.0;-inf;-0.0;inf;0.39;0.39;0.0;;0.0;0.0;0.0;0.0;;1.0;3.0;;;;;;;3.0;;0.0;;;;0.0;;;;;;;;;;-9.0;-0.0;;3.0;;3.0;;0.0;0.0;-0.0;;0.0;;;;;0.0;-2.0;;;;;;0.0;;;;;1.0;2.0;;0.86;;;;;;;;;;;;;;;;;;;;;;;;;
