;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (EUR/USD)
2011.0;4603.0;410.0;-228.0;-82.0;-264.0;-232.0;103.0;1427.0;2087.0;1089.0;2233.0;-149.0;-38.0;-89.0;260.0;;-163.0;4193.0;8.91;322.0;43.0;280.0;280.0;;;4515.0;3.0;45.0;3.0;-4.95;-1.77;-183.0;-5.74;-44.0;-5.03;-2.25;-2.25;103.0;;146.0;41.0;188.0;667.0;546.0;26.0;256.0;;16.0;16.0;5.0;265.0;118.0;660.0;;601.0;94.0;23.0;38.0;356.0;183.0;;38.0;924.0;1144.0;;;;;-276.0;-1.0;;2084.0;3.0;2087.0;;-232.0;3.0;-44.0;;-30.0;;30.0;;-71.0;265.0;-126.0;17.0;;;19.0;;127.0;;;133.0;13.0;146.0;;;1.29;34.6;-1.74;-1.23;;0.94;-1.12;103.0;;;;3556.0;-1.8;2.0;-179.0;16.7;-5.0;261.0;141.0;-115.0;-19.3;-11.1;155.7;100.0;;1.294
2012.0;4763.0;631.0;339.0;339.0;249.0;174.0;103.0;1368.0;2152.0;983.0;2214.0;-67.0;325.0;-173.0;-113.0;38.0;158.0;4132.0;13.24;327.0;47.0;280.0;280.0;;;4460.0;5.0;84.0;18.0;7.12;7.12;-90.0;5.24;62.0;3.66;1.85;1.85;103.0;;187.0;45.0;232.0;610.0;508.0;18.0;398.0;;15.0;15.0;16.0;270.0;84.0;784.0;;636.0;24.0;21.0;13.0;310.0;185.0;26.0;15.0;1005.0;1231.0;;;;;-197.0;-20.0;;2147.0;5.0;2152.0;;174.0;18.0;62.0;;61.0;;46.0;;-94.0;9.0;-166.0;;;;-7.0;-195.0;;;;82.0;;187.0;149.0;;1.32;35.13;1.28;1.17;;1.23;-0.5;103.0;;;;3610.0;7.1;14.0;132.0;24.9;3.7;292.0;140.0;-51.0;20.7;14.9;-258.8;100.0;;1.319
2013.0;4804.0;647.0;307.0;287.0;186.0;135.0;99.0;1498.0;2425.0;1042.0;2375.0;44.0;253.0;-181.0;59.0;129.0;55.0;4156.0;13.48;338.0;49.0;289.0;289.0;;;4495.0;23.0;74.0;44.0;6.38;5.98;-102.0;3.86;54.0;2.8;1.37;1.36;98.0;;320.0;34.0;355.0;643.0;451.0;49.0;561.0;;;29.0;11.0;243.0;82.0;926.0;;645.0;30.0;44.0;18.0;349.0;448.0;25.0;1.0;859.0;1333.0;;;;3.0;-181.0;-62.0;285.0;2419.0;5.0;2425.0;;135.0;44.0;54.0;;-19.0;;56.0;;-82.0;40.0;-198.0;5.0;;;11.0;-214.0;223.0;;-344.0;394.0;-1.0;324.0;195.0;;1.37;35.66;1.0;0.41;2.55;1.47;0.33;98.0;18.0;1.1;14.2;3495.0;6.0;32.0;98.0;28.9;2.8;332.0;326.0;32.0;13.6;10.9;306.3;-155.1;220.0;1.375
2014.0;4435.0;584.0;215.0;181.0;110.0;62.0;105.0;2492.0;3644.0;1280.0;3688.0;-52.0;256.0;-261.0;911.0;913.0;16.0;3850.0;13.18;288.0;46.0;242.0;242.0;;;4138.0;;50.0;59.0;4.86;4.09;-71.0;2.48;45.0;1.39;0.58;0.58;105.0;;1196.0;69.0;1265.0;671.0;523.0;33.0;765.0;;34.0;34.0;65.0;230.0;58.0;1152.0;;797.0;57.0;36.0;39.0;387.0;1458.0;12.0;;939.0;2409.0;;;;2.0;-250.0;-109.0;305.0;3636.0;7.0;3644.0;;62.0;59.0;45.0;;-68.0;-58.0;-115.0;206.0;-100.0;158.0;-241.0;-23.0;;;2.0;-400.0;;;;1311.0;7.0;1199.0;285.0;;1.21;35.03;0.49;0.12;;1.9;-0.41;105.0;53.0;2.9;;3666.0;4.1;49.0;51.0;40.7;1.4;1002.0;1205.0;-43.0;3.9;4.3;-118.6;100.0;;1.21
2015.0;5596.0;489.0;-319.0;-463.0;-634.0;-602.0;105.0;1588.0;3940.0;1310.0;4526.0;-598.0;555.0;-784.0;-334.0;-559.0;175.0;5107.0;8.73;304.0;38.0;266.0;266.0;;;5412.0;77.0;165.0;152.0;-5.71;-8.27;-172.0;-11.33;-35.0;-10.75;-5.72;-5.72;105.0;;513.0;76.0;589.0;394.0;589.0;16.0;1363.0;481.0;85.0;566.0;73.0;293.0;58.0;2352.0;;714.0;184.0;24.0;14.0;399.0;2242.0;41.0;11.0;923.0;3217.0;;;;2.0;-776.0;-618.0;794.0;3928.0;12.0;3940.0;;-602.0;152.0;-35.0;;289.0;372.0;162.0;-175.0;-71.0;750.0;-380.0;-378.0;;;-26.0;-229.0;;;;-105.0;4.0;517.0;1076.0;;1.09;49.03;-5.27;1.53;;3.33;-5.24;105.0;-2.4;-0.1;;5153.0;-8.3;140.0;-554.0;5.5;-10.8;256.0;2064.0;-551.0;-17.0;-12.0;100.5;100.0;;1.086
2016.0;4986.0;542.0;399.0;259.0;68.0;-4.0;106.0;1482.0;3981.0;1088.0;4581.0;-609.0;93.0;-384.0;152.0;-136.0;-281.0;4444.0;10.88;301.0;34.0;267.0;267.0;;;4745.0;5.0;168.0;163.0;8.01;5.19;-190.0;1.37;73.0;-0.08;-0.04;-0.04;106.0;;365.0;123.0;488.0;364.0;621.0;9.0;1553.0;480.0;83.0;563.0;68.0;265.0;49.0;2499.0;;659.0;112.0;32.0;15.0;302.0;2482.0;42.0;32.0;937.0;3492.0;;;;2.0;-781.0;-746.0;917.0;3972.0;9.0;3981.0;;-4.0;163.0;73.0;;-49.0;29.0;-44.0;-19.0;-16.0;-89.0;-373.0;22.0;;;-33.0;-228.0;;;;381.0;3.0;365.0;500.0;;1.05;44.96;-0.04;-2.53;;3.36;-5.49;106.0;-155.6;-7.0;;4743.0;5.2;155.0;-4.0;106.2;-0.1;375.0;2361.0;-579.0;-0.5;6.0;0.7;100.0;;1.051
2017.0;6282.0;647.0;432.0;385.0;59.0;-37.0;110.0;1679.0;4452.0;1332.0;4834.0;-392.0;192.0;-350.0;73.0;-94.0;-139.0;5636.0;10.29;341.0;43.0;298.0;298.0;;;5976.0;8.0;168.0;205.0;6.87;6.13;-326.0;0.94;96.0;-0.59;-0.34;-0.34;110.0;;323.0;83.0;405.0;493.0;771.0;10.0;1820.0;483.0;82.0;565.0;133.0;197.0;58.0;2772.0;;860.0;127.0;28.0;12.0;332.0;2424.0;41.0;30.0;1008.0;3503.0;;;;4.0;-900.0;-928.0;1432.0;4442.0;10.0;4452.0;;-37.0;205.0;96.0;;-102.0;-109.0;-119.0;149.0;-23.0;30.0;-331.0;;;;-19.0;-1870.0;311.0;;;1633.0;-8.0;323.0;416.0;;1.2;47.54;-0.28;-1.05;;2.51;-2.97;110.0;-30.3;-1.3;;5237.0;6.1;171.0;-31.0;163.3;-0.6;290.0;2021.0;-327.0;-4.6;5.1;9.5;100.0;;1.2
2018.0;6521.0;617.0;632.0;463.0;255.0;216.0;138.0;1653.0;4474.0;1306.0;4605.0;-140.0;76.0;-104.0;-94.0;-120.0;-242.0;5904.0;9.46;329.0;46.0;283.0;283.0;;;6233.0;8.0;154.0;226.0;9.69;7.11;-209.0;3.9;37.0;3.31;1.61;1.57;135.0;;188.0;34.0;222.0;659.0;757.0;14.0;1911.0;484.0;80.0;564.0;86.0;187.0;73.0;2821.0;;786.0;65.0;28.0;78.0;377.0;2402.0;10.0;25.0;861.0;3298.0;;;;3.0;-625.0;-1091.0;1572.0;4465.0;9.0;4474.0;;216.0;226.0;37.0;;-341.0;-166.0;-10.0;-31.0;-133.0;-62.0;-318.0;;;;213.0;-78.0;;;;-16.0;2.0;188.0;309.0;;1.15;42.19;1.4;-1.57;;2.06;-0.91;135.0;7.9;0.3;;5686.0;7.1;197.0;188.0;14.4;3.3;302.0;2094.0;-122.0;11.0;9.1;-154.1;100.0;;1.147
2019.0;6622.0;675.0;541.0;286.0;92.0;66.0;143.0;1513.0;4690.0;1426.0;4786.0;-108.0;501.0;-396.0;-85.0;22.0;197.0;5947.0;10.19;363.0;54.0;309.0;309.0;;;6310.0;;168.0;287.0;8.18;4.32;-194.0;1.39;20.0;1.0;0.48;0.46;137.0;;206.0;25.0;231.0;522.0;751.0;9.0;2305.0;510.0;78.0;589.0;9.0;207.0;67.0;3177.0;;797.0;225.0;31.0;61.0;343.0;2421.0;7.0;27.0;905.0;3360.0;;;;3.0;-582.0;-1314.0;1785.0;4678.0;12.0;4690.0;;66.0;287.0;20.0;;128.0;117.0;64.0;-35.0;-18.0;;-304.0;-93.0;;;1.0;-209.0;;;;123.0;2.0;206.0;184.0;;1.12;43.16;0.43;1.29;;1.98;-0.7;137.0;25.1;1.0;;5907.0;4.3;256.0;59.0;22.0;1.0;78.0;2160.0;-96.0;6.1;5.4;-61.5;100.0;;1.121
2020.0;5964.0;598.0;437.0;153.0;-42.0;-26.0;139.0;1790.0;5043.0;1326.0;5166.0;-140.0;408.0;-215.0;123.0;311.0;186.0;5365.0;10.03;337.0;48.0;289.0;289.0;;;5702.0;;167.0;316.0;7.33;2.56;-194.0;-0.7;-21.0;-0.43;-0.18;-0.18;139.0;;536.0;48.0;584.0;489.0;711.0;7.0;2328.0;509.0;74.0;584.0;23.0;236.0;82.0;3252.0;;765.0;112.0;43.0;99.0;351.0;2808.0;4.0;12.0;1016.0;3840.0;;;;4.0;-657.0;-156.0;669.0;5026.0;17.0;5043.0;;-26.0;316.0;-21.0;;64.0;44.0;77.0;-46.0;-11.0;74.0;-222.0;;;;7.0;-457.0;;;;580.0;-5.0;536.0;225.0;;1.22;35.2;-0.15;1.1;;1.31;-0.83;139.0;-63.8;-1.7;;4883.0;2.6;259.0;-21.0;50.0;-0.4;380.0;2299.0;-115.0;1.6;2.4;18.3;100.0;;1.221
