;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
2003.0;0.0;;-0.0;-0.0;;-0.0;6.0;0.0;6.0;1.0;1.0;5.0;0.0;0.0;-0.0;-0.0;-0.0;;;0.0;;0.0;;;0.0;0.0;;;0.0;-290739.39;-292318.18;;;;-292318.18;-0.02;-0.02;6.0;;0.0;;0.0;;;0.0;6.0;;;;;;;6.0;;1.0;0.0;;;;;;;;;;;;;-22.0;;;6.0;;6.0;;-0.0;0.0;;;0.0;;;;-1.0;;-0.0;;;;0.0;;;;;-0.0;;0.0;0.0;;0.74;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;;;-0.0;-0.0;;-0.0;6.0;1.0;7.0;1.0;1.0;6.0;-0.0;-0.0;1.0;1.0;-1.0;;;0.0;;0.0;;;0.0;0.0;;;0.0;-inf;-inf;;;;-inf;-0.05;-0.05;6.0;;1.0;;1.0;;;0.0;7.0;;;;;;;7.0;;1.0;;;;;;;;;;;;;;-22.0;0.0;;7.0;;7.0;;-0.0;0.0;;;1.0;;;;-0.0;-1.0;-0.0;;;;;;1.0;;;-0.0;;1.0;0.0;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;;;-0.0;-0.0;;-0.0;9.0;0.0;7.0;1.0;1.0;7.0;-0.0;-0.0;;-1.0;-1.0;;;0.0;;0.0;;;-0.0;0.0;;;0.0;-inf;-inf;0.0;;;-inf;-0.12;-0.12;9.0;;0.0;;0.0;;;0.0;7.0;;;;;;;7.0;;1.0;;;;;;;;;;;;;;-24.0;0.0;;7.0;;7.0;;-0.0;0.0;;;-1.0;;;;-1.0;0.0;-0.0;;;;;;;;;;;0.0;1.0;;0.82;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;;;-0.0;-0.0;;-0.0;2.0;0.0;8.0;1.0;1.0;7.0;0.0;-0.0;0.0;0.0;-0.0;;;0.0;;0.0;;;0.0;0.0;;;0.0;-inf;-inf;;;;-inf;-0.13;-0.13;2.0;;0.0;;0.0;;;0.0;8.0;;;;;;;8.0;;1.0;0.0;;;;;;;;;;;;;-27.0;0.0;;8.0;;8.0;;-0.0;0.0;;;-1.0;;;;-1.0;1.0;-0.0;;;;;;;;;0.0;;0.0;0.0;;0.9;;-0.18;-0.02;;0.13;3.38;2.0;;;;;-inf;0.0;-0.0;;-inf;-1.0;;8.0;;-4.4;-5.4;100.0;;0.895
2007.0;;;-2.0;-2.0;-1.0;-0.0;3.0;4.0;14.0;1.0;1.0;13.0;-1.0;-3.0;6.0;1.0;-2.0;;;2.0;;1.0;;;0.0;2.0;;;0.0;-inf;-inf;0.0;-inf;-1.0;-inf;-0.05;-0.05;3.0;;0.0;3.0;3.0;;;0.0;10.0;;;;;;;10.0;;1.0;;;;;;;;0.0;0.0;;;;;-29.0;1.0;;14.0;;14.0;;-0.0;0.0;-1.0;;4.0;;;;3.0;-4.0;-1.0;;-2.0;;;;6.0;;;-1.0;;1.0;0.0;;0.94;;-0.05;-0.84;;0.42;4.51;3.0;;;;;-inf;0.0;-0.0;89.6;-inf;3.0;;14.0;-1.2;-11.2;-1.1;100.0;;0.939
2008.0;;;-1.0;-1.0;-1.0;-0.0;3.0;3.0;20.0;1.0;1.0;18.0;-0.0;-4.0;6.0;1.0;-6.0;;;1.0;;1.0;;;0.0;1.0;;;0.0;-inf;-inf;0.0;-inf;-1.0;-inf;-0.03;-0.03;3.0;;1.0;2.0;3.0;0.0;;0.0;16.0;;;;;;;16.0;;1.0;;;;0.0;;;;;;;;;;-30.0;2.0;;20.0;;20.0;;-0.0;0.0;-1.0;;-1.0;;;;2.0;1.0;-6.0;;2.0;;;;6.0;;;-1.0;;2.0;1.0;;0.98;;-0.03;-1.96;;1.84;5.73;3.0;;;;;-inf;0.0;-0.0;88.0;-inf;2.0;;19.0;-0.6;-4.6;-0.5;100.0;;0.979
2009.0;;;-1.0;-1.0;-1.0;-0.0;5.0;0.0;17.0;1.0;1.0;16.0;-1.0;-3.0;1.0;-2.0;-1.0;;;1.0;;1.0;1.0;;0.0;1.0;0.0;0.0;0.0;-inf;-inf;-0.0;-inf;-0.0;-inf;-0.13;-0.13;4.0;;0.0;;0.0;0.0;;0.0;17.0;;;;0.0;;;17.0;;;0.0;;;0.0;0.0;;;;0.0;;0.0;;;-27.0;;;17.0;;17.0;;-0.0;0.0;-0.0;0.0;-2.0;0.0;;;-1.0;3.0;-0.0;;-3.0;;0.0;;1.0;;;0.0;;0.0;2.0;;0.86;;-0.13;-0.15;;0.0;4.57;4.0;;;;;-inf;0.0;-1.0;35.9;-inf;-1.0;0.0;19.0;-2.7;-4.1;-2.9;100.0;;0.86
2010.0;;;-1.0;-1.0;-1.0;-1.0;5.0;0.0;21.0;1.0;2.0;19.0;-1.0;-2.0;2.0;0.0;-1.0;;;1.0;;1.0;1.0;;0.0;1.0;0.0;0.0;0.0;-inf;-inf;-0.0;-inf;-0.0;-inf;-0.14;-0.14;5.0;;0.0;;0.0;0.0;;0.0;20.0;;;;0.0;;;20.0;;;1.0;;;1.0;;;;1.0;1.0;;;;;-30.0;;;21.0;;21.0;;-1.0;0.0;-0.0;0.0;-0.0;0.0;;;-1.0;1.0;-0.0;;-2.0;;;;2.0;;;-0.0;;0.0;0.0;;0.94;;-0.16;-0.12;;0.0;4.03;5.0;;;;;-inf;0.0;-1.0;33.3;-inf;-1.0;;20.0;-3.6;-5.0;-3.9;100.0;;0.939
2011.0;;;-2.0;-1.0;-3.0;-2.0;6.0;8.0;37.0;7.0;10.0;27.0;-1.0;-4.0;13.0;7.0;-1.0;;;1.0;;1.0;1.0;;0.0;1.0;0.0;1.0;0.0;-inf;-inf;-2.0;-inf;-1.0;-inf;-0.31;-0.31;6.0;;1.0;7.0;7.0;0.0;;0.0;27.0;;;;0.0;;1.0;29.0;;;6.0;;;1.0;2.0;;;1.0;3.0;;;;;-35.0;;;37.0;;37.0;;-2.0;0.0;-1.0;0.0;2.0;-0.0;;;1.0;-0.0;-0.0;;-4.0;;;-1.0;6.0;;;7.0;;7.0;0.0;;1.04;;-0.37;-0.21;;0.0;4.23;6.0;;;;;-inf;0.0;-2.0;27.8;-inf;1.0;2.0;26.0;-4.5;-5.1;-8.6;100.0;;1.038
2012.0;;;-7.0;-2.0;-7.0;-7.0;11.0;2.0;44.0;5.0;6.0;38.0;-2.0;-12.0;7.0;-7.0;-14.0;;;2.0;;1.0;1.0;;0.0;2.0;;0.0;0.0;-inf;-inf;-5.0;-inf;;-inf;-0.59;-0.59;11.0;;0.0;;0.0;0.0;1.0;1.0;41.0;;;;0.0;;;42.0;;;1.0;;;4.0;0.0;;;1.0;1.0;;;;;-42.0;1.0;;44.0;;44.0;;-7.0;0.0;;0.0;-4.0;-0.0;;;-3.0;9.0;-12.0;;-0.0;;;-7.0;13.0;;;2.0;;0.0;7.0;;0.98;;-0.64;-1.35;;1.18;3.61;11.0;;;;;-inf;0.0;-7.0;;-inf;-3.0;0.0;38.0;-18.7;-16.6;-17.8;100.0;;0.984
