;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CNY/USD)
2008.0;25.0;18.0;22.0;15.0;15.0;12.0;33.0;72.0;222.0;28.0;139.0;83.0;7.0;-55.0;95.0;46.0;2.0;7.0;73.46;4.0;;4.0;3.0;1.0;;10.0;0.0;1.0;6.0;86.14;59.27;0.0;59.61;3.0;46.03;-2.09;-2.09;33.0;;52.0;;52.0;14.0;;7.0;51.0;44.0;27.0;71.0;;2.0;26.0;150.0;;1.0;9.0;2.0;2.0;15.0;9.0;1.0;3.0;98.0;111.0;;2.0;;0.0;-80.0;-1.0;163.0;222.0;;222.0;;12.0;6.0;-1.0;1.0;-11.0;-3.0;;-3.0;-0.0;1.0;-5.0;-34.0;;;-17.0;-16.0;10.0;;;101.0;-1.0;52.0;6.0;;0.15;5.23;2.41;0.46;;0.96;17.21;33.0;;;;172.0;59.3;38.0;79.0;22.8;46.0;302.0;64.0;565.0;6.4;7.3;14.0;100.0;-445.2;0.147
2009.0;43.0;30.0;36.0;25.0;24.0;18.0;25.0;183.0;358.0;25.0;43.0;316.0;20.0;-40.0;120.0;100.0;4.0;13.0;70.06;5.0;;5.0;4.0;1.0;;18.0;0.0;1.0;11.0;84.22;57.24;-1.0;55.13;5.0;42.69;0.27;0.27;25.0;;152.0;;152.0;16.0;;15.0;84.0;44.0;23.0;67.0;19.0;3.0;2.0;175.0;;1.0;11.0;2.0;2.0;11.0;13.0;1.0;4.0;0.0;18.0;;2.0;;0.0;-75.0;-1.0;391.0;358.0;;358.0;;18.0;11.0;-0.0;0.0;-10.0;-3.0;;0.0;-1.0;0.0;-16.0;-5.0;;;-19.0;-18.0;120.0;;;18.0;-0.0;152.0;52.0;;0.15;11.75;5.02;1.16;;4.3;86.56;25.0;1.6;0.0;;292.0;57.2;78.0;125.0;22.6;42.7;1083.0;89.0;2154.0;5.7;6.9;5.8;100.0;-2840.5;0.146
2010.0;59.0;40.0;44.0;27.0;27.0;20.0;49.0;137.0;404.0;41.0;55.0;335.0;29.0;-80.0;-24.0;-76.0;12.0;19.0;68.5;13.0;;13.0;11.0;3.0;;32.0;1.0;1.0;17.0;74.55;46.12;-1.0;44.87;7.0;33.22;0.41;0.41;49.0;;81.0;3.0;84.0;26.0;;27.0;138.0;46.0;22.0;68.0;10.0;3.0;48.0;267.0;;2.0;22.0;4.0;2.0;15.0;8.0;1.0;4.0;1.0;14.0;;11.0;;0.0;-58.0;-2.0;395.0;389.0;15.0;404.0;;20.0;17.0;-1.0;1.0;-9.0;-9.0;;0.0;-5.0;1.0;-17.0;-6.0;;;-57.0;-35.0;;-12.0;;24.0;-1.0;81.0;157.0;;0.15;8.0;2.66;1.64;;2.28;45.3;49.0;2.4;0.1;;390.0;46.1;110.0;129.0;25.1;33.2;635.0;50.0;2205.0;5.9;7.0;5.9;100.0;96.2;0.152
2011.0;72.0;46.0;-7.0;-26.0;-26.0;-34.0;47.0;117.0;380.0;34.0;56.0;307.0;22.0;-79.0;7.0;-50.0;19.0;25.0;64.58;19.0;;19.0;13.0;6.0;;44.0;2.0;1.0;19.0;-9.24;-35.84;-1.0;-36.66;7.0;-47.77;-0.72;-0.72;47.0;;35.0;24.0;59.0;39.0;;19.0;170.0;;21.0;21.0;16.0;3.0;55.0;264.0;;0.0;15.0;6.0;2.0;17.0;18.0;1.0;3.0;0.0;22.0;;1.0;;0.0;-95.0;-3.0;405.0;364.0;16.0;380.0;;-34.0;19.0;-2.0;1.0;-19.0;-15.0;;-1.0;-5.0;56.0;-3.0;-3.0;-16.0;;-56.0;-28.0;;-1.0;-9.0;45.0;-0.0;35.0;85.0;;0.16;9.49;-4.53;2.51;1.16;0.39;40.8;47.0;-0.9;-0.1;28.4;450.0;-35.8;121.0;-215.0;-28.1;-47.8;517.0;111.0;1935.0;-10.0;-7.1;-11.1;125.7;;0.159
2012.0;106.0;52.0;58.0;33.0;32.0;21.0;46.0;137.0;588.0;138.0;213.0;326.0;42.0;-106.0;41.0;-23.0;-4.0;54.0;49.09;18.0;;20.0;12.0;9.0;-2.0;73.0;1.0;3.0;24.0;54.27;31.18;-2.0;29.69;10.0;19.75;0.45;0.45;46.0;;12.0;;12.0;65.0;1.0;58.0;244.0;47.0;38.0;85.0;37.0;3.0;82.0;451.0;;16.0;93.0;5.0;3.0;26.0;49.0;5.0;6.0;15.0;75.0;;1.0;;0.0;-75.0;-3.0;404.0;539.0;49.0;588.0;;21.0;24.0;0.0;1.0;-4.0;2.0;-0.0;-1.0;-4.0;-2.0;-46.0;-73.0;-36.0;24.0;24.0;-19.0;;-7.0;;67.0;0.0;12.0;35.0;;0.16;14.38;2.84;-0.55;;6.18;44.1;46.0;1.1;0.1;;662.0;31.2;150.0;131.0;31.6;19.8;-6.0;303.0;2032.0;5.7;6.2;6.4;100.0;-172.3;0.161
2013.0;162.0;65.0;65.0;30.0;28.0;14.0;45.0;215.0;676.0;194.0;274.0;351.0;43.0;-22.0;13.0;34.0;16.0;97.0;40.15;35.0;;35.0;17.0;18.0;;132.0;3.0;8.0;30.0;39.9;18.43;-2.0;17.04;13.0;8.76;0.32;0.32;45.0;;47.0;21.0;68.0;76.0;3.0;68.0;247.0;48.0;42.0;91.0;36.0;3.0;85.0;461.0;;25.0;126.0;10.0;3.0;41.0;54.0;5.0;5.0;16.0;80.0;;0.0;;0.0;-63.0;-3.0;416.0;625.0;51.0;676.0;;14.0;30.0;1.0;1.0;-2.0;-17.0;-2.0;8.0;-4.0;-2.0;-26.0;-1.0;-5.0;5.0;5.0;-63.0;;-1.0;;77.0;1.0;47.0;12.0;;0.17;21.78;1.91;2.2;;3.55;47.13;45.0;2.1;0.1;;981.0;18.4;182.0;86.0;45.4;8.8;125.0;327.0;2122.0;4.4;5.5;4.0;100.0;6.1;0.165
2014.0;98.0;54.0;74.0;30.0;28.0;20.0;45.0;236.0;477.0;124.0;187.0;290.0;79.0;46.0;-93.0;32.0;61.0;44.0;54.76;24.0;;24.0;9.0;15.0;;68.0;3.0;9.0;32.0;75.91;30.26;-1.0;28.94;13.0;20.55;0.45;0.44;45.0;;77.0;23.0;100.0;83.0;0.0;52.0;121.0;;18.0;18.0;36.0;3.0;64.0;241.0;;0.0;92.0;10.0;0.0;32.0;54.0;0.0;8.0;0.0;63.0;;0.0;;0.0;-42.0;-3.0;334.0;476.0;0.0;477.0;;20.0;32.0;4.0;1.0;31.0;1.0;0.0;5.0;8.0;-10.0;-18.0;-1.0;;;65.0;-63.0;;;-73.0;43.0;-0.0;77.0;46.0;;0.16;13.5;2.77;8.47;10.09;2.44;39.99;45.0;2.7;0.1;136.9;607.0;30.3;202.0;125.0;46.0;20.5;694.0;337.0;1798.0;6.4;8.8;6.9;-263.7;119.2;0.161
2015.0;95.0;41.0;32.0;-1.0;-1.0;-12.0;45.0;232.0;555.0;233.0;334.0;214.0;-27.0;-60.0;91.0;1.0;-55.0;54.0;42.69;38.0;;38.0;20.0;17.0;;92.0;3.0;8.0;24.0;33.62;-0.93;0.0;-0.85;11.0;-12.7;-0.27;-0.27;45.0;;75.0;9.0;84.0;55.0;1.0;92.0;141.0;;73.0;73.0;39.0;4.0;65.0;323.0;;0.0;154.0;11.0;0.0;78.0;93.0;;7.0;0.0;101.0;;;;0.0;-52.0;-7.0;273.0;548.0;7.0;555.0;;-12.0;24.0;-0.0;1.0;-43.0;7.0;0.0;-0.0;-57.0;2.0;-28.0;-31.0;-20.0;;19.0;-54.0;;-3.0;;148.0;-3.0;75.0;74.0;;0.15;13.75;-1.75;-7.96;;4.06;31.03;45.0;-3.5;-0.2;;616.0;-0.9;158.0;-78.0;-1408.9;-12.7;-6.0;605.0;1392.0;36.1;1.4;-5.6;100.0;;0.154
2016.0;65.0;24.0;2.0;-24.0;-29.0;-38.0;44.0;172.0;465.0;137.0;287.0;168.0;-11.0;-11.0;-19.0;-43.0;-29.0;41.0;37.03;40.0;;40.0;30.0;10.0;;81.0;4.0;13.0;19.0;3.73;-37.06;-5.0;-44.96;9.0;-57.55;-0.86;-0.86;44.0;;27.0;;27.0;49.0;1.0;95.0;112.0;;66.0;66.0;33.0;;82.0;293.0;;0.0;104.0;4.0;2.0;30.0;67.0;76.0;7.0;0.0;150.0;;;;0.0;-86.0;-13.0;267.0;455.0;9.0;465.0;;-38.0;19.0;3.0;1.0;-9.0;1.0;-0.0;1.0;0.0;13.0;-18.0;6.0;-26.0;9.0;18.0;-141.0;20.0;-4.0;-41.0;147.0;-2.0;27.0;70.0;;0.14;10.45;-6.01;-4.59;6.56;2.8;26.78;44.0;-0.7;-0.0;150.6;455.0;-37.1;129.0;-262.0;-29.6;-57.5;244.0;464.0;1166.0;-6.6;-3.5;-22.5;209.2;;0.144
2017.0;51.0;15.0;-10.0;-33.0;-39.0;-44.0;43.0;171.0;533.0;170.0;377.0;144.0;4.0;-48.0;30.0;-14.0;-41.0;36.0;29.61;43.0;;43.0;37.0;7.0;;79.0;2.0;14.0;15.0;-20.5;-64.01;-6.0;-76.71;5.0;-85.9;-1.01;-1.01;43.0;;15.0;3.0;18.0;60.0;1.0;92.0;122.0;;70.0;70.0;116.0;;54.0;362.0;;1.0;122.0;3.0;2.0;45.0;69.0;;11.0;126.0;206.0;;;;0.0;-135.0;-7.0;286.0;520.0;12.0;533.0;;-44.0;15.0;2.0;2.0;8.0;7.0;-0.0;1.0;-0.0;21.0;-46.0;-18.0;;;14.0;-75.0;;;;105.0;0.0;15.0;29.0;;0.15;7.63;-6.56;-6.22;;6.84;21.54;43.0;-0.6;-0.0;;331.0;-64.0;95.0;-284.0;-12.5;-85.9;3.0;448.0;934.0;-8.0;-4.8;-30.4;100.0;;0.154
