;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CNY/USD)
2008.0;70.0;24.0;21.0;21.0;21.0;18.0;4.0;32.0;32.0;11.0;11.0;22.0;17.0;;-9.0;8.0;17.0;46.0;34.64;3.0;;3.0;1.0;2.0;;49.0;;;0.0;30.15;29.9;0.0;30.04;3.0;26.27;4.43;4.43;4.0;;23.0;;23.0;7.0;1.0;1.0;0.0;;;;;;;0.0;;6.0;;1.0;;4.0;;;;;;;;;1.0;17.0;-0.0;4.0;32.0;;32.0;;18.0;0.0;;;-2.0;-7.0;-0.0;5.0;;1.0;;;;;;0.0;;;-9.0;;;23.0;15.0;;0.15;115.13;30.24;28.31;14.95;;35.38;4.0;;;;480.0;29.9;1.0;126.0;12.6;26.3;144.0;;147.0;85.5;65.4;85.5;50.6;52.8;0.147
2009.0;98.0;34.0;33.0;32.0;33.0;28.0;4.0;42.0;42.0;9.0;9.0;33.0;15.0;;-17.0;-2.0;15.0;64.0;34.71;2.0;;2.0;0.0;1.0;;66.0;;;0.0;33.18;32.98;0.0;33.1;4.0;28.92;6.82;6.82;4.0;;21.0;;21.0;19.0;2.0;0.0;0.0;;;;;;;0.0;;4.0;;2.0;;4.0;;;;;;;;;1.0;26.0;-0.0;7.0;42.0;;42.0;;28.0;0.0;;;-15.0;-11.0;-1.0;-2.0;;1.0;;;;;;-0.0;;;-17.0;;;21.0;23.0;;0.15;161.3;46.64;23.94;27.2;;54.82;4.0;;;;672.0;33.0;1.0;194.0;12.6;28.9;226.0;;228.0;85.1;77.6;85.1;41.7;113.6;0.146
2010.0;136.0;47.0;44.0;44.0;44.0;38.0;4.0;166.0;167.0;15.0;15.0;152.0;29.0;0.0;80.0;109.0;29.0;89.0;34.48;3.0;;3.0;2.0;2.0;;93.0;;;0.0;32.15;32.02;0.0;32.11;6.0;28.06;9.03;9.03;4.0;;131.0;;131.0;34.0;1.0;1.0;0.0;;;;;;1.0;1.0;;7.0;;2.0;;8.0;;;;;;;;;0.0;61.0;-0.0;91.0;167.0;;167.0;;38.0;0.0;;0.0;-10.0;-14.0;1.0;3.0;;0.0;-0.0;;;;0.0;;79.0;;;1.0;;131.0;22.0;;0.15;212.19;59.55;45.2;;0.0;236.63;4.0;2.1;0.1;;899.0;32.0;0.0;252.0;12.6;28.1;996.0;;1003.0;25.2;26.2;25.2;100.0;-271.4;0.152
2011.0;188.0;64.0;53.0;49.0;53.0;40.0;4.0;233.0;237.0;41.0;41.0;196.0;33.0;-3.0;-2.0;27.0;29.0;123.0;34.31;15.0;;15.0;4.0;11.0;;138.0;;;0.0;28.45;26.23;4.0;28.31;13.0;21.33;9.46;9.46;4.0;;164.0;;164.0;68.0;1.0;;3.0;;1.0;1.0;;;0.0;4.0;;13.0;;6.0;;28.0;;;;;;;;;0.0;100.0;;96.0;237.0;;237.0;;40.0;0.0;;0.0;-7.0;-30.0;0.0;6.0;;0.0;-4.0;;;;-0.0;-27.0;;-0.0;;26.0;-2.0;164.0;137.0;;0.16;278.45;59.39;42.89;;6.26;291.18;4.0;0.7;0.0;;1180.0;26.2;2.0;252.0;24.7;21.3;1207.0;;1234.0;20.4;22.4;20.4;100.0;1.6;0.159
2012.0;222.0;74.0;39.0;35.0;38.0;28.0;5.0;259.0;265.0;39.0;39.0;225.0;20.0;-9.0;-1.0;10.0;18.0;148.0;33.34;39.0;;39.0;5.0;34.0;;187.0;;;1.0;17.38;15.66;3.0;17.03;10.0;12.68;5.86;5.86;5.0;;176.0;8.0;184.0;58.0;2.0;15.0;2.0;;2.0;2.0;;;1.0;6.0;;15.0;;5.0;16.0;8.0;;;;;;;;;0.0;127.0;15.0;83.0;265.0;;265.0;;28.0;1.0;;0.0;-3.0;-3.0;-1.0;1.0;1.0;-6.0;-3.0;;-8.0;;-0.0;-13.0;;-1.0;;13.0;-0.0;176.0;166.0;;0.16;289.34;36.69;22.87;;3.51;293.38;5.0;0.5;0.0;;1384.0;15.7;5.0;175.0;25.6;12.7;1366.0;;1403.0;12.5;14.3;12.5;100.0;7.1;0.161
2013.0;218.0;64.0;24.0;19.0;22.0;16.0;5.0;272.0;276.0;29.0;29.0;248.0;-37.0;-11.0;;-48.0;-37.0;154.0;29.39;45.0;;45.0;5.0;39.0;;199.0;;;1.0;10.86;8.84;3.0;10.31;6.0;7.36;3.33;3.33;5.0;;133.0;21.0;155.0;99.0;5.0;14.0;2.0;;1.0;1.0;;;1.0;4.0;;4.0;;5.0;17.0;8.0;;;;;;;;;0.0;145.0;17.0;86.0;276.0;;276.0;;16.0;1.0;;0.0;-52.0;-38.0;-4.0;-11.0;-0.0;-3.0;-0.0;;-13.0;;2.0;;;;;;0.0;133.0;181.0;;0.17;278.41;20.48;-47.2;;0.02;316.22;5.0;0.8;0.0;;1321.0;8.8;7.0;97.0;28.7;7.4;1473.0;;1500.0;6.5;8.1;6.5;100.0;;0.165
2014.0;131.0;-8.0;-35.0;40.0;-36.0;-27.0;5.0;248.0;260.0;45.0;45.0;214.0;18.0;11.0;;29.0;18.0;139.0;-6.32;32.0;;32.0;5.0;27.0;;171.0;;;1.0;-27.0;30.47;-76.0;-27.73;-9.0;-20.99;-5.8;-5.8;5.0;;159.0;11.0;170.0;54.0;16.0;8.0;1.0;;1.0;1.0;;9.0;1.0;12.0;;7.0;;0.0;10.0;28.0;;;;;;;;;0.0;114.0;17.0;84.0;260.0;;260.0;;-27.0;1.0;;0.0;30.0;49.0;-15.0;3.0;-6.0;14.0;-0.0;;;;11.0;;;;;;-0.0;159.0;130.0;;0.16;171.39;-35.98;23.79;;0.02;280.58;5.0;-0.3;-0.0;;813.0;30.5;6.0;-171.0;24.3;-21.0;1256.0;;1331.0;-12.8;-14.0;-12.8;100.0;;0.161
2015.0;73.0;-41.0;-83.0;87.0;-84.0;-92.0;5.0;141.0;144.0;31.0;31.0;113.0;-111.0;-9.0;;-120.0;-137.0;114.0;-56.97;45.0;;45.0;4.0;41.0;;160.0;;;1.0;-114.29;119.38;-171.0;-115.55;8.0;-127.15;-19.51;-19.51;5.0;;31.0;;31.0;100.0;2.0;7.0;1.0;;3.0;3.0;;;;3.0;;1.0;;0.0;9.0;21.0;;;;;;;;;0.0;17.0;16.0;80.0;144.0;;144.0;;-92.0;1.0;;;-50.0;-45.0;13.0;-6.0;-9.0;30.0;-26.0;;;11.0;-19.0;;;;;;-0.0;31.0;152.0;;0.15;99.53;-126.54;-187.79;;35.38;154.25;5.0;-0.0;-0.0;;472.0;119.4;6.0;-600.0;-10.0;-127.1;710.0;;732.0;-82.0;-58.4;-82.0;100.0;;0.154
2016.0;;;0.0;1.0;-0.0;-50.0;5.0;79.0;79.0;0.0;23.0;56.0;-5.0;-19.0;;-24.0;-27.0;;;1.0;;1.0;1.0;;;1.0;;;1.0;inf;inf;-1.0;-inf;;-inf;-10.5;-10.5;5.0;;;;;-0.0;;79.0;;;;;;;;;;;;;;0.0;;;;23.0;23.0;;;;0.0;-34.0;15.0;75.0;79.0;;79.0;;-50.0;1.0;;;26.0;41.0;-7.0;2.0;-2.0;18.0;-22.0;;;;-19.0;;;;;;0.0;5.0;29.0;;0.14;;-72.78;-39.06;;31.82;81.78;5.0;-0.1;-0.0;;;inf;4.0;-345.0;;-inf;545.0;;388.0;-0.7;-0.7;-89.0;100.0;;0.144
2017.0;13.0;;12.0;;7.0;4.0;5.0;133.0;134.0;41.0;41.0;74.0;7.0;-21.0;3.0;-12.0;4.0;;;;;5.0;4.0;0.0;;;18.0;6.0;0.0;97.27;;;58.56;2.0;32.62;1.03;1.03;5.0;;3.0;;3.0;6.0;;124.0;0.0;;;;;0.0;;0.0;;1.0;35.0;2.0;0.0;5.0;;;;;;;;;0.0;12.0;2.0;60.0;115.0;19.0;134.0;;4.0;0.0;;;1.0;-3.0;;0.0;;2.0;-2.0;;;42.0;-61.0;-60.0;;;;63.0;;3.0;15.0;;0.15;16.73;5.46;5.95;;3.03;98.21;5.0;0.8;0.0;;82.0;;0.0;27.0;30.4;32.6;603.0;;483.0;11.5;10.6;5.6;100.0;;0.154
