;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CNY/USD)
2012.0;55.0;17.0;17.0;12.0;13.0;13.0;26.0;;;;;;19.0;-4.0;-12.0;3.0;13.0;38.0;31.62;6.0;;6.0;4.0;3.0;-1.0;43.0;2.0;;4.0;30.26;21.03;2.0;24.35;;23.75;0.51;0.51;26.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.0;4.0;;;4.0;;;3.0;1.0;-2.0;-6.0;;;;3.0;-5.0;3.0;;-11.0;0.0;0.0;5.0;1.0;;0.16;13.62;3.23;3.21;2.61;1.53;;26.0;;;;350.0;21.0;23.0;83.0;;23.7;;;;;;;19.3;58.4;0.157
2013.0;71.0;23.0;24.0;17.0;20.0;20.0;26.0;49.0;80.0;13.0;13.0;68.0;25.0;-25.0;;-0.0;22.0;48.0;32.78;6.0;;7.0;4.0;3.0;-1.0;54.0;3.0;;4.0;33.88;24.4;3.0;28.19;;28.19;0.78;0.78;26.0;;4.0;;4.0;45.0;;;17.0;10.0;4.0;14.0;;;;31.0;;2.0;;;5.0;5.0;;;;;;;;;0.0;28.0;0.0;40.0;80.0;;80.0;;20.0;4.0;;;3.0;;;1.0;1.0;-3.0;-3.0;;;;-22.0;;;;;;-0.0;4.0;5.0;;0.16;17.02;4.8;5.25;;0.61;16.21;26.0;;;;437.0;24.4;25.0;123.0;;28.2;226.0;;416.0;29.6;24.9;29.6;100.0;;0.163
2014.0;75.0;26.0;27.0;19.0;23.0;23.0;26.0;75.0;103.0;13.0;13.0;90.0;24.0;-22.0;;3.0;23.0;48.0;35.24;7.0;;7.0;5.0;3.0;-0.0;55.0;3.0;;4.0;35.81;26.06;3.0;30.4;;30.4;0.88;0.88;26.0;;7.0;68.0;74.0;0.0;;;15.0;10.0;3.0;13.0;;;;28.0;;2.0;;;5.0;6.0;;;;;;;;;0.0;50.0;0.0;39.0;103.0;;103.0;;23.0;4.0;;;1.0;;;0.0;-0.0;-3.0;-1.0;;-103.0;35.0;48.0;;;;;;-0.0;7.0;4.0;;0.16;18.03;5.48;5.48;;0.34;21.69;26.0;;;;463.0;26.1;25.0;141.0;;30.4;383.0;;557.0;25.3;22.0;25.3;100.0;;0.161
2015.0;83.0;29.0;27.0;22.0;23.0;23.0;24.0;48.0;138.0;26.0;26.0;112.0;38.0;-7.0;;31.0;15.0;54.0;35.02;7.0;;8.0;5.0;3.0;-0.0;61.0;1.0;;4.0;32.48;26.0;1.0;27.39;;27.39;0.94;0.94;24.0;;38.0;10.0;47.0;0.0;;0.0;29.0;10.0;3.0;13.0;;;48.0;90.0;;6.0;;;7.0;13.0;;;;;;;;;0.0;73.0;0.0;39.0;138.0;;138.0;;23.0;4.0;;;12.0;;;7.0;2.0;-1.0;-23.0;;-308.0;366.0;-42.0;;;;;;-0.0;38.0;7.0;;0.16;21.24;5.82;3.74;;6.0;28.79;24.0;1.6;0.1;;515.0;26.0;26.0;141.0;;27.4;137.0;;698.0;20.2;16.4;20.2;100.0;;0.161
2016.0;98.0;24.0;25.0;14.0;15.0;15.0;26.0;46.0;170.0;32.0;32.0;139.0;33.0;-42.0;17.0;9.0;-20.0;74.0;24.88;9.0;;9.0;7.0;3.0;-0.0;83.0;1.0;;10.0;25.29;14.32;1.0;15.2;;15.2;0.58;0.58;26.0;;44.0;;44.0;2.0;;;111.0;9.0;3.0;12.0;;;1.0;125.0;;7.0;;;6.0;19.0;;;;;;;;;0.0;83.0;1.0;54.0;170.0;;170.0;;15.0;10.0;;0.0;7.0;;;3.0;-0.0;1.0;-52.0;;-182.0;191.0;1.0;;18.0;;;-1.0;1.0;44.0;35.0;;0.15;25.5;3.88;-5.08;;13.51;35.93;26.0;2.2;0.1;;654.0;14.3;66.0;99.0;;15.2;92.0;;922.0;10.8;8.8;10.8;100.0;93.8;0.15
2017.0;126.0;31.0;41.0;24.0;25.0;25.0;26.0;87.0;206.0;44.0;44.0;162.0;42.0;-89.0;15.0;-31.0;26.0;95.0;24.32;7.0;;8.0;5.0;3.0;-1.0;102.0;1.0;;16.0;32.68;18.85;1.0;19.66;;19.66;0.97;0.97;26.0;;11.0;59.0;71.0;17.0;;;106.0;9.0;3.0;12.0;;;1.0;119.0;;3.0;;;9.0;32.0;;;;;;;;;0.0;106.0;2.0;55.0;206.0;;206.0;;25.0;16.0;;;2.0;;;3.0;3.0;-1.0;-16.0;;-288.0;229.0;-14.0;;;;;15.0;0.0;11.0;43.0;;0.15;33.2;6.53;6.93;;4.24;42.86;26.0;2.5;0.1;;853.0;18.9;111.0;168.0;;19.7;296.0;;1102.0;15.2;12.0;15.2;100.0;;0.147
2018.0;176.0;55.0;61.0;42.0;45.0;34.0;26.0;170.0;284.0;83.0;83.0;199.0;89.0;20.0;3.0;111.0;75.0;121.0;31.19;12.0;;13.0;10.0;4.0;-1.0;134.0;2.0;;17.0;34.42;23.98;3.0;25.42;10.0;19.04;1.3;1.3;26.0;;123.0;31.0;153.0;14.0;;2.0;102.0;9.0;3.0;12.0;;;0.0;114.0;;3.0;;9.0;32.0;47.0;;;;;;;;;0.0;96.0;47.0;56.0;282.0;2.0;284.0;;34.0;17.0;10.0;;31.0;5.0;;5.0;25.0;-3.0;-13.0;2.0;-31.0;61.0;2.0;;;;;3.0;-0.0;123.0;12.0;;0.15;45.42;8.65;19.37;;3.47;51.34;26.0;7.7;0.3;;1169.0;24.0;114.0;223.0;22.3;19.0;577.0;;1322.0;17.0;15.4;16.8;100.0;;0.151
2019.0;218.0;69.0;78.0;58.0;62.0;43.0;26.0;258.0;364.0;117.0;118.0;241.0;101.0;-180.0;-1.0;-80.0;89.0;150.0;31.5;11.0;;14.0;11.0;4.0;-4.0;160.0;4.0;0.0;19.0;35.76;26.65;4.0;28.32;16.0;19.57;1.65;1.65;26.0;;38.0;202.0;240.0;14.0;;4.0;90.0;9.0;6.0;14.0;;;1.0;106.0;;3.0;15.0;8.0;58.0;42.0;;0.0;1.0;;1.0;;;;0.0;132.0;53.0;56.0;359.0;5.0;364.0;;43.0;19.0;16.0;;39.0;;;14.0;27.0;-17.0;-12.0;-0.0;-686.0;513.0;4.0;;;;;-1.0;-0.0;38.0;118.0;;0.15;58.15;11.38;23.6;;3.18;64.08;26.0;4.8;0.2;;1499.0;26.7;134.0;293.0;25.6;19.6;966.0;;1652.0;18.1;16.3;17.8;100.0;;0.146
2020.0;210.0;71.0;94.0;66.0;69.0;52.0;26.0;217.0;395.0;103.0;107.0;287.0;61.0;-18.0;-9.0;34.0;-29.0;139.0;33.69;4.0;;15.0;11.0;4.0;-10.0;144.0;4.0;1.0;23.0;44.72;31.55;3.0;32.95;17.0;25.01;2.04;2.04;26.0;;71.0;130.0;201.0;14.0;;2.0;162.0;9.0;5.0;14.0;;0.0;2.0;178.0;;3.0;10.0;8.0;48.0;43.0;3.0;0.0;1.0;;4.0;;3.0;;0.0;176.0;56.0;55.0;393.0;2.0;395.0;;52.0;23.0;17.0;;-10.0;;;7.0;-17.0;-23.0;-90.0;;-539.0;606.0;5.0;-5.0;;;;-4.0;0.0;71.0;37.0;;0.14;57.51;14.39;-8.01;;24.73;78.55;26.0;3.7;0.1;;1483.0;31.6;166.0;371.0;25.0;25.0;807.0;19.0;2025.0;18.2;17.9;18.3;100.0;;0.141
2021.0;213.0;100.0;88.0;95.0;100.0;36.0;26.0;132.0;507.0;158.0;163.0;341.0;138.0;-159.0;-16.0;-37.0;120.0;113.0;47.04;5.0;;13.0;8.0;5.0;-7.0;118.0;6.0;0.0;26.0;41.53;44.54;5.0;47.06;26.0;17.09;1.41;1.41;26.0;;43.0;74.0;117.0;11.0;;3.0;150.0;;3.0;3.0;220.0;0.0;2.0;375.0;;4.0;8.0;11.0;75.0;72.0;5.0;0.0;1.0;;5.0;;6.0;;0.0;221.0;69.0;52.0;504.0;3.0;507.0;;36.0;26.0;26.0;;40.0;;;17.0;23.0;10.0;-19.0;;-648.0;501.0;6.0;-7.0;;;;-8.0;-0.0;43.0;80.0;;0.15;53.37;9.12;29.98;;4.68;85.37;26.0;4.5;0.2;;1376.0;44.5;170.0;235.0;25.5;17.1;-169.0;31.0;2201.0;13.4;12.3;10.7;100.0;;0.155
