;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CNY/USD)
2011.0;26.0;17.0;2.0;0.0;1.0;1.0;10.0;;;;;;-1.0;-2.0;18.0;15.0;-4.0;9.0;66.15;17.0;1.0;15.0;8.0;8.0;;25.0;0.0;;1.0;8.06;1.4;0.0;3.26;0.0;2.72;0.07;0.07;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;-0.0;0.0;-3.0;-5.0;;0.0;2.0;0.0;-3.0;;-0.0;1.0;0.0;;;-3.0;;20.0;0.0;17.0;2.0;;0.16;15.97;0.43;-2.42;;1.8;;10.0;;;;162.0;1.4;8.0;4.0;16.6;2.7;;;;;;;100.0;-64.3;0.159
2012.0;57.0;39.0;14.0;10.0;12.0;10.0;10.0;34.0;47.0;15.0;82.0;-35.0;7.0;-8.0;-0.0;-1.0;0.0;18.0;68.74;29.0;2.0;27.0;10.0;17.0;;46.0;1.0;0.0;2.0;25.0;18.38;1.0;20.72;2.0;16.81;0.94;0.94;10.0;;16.0;;16.0;15.0;;3.0;8.0;;;;1.0;;4.0;13.0;;0.0;;2.0;10.0;5.0;;;;67.0;67.0;;;;0.0;-36.0;0.0;;47.0;-0.0;47.0;;10.0;2.0;-0.0;0.0;-5.0;-11.0;;-0.0;5.0;0.0;-7.0;;-1.0;1.0;-1.0;-0.0;;;;0.0;0.0;16.0;17.0;;0.16;35.01;5.89;0.16;;4.43;-21.54;10.0;;;;355.0;18.4;15.0;60.0;18.9;16.8;123.0;;-218.0;29.6;25.1;-27.3;100.0;;0.161
2013.0;93.0;64.0;21.0;13.0;16.0;14.0;10.0;46.0;74.0;25.0;26.0;48.0;30.0;-20.0;-1.0;10.0;21.0;29.0;68.69;50.0;4.0;47.0;16.0;30.0;;79.0;2.0;;5.0;22.59;14.52;3.0;17.58;2.0;15.13;1.39;1.39;10.0;;26.0;;26.0;15.0;;5.0;13.0;;;;12.0;;3.0;28.0;;0.0;;4.0;16.0;10.0;;;;0.0;0.0;;;;0.0;-65.0;2.0;111.0;74.0;;74.0;;14.0;5.0;-1.0;1.0;10.0;1.0;;-0.0;5.0;1.0;-9.0;;-29.0;18.0;0.0;;;;;-1.0;0.0;26.0;16.0;;0.17;55.53;8.4;12.32;;5.45;28.77;10.0;;;;563.0;14.5;28.0;85.0;13.9;15.1;126.0;;291.0;29.1;22.1;29.2;100.0;;0.165
2014.0;136.0;97.0;34.0;19.0;27.0;25.0;10.0;183.0;218.0;33.0;35.0;183.0;28.0;-119.0;106.0;17.0;21.0;39.0;71.31;78.0;5.0;72.0;30.0;43.0;-0.0;117.0;4.0;;7.0;25.09;14.07;8.0;19.89;2.0;18.13;2.55;2.15;8.0;;43.0;107.0;149.0;26.0;;8.0;13.0;;;;17.0;;4.0;34.0;;0.0;;7.0;19.0;14.0;;;;2.0;2.0;;;;0.0;45.0;2.0;136.0;218.0;;218.0;;25.0;7.0;-1.0;4.0;-13.0;-17.0;;-0.0;2.0;7.0;-8.0;;-217.0;105.0;0.0;;110.0;;;-3.0;1.0;43.0;26.0;;0.16;103.01;18.67;15.57;;5.96;138.32;8.0;3.1;0.2;;845.0;14.1;44.0;153.0;8.9;18.1;931.0;;1134.0;13.4;12.4;13.5;100.0;-533.3;0.161
2015.0;189.0;136.0;38.0;25.0;29.0;29.0;12.0;204.0;255.0;47.0;49.0;206.0;56.0;-12.0;-4.0;36.0;40.0;54.0;71.68;110.0;8.0;102.0;40.0;62.0;-0.0;164.0;7.0;;9.0;20.18;13.39;4.0;15.51;1.0;15.17;2.65;2.45;11.0;;79.0;69.0;148.0;25.0;;31.0;20.0;;;;21.0;;9.0;50.0;;1.0;;11.0;25.0;21.0;;;;1.0;1.0;;;;0.0;74.0;-5.0;137.0;255.0;-0.0;255.0;;29.0;9.0;-3.0;5.0;2.0;-11.0;;0.0;7.0;15.0;-16.0;;-258.0;263.0;0.0;;;-8.0;;4.0;-4.0;79.0;43.0;;0.15;114.21;17.33;24.02;;9.69;124.45;11.0;3.2;0.2;;1228.0;13.4;57.0;186.0;2.2;15.2;1021.0;;1338.0;13.8;11.5;13.9;100.0;19.4;0.154
2016.0;227.0;163.0;48.0;33.0;38.0;35.0;12.0;209.0;300.0;69.0;70.0;230.0;75.0;-23.0;-11.0;43.0;20.0;65.0;71.57;130.0;9.0;120.0;44.0;76.0;;194.0;3.0;;10.0;21.11;14.55;4.0;16.5;3.0;15.31;3.13;2.95;11.0;;117.0;60.0;177.0;16.0;;17.0;63.0;0.0;;0.0;14.0;;13.0;91.0;;1.0;;17.0;38.0;30.0;;;;1.0;1.0;;;;0.0;92.0;8.0;130.0;300.0;;300.0;;35.0;10.0;-3.0;10.0;19.0;3.0;;-0.0;14.0;4.0;-55.0;-1.0;-341.0;376.0;-2.0;;;-6.0;-8.0;3.0;1.0;117.0;74.0;;0.14;142.2;21.77;12.79;4.86;34.39;143.88;11.0;2.8;0.1;8.0;1580.0;14.6;73.0;242.0;7.2;15.3;971.0;;1598.0;15.1;12.5;15.1;77.7;69.3;0.144
2017.0;303.0;211.0;48.0;26.0;32.0;28.0;12.0;229.0;351.0;96.0;97.0;254.0;44.0;-34.0;-28.0;-19.0;17.0;92.0;69.64;185.0;15.0;170.0;60.0;110.0;;277.0;3.0;;15.0;15.77;8.57;6.0;10.67;4.0;9.36;2.5;2.38;11.0;;106.0;66.0;172.0;37.0;;20.0;80.0;1.0;;1.0;16.0;;25.0;121.0;;2.0;;24.0;46.0;48.0;;;;1.0;1.0;;;;0.0;117.0;8.0;129.0;351.0;;351.0;;28.0;15.0;-3.0;12.0;-12.0;-25.0;;-0.0;3.0;3.0;-27.0;;-390.0;387.0;-5.0;;;-22.0;-10.0;3.0;-1.0;106.0;125.0;;0.15;173.6;16.25;9.8;5.55;15.59;145.49;11.0;5.0;0.2;6.8;1974.0;8.6;101.0;185.0;12.2;9.4;868.0;;1654.0;11.1;9.2;11.2;65.9;185.3;0.154
2018.0;303.0;170.0;-63.0;-86.0;-87.0;-86.0;11.0;134.0;273.0;189.0;190.0;83.0;24.0;-13.0;-32.0;-20.0;-16.0;133.0;55.95;256.0;24.0;232.0;79.0;152.0;;389.0;4.0;;23.0;-20.92;-28.51;-0.0;-28.63;-1.0;-28.3;-7.88;-7.88;11.0;;77.0;23.0;100.0;13.0;0.0;21.0;91.0;8.0;3.0;10.0;9.0;8.0;20.0;138.0;;3.0;2.0;15.0;121.0;64.0;;;;1.0;1.0;;;;0.0;-35.0;7.0;111.0;273.0;-0.0;273.0;;-86.0;23.0;-7.0;18.0;70.0;1.0;-0.0;-0.0;64.0;5.0;-40.0;-7.0;-43.0;82.0;-5.0;;;-29.0;-6.0;3.0;2.0;79.0;100.0;;0.15;189.82;-53.72;-10.3;3.91;25.15;52.12;11.0;-0.9;-0.0;8.1;2085.0;-28.5;159.0;-590.0;0.8;-28.3;-375.0;;573.0;-102.0;-31.7;-103.1;107.3;;0.145
2019.0;295.0;126.0;-95.0;-158.0;-155.0;-149.0;11.0;115.0;361.0;340.0;419.0;-57.0;-5.0;-7.0;11.0;-1.0;-28.0;169.0;42.78;284.0;19.0;265.0;104.0;161.0;;452.0;2.0;;59.0;-32.39;-53.53;3.0;-52.67;-6.0;-50.51;-13.94;-13.94;11.0;;77.0;12.0;89.0;10.0;1.0;15.0;194.0;8.0;3.0;10.0;10.0;14.0;18.0;246.0;;2.0;48.0;12.0;223.0;67.0;73.0;5.0;;1.0;78.0;;108.0;;0.0;-184.0;7.0;119.0;361.0;-0.0;361.0;;-149.0;59.0;-7.0;8.0;82.0;3.0;-1.0;0.0;108.0;1.0;-23.0;;-50.0;60.0;5.0;-2.0;;-1.0;;13.0;0.0;77.0;78.0;;0.14;192.15;-97.05;-18.08;;15.11;-37.47;11.0;-0.2;-0.0;;2051.0;-53.5;413.0;-1036.0;3.8;-50.5;-1568.0;509.0;-400.0;-711.2;-42.8;259.0;100.0;;0.144
2020.0;291.0;127.0;-70.0;-124.0;-124.0;-117.0;11.0;82.0;300.0;409.0;475.0;-173.0;-17.0;-0.0;-10.0;-27.0;-29.0;163.0;43.79;251.0;15.0;235.0;97.0;139.0;;414.0;;;53.0;-23.93;-42.49;0.0;-42.48;-5.0;-40.39;-10.81;-10.81;11.0;;49.0;1.0;50.0;8.0;1.0;23.0;161.0;8.0;2.0;10.0;10.0;22.0;15.0;218.0;;2.0;32.0;13.0;303.0;72.0;62.0;3.0;;1.0;66.0;;93.0;;0.0;-313.0;8.0;132.0;301.0;-1.0;300.0;;-117.0;53.0;-7.0;6.0;46.0;-1.0;0.0;0.0;65.0;3.0;-12.0;;-15.0;26.0;1.0;-14.0;;;;3.0;-0.0;55.0;82.0;;0.15;174.63;-70.54;-17.32;;7.31;-104.16;11.0;-0.2;-0.0;;1898.0;-42.5;348.0;-767.0;4.3;-40.4;-2133.0;406.0;-1132.0;109.1;-40.8;67.7;100.0;;0.153
