;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CNY/USD)
2012.0;;;-4.0;-4.0;-4.0;-4.0;186.0;20.0;21.0;0.0;0.0;21.0;-4.0;-2.0;24.0;17.0;-5.0;;;4.0;1.0;2.0;2.0;0.0;-0.0;4.0;0.0;;0.0;-inf;-inf;0.0;-inf;;-inf;-0.04;-0.04;186.0;;19.0;;19.0;1.0;;0.0;1.0;;;;;;;1.0;;;;0.0;;0.0;;;;;;;;27.0;0.0;-7.0;-0.0;1.0;21.0;0.0;21.0;;-4.0;0.0;;1.0;-1.0;;;;;0.0;-1.0;;-1.0;;;;;;;24.0;-0.0;19.0;1.0;;0.16;;-0.13;-0.17;;0.03;0.69;186.0;;;;;-inf;1.0;-24.0;;-inf;123.0;;129.0;-18.6;-18.5;-18.6;100.0;;0.161
2013.0;3.0;0.0;-8.0;-9.0;-9.0;-9.0;186.0;59.0;63.0;6.0;6.0;58.0;-5.0;-3.0;45.0;37.0;-8.0;3.0;6.46;10.0;4.0;6.0;3.0;3.0;;13.0;0.0;;1.0;-271.14;-299.07;0.0;-298.05;;-298.05;-0.09;-0.09;186.0;;55.0;;55.0;2.0;;1.0;3.0;;;;1.0;;;4.0;;0.0;;0.0;4.0;1.0;;;;;;;;80.0;0.0;-25.0;0.0;2.0;63.0;;63.0;;-9.0;1.0;;1.0;2.0;-2.0;;0.0;4.0;0.0;-3.0;;;;;;;;;45.0;0.0;55.0;19.0;;0.17;0.1;-0.3;-0.27;;0.1;1.87;186.0;;;;19.0;-299.1;5.0;-57.0;;-298.1;322.0;;348.0;-16.2;-14.8;-16.2;100.0;;0.165
2014.0;45.0;29.0;-23.0;-26.0;-25.0;-25.0;43.0;466.0;478.0;38.0;38.0;440.0;-6.0;-10.0;412.0;395.0;-15.0;16.0;64.78;55.0;9.0;46.0;10.0;36.0;-0.0;71.0;1.0;;3.0;-50.52;-58.4;1.0;-56.79;;-56.79;-1.94;-1.94;43.0;;451.0;;451.0;10.0;;5.0;10.0;;;;2.0;;1.0;12.0;;6.0;;0.0;17.0;16.0;;;;;;;;;0.0;-108.0;-1.0;549.0;478.0;;478.0;;-25.0;3.0;;7.0;10.0;-5.0;;4.0;13.0;0.0;-9.0;;-1.0;;0.0;;291.0;-89.0;;210.0;-1.0;451.0;55.0;;0.16;6.51;-3.7;-2.13;;1.27;64.06;43.0;-3.8;-0.2;;278.0;-58.4;17.0;-158.0;;-56.8;2654.0;;2732.0;-5.8;-5.3;-5.8;100.0;;0.161
2015.0;134.0;104.0;20.0;6.0;13.0;14.0;201.0;504.0;542.0;72.0;74.0;468.0;57.0;-333.0;-2.0;-281.0;44.0;30.0;77.38;98.0;23.0;75.0;23.0;53.0;-1.0;128.0;8.0;;7.0;15.25;4.19;8.0;10.02;0.0;10.22;0.08;0.06;171.0;;169.0;300.0;469.0;25.0;;9.0;16.0;;0.0;0.0;19.0;;3.0;38.0;;10.0;;2.0;29.0;32.0;;;;2.0;2.0;4.0;;;0.0;-94.0;-5.0;567.0;542.0;0.0;542.0;;14.0;7.0;;17.0;20.0;-9.0;;5.0;13.0;-0.0;-14.0;;-470.0;150.0;;;;;;-2.0;-3.0;169.0;451.0;;0.15;5.08;0.52;1.66;;0.51;17.75;171.0;25.6;1.3;;870.0;4.2;43.0;89.0;0.7;10.2;2804.0;;3041.0;2.9;2.5;2.9;100.0;;0.154
2016.0;553.0;311.0;159.0;144.0;147.0;145.0;204.0;720.0;769.0;134.0;136.0;634.0;218.0;-118.0;0.0;88.0;211.0;241.0;56.34;167.0;31.0;136.0;39.0;97.0;-0.0;408.0;8.0;;8.0;28.71;26.12;2.0;26.56;5.0;26.26;0.76;0.72;189.0;;257.0;393.0;651.0;44.0;;25.0;14.0;;;;32.0;0.0;4.0;50.0;;40.0;;10.0;41.0;52.0;;;;2.0;2.0;;;;0.0;51.0;-16.0;599.0;769.0;;769.0;;145.0;8.0;;32.0;31.0;-23.0;;32.0;15.0;2.0;-7.0;;-526.0;415.0;0.0;;;;;0.0;-12.0;257.0;169.0;;0.14;20.36;5.35;7.78;;0.26;23.33;189.0;3.0;0.1;;3841.0;26.1;58.0;1009.0;3.5;26.3;4072.0;;4403.0;22.8;19.5;22.9;100.0;;0.144
2017.0;1323.0;671.0;398.0;362.0;379.0;320.0;208.0;1193.0;1307.0;261.0;265.0;1039.0;429.0;-27.0;0.0;430.0;394.0;652.0;50.75;309.0;52.0;281.0;63.0;218.0;-23.0;961.0;22.0;;12.0;30.11;27.37;17.0;28.68;66.0;24.17;1.63;1.55;197.0;;688.0;377.0;1065.0;57.0;;71.0;40.0;3.0;7.0;11.0;44.0;7.0;11.0;114.0;;75.0;;38.0;79.0;107.0;;;2.0;2.0;4.0;;;;0.0;371.0;16.0;651.0;1304.0;3.0;1307.0;;320.0;12.0;;50.0;49.0;-1.0;;26.0;14.0;-2.0;-35.0;;-612.0;620.0;-3.0;;;;;0.0;28.0;688.0;258.0;;0.15;43.63;10.54;12.98;;1.17;34.25;197.0;3.1;0.1;;8607.0;27.4;81.0;2080.0;17.4;24.2;6063.0;;6757.0;30.5;29.6;30.8;100.0;;0.154
2018.0;1948.0;905.0;554.0;475.0;500.0;409.0;217.0;1836.0;2756.0;392.0;1154.0;1588.0;484.0;-1458.0;681.0;-290.0;448.0;1044.0;46.43;430.0;111.0;356.0;93.0;263.0;-37.0;1474.0;40.0;8.0;35.0;28.44;24.36;25.0;25.65;102.0;21.0;2.01;1.92;204.0;;359.0;1282.0;1641.0;127.0;;68.0;56.0;626.0;151.0;776.0;65.0;8.0;14.0;920.0;;104.0;;36.0;81.0;207.0;709.0;;38.0;16.0;762.0;;;;0.0;779.0;46.0;764.0;2742.0;13.0;2756.0;;409.0;35.0;;84.0;-40.0;-64.0;;34.0;-7.0;-5.0;-35.0;;-3032.0;2091.0;-482.0;-297.0;;;;978.0;4.0;359.0;648.0;;0.15;65.89;13.84;15.16;;1.19;53.71;204.0;2.7;0.1;;13408.0;24.4;241.0;2816.0;20.3;21.0;9937.0;4877.0;10931.0;17.6;18.9;25.8;100.0;;0.145
2019.0;2443.0;1224.0;616.0;510.0;555.0;427.0;226.0;2268.0;3229.0;374.0;1259.0;1943.0;782.0;-579.0;-183.0;21.0;756.0;1219.0;50.09;713.0;157.0;606.0;219.0;386.0;-50.0;1933.0;59.0;11.0;51.0;25.21;20.89;45.0;22.73;127.0;17.46;2.05;1.94;208.0;;375.0;1768.0;2143.0;75.0;;50.0;77.0;626.0;128.0;754.0;71.0;5.0;53.0;961.0;;103.0;19.0;34.0;90.0;163.0;720.0;;32.0;133.0;884.0;;28.0;;0.0;1072.0;43.0;827.0;3202.0;27.0;3229.0;;427.0;51.0;;202.0;97.0;63.0;;8.0;5.0;6.0;-27.0;;-3244.0;2735.0;-43.0;;;;-126.0;-57.0;-0.0;375.0;354.0;;0.14;81.94;14.31;25.34;4.22;0.9;65.16;208.0;2.3;0.1;12.6;17015.0;20.9;356.0;2971.0;22.8;17.5;13187.0;5011.0;13530.0;15.4;17.6;22.0;70.5;16.7;0.144
2020.0;2302.0;1080.0;506.0;388.0;444.0;322.0;226.0;1800.0;3557.0;386.0;1285.0;2243.0;472.0;-115.0;-230.0;115.0;453.0;1222.0;46.91;692.0;179.0;548.0;117.0;431.0;-35.0;1914.0;68.0;12.0;56.0;21.99;16.85;56.0;19.29;116.0;14.0;1.55;1.48;208.0;;515.0;1159.0;1675.0;60.0;;65.0;83.0;626.0;105.0;732.0;70.0;5.0;868.0;1758.0;;107.0;20.0;49.0;98.0;160.0;735.0;;26.0;138.0;899.0;;41.0;;0.0;1294.0;28.0;921.0;3527.0;30.0;3557.0;;322.0;56.0;;104.0;-22.0;8.0;;-2.0;-4.0;12.0;-19.0;;-2294.0;3003.0;-804.0;;;-51.0;-172.0;-7.0;-12.0;516.0;400.0;;0.15;72.07;10.09;14.18;5.39;0.6;70.23;208.0;2.1;0.1;25.6;15024.0;16.8;366.0;2103.0;26.1;14.0;9230.0;4795.0;14639.0;10.6;12.8;14.4;46.6;49.2;0.153
2021.0;2291.0;973.0;-276.0;-376.0;-329.0;-458.0;202.0;1479.0;2847.0;395.0;1183.0;1664.0;245.0;401.0;-281.0;359.0;230.0;1318.0;42.48;658.0;178.0;508.0;98.0;409.0;-28.0;1976.0;60.0;12.0;42.0;-12.03;-16.39;46.0;-14.37;129.0;-19.99;-2.26;-2.26;202.0;;876.0;450.0;1325.0;32.0;;122.0;69.0;;4.0;4.0;129.0;5.0;1160.0;1368.0;;114.0;26.0;20.0;85.0;171.0;734.0;;34.0;20.0;788.0;;42.0;;;;;;2847.0;;2847.0;;-458.0;42.0;;75.0;-104.0;-2.0;;5.0;33.0;691.0;-15.0;-1.0;-848.0;1554.0;-289.0;;;-136.0;-134.0;-11.0;-7.0;888.0;529.0;;0.16;72.03;-14.4;7.23;4.21;0.47;52.31;202.0;-1.0;-0.0;30.5;14576.0;-16.4;265.0;-2914.0;-39.3;-20.0;6895.0;4668.0;10586.0;-18.0;-11.1;-27.5;129.3;;0.157
