;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
1996.0;0.0;;-0.0;-0.0;;-0.0;10.0;2.0;3.0;0.0;0.0;3.0;-0.0;-3.0;3.0;0.0;-1.0;;;0.0;;;;;0.0;0.0;;;;-300.0;-300.0;0.0;;;-300.0;-0.02;-0.02;10.0;;0.0;2.0;2.0;0.0;;0.0;1.0;;;;;;0.0;1.0;;0.0;;;;;;;;;;;;;;-5.0;;8.0;3.0;;3.0;;-0.0;;;;;;;;;-0.0;-1.0;;-2.0;;-0.0;;3.0;;;;;0.0;0.0;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;0.0;;-1.0;-1.0;;-1.0;16.0;1.0;3.0;0.0;0.0;3.0;-0.0;0.0;1.0;1.0;-2.0;;;0.0;;;;;0.0;0.0;;;;-1400.0;-1400.0;-1.0;;;-1400.0;-0.06;-0.06;16.0;;1.0;;1.0;0.0;;0.0;2.0;;;;;;0.0;2.0;;0.0;;;;0.0;;;;0.0;0.0;;;;;-6.0;;8.0;3.0;;3.0;;-1.0;;;;;;;;;1.0;-1.0;;-0.0;2.0;0.0;;1.0;;;;;1.0;0.0;;0.72;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;0.0;;-1.0;-1.0;;-1.0;16.0;1.0;3.0;0.0;0.0;3.0;-0.0;-1.0;1.0;-0.0;-2.0;;;0.0;;;;;0.0;0.0;;;;-1300.0;-1300.0;-0.0;;;-1300.0;-0.05;-0.05;16.0;;0.0;;0.0;0.0;;;2.0;;;;;;0.0;3.0;;0.0;;;;;;;;;;;;;;-6.0;;9.0;3.0;;3.0;;-1.0;;;;;;;;;1.0;-1.0;;;;;;1.0;;;;;0.0;1.0;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;0.0;;-1.0;-1.0;;-1.0;19.0;0.0;4.0;0.0;0.0;3.0;-0.0;-1.0;1.0;-0.0;-1.0;;;0.0;;;;;0.0;0.0;;;;-1300.0;-1200.0;-0.0;;;-1300.0;-0.05;-0.05;19.0;;0.0;;0.0;0.0;;;3.0;;;;;;0.0;3.0;;0.0;;;;;;;;;;;;;;-7.0;;10.0;4.0;;4.0;;-1.0;;1.0;;;;;;;;-1.0;;;;;;1.0;;;;;0.0;0.0;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;0.0;;-1.0;-1.0;;-1.0;21.0;0.0;3.0;0.0;0.0;3.0;-0.0;-0.0;0.0;-0.0;-1.0;;;0.0;;;;;0.0;0.0;;;0.0;-129189500.0;-135663800.0;-1.0;;;-129479100.0;-0.04;-0.04;21.0;;0.0;;0.0;0.0;;;3.0;;0.0;0.0;;;0.0;3.0;;0.0;;;;0.0;;;;;;;;;;-8.0;-0.0;11.0;3.0;;3.0;;-1.0;0.0;;;;;;;;1.0;-1.0;;;;1.0;;0.0;;;;;0.0;0.0;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;0.0;;-0.0;-0.0;;-0.0;19.0;1.0;4.0;0.0;0.0;4.0;-0.0;-0.0;1.0;0.0;-2.0;;;0.0;;;;;0.0;0.0;;;0.0;-47106600.0;-64023400.0;0.0;;;-47495900.0;-0.01;-0.01;19.0;;0.0;;0.0;0.0;;;3.0;;0.0;0.0;;;0.0;3.0;;0.0;;;;0.0;;;;;;;;;;-8.0;-0.0;12.0;4.0;;4.0;;-0.0;0.0;;;0.0;;;;0.0;-0.0;-2.0;;-0.0;;2.0;;1.0;;;;;0.0;0.0;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;0.0;;-1.0;-1.0;;-1.0;25.0;0.0;3.0;0.0;0.0;3.0;-0.0;-0.0;0.0;-0.0;-1.0;;;0.0;;;;;0.0;0.0;;;0.0;-1716.55;-1584.52;-0.0;;;-1723.15;-0.03;-0.03;25.0;;0.0;;0.0;0.0;;;3.0;;0.0;0.0;;;0.0;3.0;;0.0;;;;0.0;;;;;;;;;;-8.0;-0.0;12.0;3.0;;3.0;;-1.0;0.0;;;0.0;;;;0.0;-0.0;-1.0;;;;0.0;;0.0;;;;;0.0;0.0;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;0.0;;-1.0;-1.0;;-1.0;25.0;0.0;3.0;0.0;0.0;3.0;-0.0;-0.0;0.0;0.0;-0.0;;;0.0;;;;;0.0;0.0;;;0.0;-33582.94;-34650.02;-0.0;;;-33690.99;-0.03;-0.03;25.0;;0.0;;0.0;0.0;;;3.0;;;;;;0.0;3.0;;0.0;;;;0.0;;;;;;;;;;-10.0;0.0;;3.0;;3.0;;-1.0;0.0;;;1.0;;;;1.0;-0.0;-0.0;;;0.0;0.0;;0.0;;;0.0;;0.0;0.0;;0.72;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;0.0;;-1.0;-1.0;;-1.0;29.0;0.0;3.0;0.0;0.0;3.0;-0.0;-0.0;1.0;0.0;-1.0;;;0.0;;;;;0.0;0.0;;;0.0;-112909.47;-114278.15;-1.0;;;-113002.57;-0.05;-0.05;29.0;;0.0;;0.0;0.0;;;3.0;;;;;;0.0;3.0;;0.0;;;;;;;;;;;;;;-12.0;0.0;;3.0;;3.0;;-1.0;0.0;;;1.0;;;;1.0;-0.0;-0.0;;;0.0;0.0;;0.0;;;0.0;;0.0;0.0;;0.76;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;0.0;;-1.0;-1.0;-1.0;-0.0;34.0;0.0;4.0;0.0;0.0;3.0;-0.0;-0.0;1.0;0.0;-0.0;;;0.0;;;;;0.0;0.0;;;0.0;-146635.75;-159029.47;0.0;-147059.18;-0.0;-114186.71;-0.02;-0.02;34.0;;0.0;;0.0;0.0;;;3.0;;;;;;0.0;3.0;;0.0;;;;;;;;;;;;;;-14.0;0.0;;4.0;;4.0;;-0.0;0.0;;;0.0;;;;0.0;-0.0;-0.0;;;0.0;0.0;;1.0;;;;;0.0;0.0;;0.84;;;;;;;;;;;;;;;;;;;;;;;;;
