;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CNY/USD)
2011.0;122.0;4.0;-14.0;-16.0;-15.0;-15.0;32.0;64.0;68.0;40.0;40.0;28.0;6.0;-3.0;41.0;44.0;3.0;118.0;3.11;20.0;3.0;17.0;9.0;8.0;-0.0;138.0;0.0;;1.0;-11.13;-13.11;1.0;-12.01;;-12.01;-0.45;-0.45;32.0;;53.0;;53.0;0.0;;11.0;3.0;;;;;;1.0;4.0;;9.0;;0.0;26.0;5.0;;;;0.0;0.0;;;56.0;0.0;-25.0;-2.0;0.0;68.0;;68.0;;-15.0;1.0;;;20.0;-0.0;;6.0;19.0;-1.0;-2.0;;;;-1.0;;;-5.0;;46.0;1.0;53.0;8.0;;0.16;23.61;-2.84;0.64;;0.48;5.45;32.0;;;;766.0;-13.1;7.0;-92.0;;-12.0;153.0;;177.0;-51.4;-21.5;-52.0;100.0;;0.159
2012.0;179.0;6.0;-15.0;-18.0;-17.0;-17.0;32.0;75.0;81.0;68.0;70.0;11.0;2.0;-8.0;;-5.0;-1.0;172.0;3.52;24.0;5.0;19.0;10.0;9.0;-0.0;197.0;1.0;;2.0;-8.66;-10.19;1.0;-9.62;0.0;-9.63;-0.53;-0.53;32.0;;48.0;5.0;53.0;1.0;;21.0;5.0;;;;;;1.0;5.0;;20.0;;0.0;41.0;6.0;;;;2.0;2.0;;;56.0;0.0;-43.0;-2.0;0.0;81.0;;81.0;;-17.0;2.0;;;18.0;-1.0;;12.0;14.0;0.0;-3.0;;-36.0;31.0;1.0;;;;;;-0.0;48.0;53.0;;0.16;34.32;-3.31;-0.21;;0.66;2.15;32.0;;;;1113.0;-10.2;11.0;-107.0;-0.1;-9.6;47.0;;70.0;-133.0;-21.3;-154.1;100.0;;0.161
2013.0;322.0;20.0;-12.0;-16.0;-13.0;-13.0;32.0;172.0;178.0;126.0;130.0;48.0;19.0;-50.0;51.0;20.0;18.0;302.0;6.16;36.0;6.0;30.0;12.0;18.0;-0.0;338.0;3.0;;2.0;-3.61;-4.98;3.0;-4.08;;-4.08;-0.41;-0.41;32.0;;69.0;54.0;123.0;1.0;;48.0;4.0;;;;;;1.0;5.0;;48.0;;0.0;67.0;11.0;;;;3.0;3.0;;;118.0;0.0;-67.0;-3.0;0.0;178.0;;178.0;;-13.0;2.0;;;31.0;1.0;;27.0;25.0;-0.0;-1.0;;-75.0;26.0;-0.0;;;;;51.0;0.0;69.0;49.0;;0.17;60.12;-2.46;3.45;;0.15;8.98;32.0;;;;1950.0;-5.0;9.0;-80.0;;-4.1;280.0;;291.0;-25.6;-7.4;-27.3;100.0;;0.165
2014.0;569.0;36.0;-70.0;-76.0;-72.0;-72.0;35.0;411.0;426.0;196.0;199.0;227.0;-44.0;-37.0;248.0;167.0;-52.0;533.0;6.4;113.0;17.0;97.0;27.0;70.0;-1.0;646.0;5.0;;2.0;-12.33;-13.38;4.0;-12.67;;-12.67;-2.12;-2.12;35.0;;235.0;75.0;310.0;2.0;;99.0;12.0;;;;;;3.0;15.0;;62.0;;1.0;109.0;25.0;;;;4.0;4.0;;;;0.0;-140.0;-3.0;370.0;426.0;;426.0;;-72.0;2.0;;6.0;20.0;-1.0;;14.0;37.0;0.0;-8.0;;-88.0;65.0;-6.0;;248.0;;;0.0;-0.0;235.0;68.0;;0.16;100.29;-12.71;-9.13;;1.44;39.97;35.0;-1.3;-0.1;;3535.0;-13.4;12.0;-448.0;;-12.7;1340.0;;1409.0;-31.3;-16.9;-31.8;100.0;;0.161
2015.0;1177.0;57.0;-212.0;-224.0;-225.0;-225.0;83.0;853.0;1107.0;584.0;593.0;511.0;-79.0;-295.0;463.0;99.0;-103.0;1120.0;4.85;281.0;46.0;237.0;59.0;178.0;-2.0;1401.0;12.0;;13.0;-17.97;-19.03;-1.0;-19.14;-0.0;-19.09;-2.72;-2.72;83.0;;324.0;189.0;512.0;31.0;;310.0;22.0;21.0;110.0;131.0;;;100.0;254.0;;118.0;11.0;1.0;297.0;158.0;;;;9.0;9.0;;;;0.0;-359.0;26.0;844.0;1104.0;3.0;1107.0;;-225.0;13.0;-0.0;10.0;106.0;-11.0;;49.0;33.0;16.0;-24.0;-9.0;-176.0;68.0;-154.0;-2.0;374.0;;;91.0;10.0;324.0;224.0;;0.15;92.35;-17.63;-8.1;;1.88;40.12;83.0;-0.9;-0.0;;7645.0;-19.0;86.0;-1459.0;0.0;-19.1;1749.0;;3321.0;-43.2;-20.4;-43.9;100.0;;0.154
2016.0;1518.0;90.0;-319.0;-363.0;-352.0;-349.0;124.0;1080.0;1318.0;652.0;673.0;645.0;-322.0;-362.0;522.0;-146.0;-339.0;1428.0;5.94;453.0;87.0;369.0;95.0;275.0;-3.0;1880.0;13.0;;30.0;-21.02;-23.88;11.0;-23.17;-0.0;-23.01;-2.81;-2.81;124.0;;156.0;583.0;739.0;93.0;;248.0;26.0;21.0;85.0;106.0;8.0;;97.0;238.0;;127.0;;2.0;291.0;235.0;;;3.0;17.0;21.0;;;;0.0;-684.0;58.0;1272.0;1318.0;0.0;1318.0;;-349.0;30.0;-0.0;13.0;-20.0;-11.0;;11.0;146.0;3.0;-17.0;-2.0;-742.0;410.0;-10.0;;471.0;-3.0;;53.0;16.0;156.0;302.0;;0.14;84.76;-19.5;-18.94;;0.95;36.01;124.0;-0.5;-0.0;;10548.0;-23.9;212.0;-2427.0;0.1;-23.0;2977.0;;4482.0;-52.5;-26.5;-54.2;100.0;;0.144
2017.0;337.0;180.0;-83.0;-136.0;-116.0;-119.0;126.0;782.0;1023.0;449.0;470.0;553.0;-64.0;100.0;-121.0;-92.0;-89.0;157.0;53.28;315.0;83.0;235.0;98.0;137.0;-3.0;473.0;20.0;;33.0;-24.71;-40.3;20.0;-34.47;2.0;-35.26;-0.94;-0.94;126.0;;74.0;479.0;553.0;89.0;;139.0;23.0;23.0;71.0;93.0;75.0;;50.0;241.0;;131.0;;5.0;210.0;108.0;;;3.0;18.0;21.0;;;;0.0;-846.0;42.0;1357.0;1023.0;0.0;1023.0;;-119.0;33.0;-0.0;15.0;-2.0;-10.0;;-26.0;-94.0;8.0;-25.0;-0.0;-448.0;503.0;69.0;;;-26.0;;-95.0;-7.0;74.0;167.0;;0.15;17.39;-6.13;-4.59;;1.27;28.52;126.0;-1.3;-0.1;;2192.0;-40.3;216.0;-773.0;-2.1;-35.3;2168.0;;3595.0;-20.7;-11.4;-21.5;100.0;;0.154
2018.0;325.0;171.0;5.0;-51.0;-29.0;-27.0;126.0;640.0;953.0;451.0;467.0;487.0;39.0;22.0;-21.0;37.0;22.0;155.0;52.46;221.0;46.0;184.0;71.0;113.0;-8.0;376.0;22.0;;32.0;1.45;-15.58;22.0;-8.89;0.0;-8.39;-0.22;-0.22;126.0;;81.0;125.0;206.0;267.0;;167.0;27.0;23.0;61.0;84.0;189.0;;12.0;312.0;;190.0;7.0;3.0;174.0;80.0;;;3.0;13.0;16.0;;;;0.0;-827.0;41.0;1272.0;954.0;-1.0;953.0;;-27.0;32.0;-0.0;10.0;28.0;-9.0;;80.0;-27.0;-3.0;-17.0;0.0;-397.0;604.0;-168.0;-0.0;;-20.0;;-1.0;-3.0;121.0;84.0;;0.15;17.79;-1.49;1.18;;0.95;26.61;126.0;-4.7;-0.2;;2240.0;-15.6;220.0;-188.0;-0.1;-8.4;1305.0;;3350.0;-5.4;-2.9;-5.6;100.0;;0.145
2019.0;328.0;155.0;-49.0;-125.0;-105.0;-100.0;123.0;549.0;947.0;538.0;558.0;389.0;-17.0;-83.0;70.0;-30.0;-35.0;172.0;47.39;280.0;44.0;240.0;108.0;133.0;-4.0;453.0;23.0;5.0;46.0;-14.98;-38.18;20.0;-32.03;0.0;-30.65;-0.81;-0.81;123.0;;42.0;187.0;230.0;180.0;;139.0;47.0;33.0;38.0;71.0;187.0;;92.0;398.0;;188.0;38.0;2.0;192.0;121.0;9.0;;3.0;7.0;20.0;;16.0;;0.0;-917.0;42.0;1264.0;947.0;0.0;947.0;;-100.0;46.0;-0.0;9.0;7.0;-8.0;;-5.0;6.0;22.0;-18.0;-5.0;-372.0;313.0;-2.0;-40.0;;-2.0;;112.0;1.0;89.0;119.0;;0.14;18.52;-5.68;-1.97;;0.99;22.01;123.0;-0.6;-0.0;;2281.0;-38.2;323.0;-699.0;-0.1;-30.7;75.0;64.0;2711.0;-23.4;-10.1;-25.8;100.0;;0.144
2020.0;69.0;33.0;-162.0;-205.0;-207.0;-200.0;123.0;350.0;490.0;267.0;283.0;212.0;-201.0;178.0;-32.0;-55.0;-206.0;36.0;47.35;238.0;15.0;227.0;170.0;57.0;-4.0;274.0;1.0;5.0;34.0;-235.19;-297.78;-2.0;-300.06;-1.0;-290.49;-1.62;-1.62;123.0;;33.0;207.0;240.0;63.0;;47.0;24.0;36.0;26.0;61.0;41.0;;14.0;140.0;;108.0;12.0;1.0;49.0;98.0;9.0;;2.0;5.0;16.0;;8.0;;0.0;-1182.0;42.0;1352.0;495.0;-5.0;490.0;;-200.0;34.0;-1.0;3.0;-160.0;32.0;;-75.0;-146.0;123.0;-4.0;9.0;-224.0;360.0;37.0;-141.0;;-0.0;;109.0;1.0;40.0;95.0;;0.15;3.65;-10.6;-10.87;;0.23;11.22;123.0;-0.1;-0.0;;450.0;-297.8;223.0;-1308.0;0.5;-290.5;540.0;57.0;1385.0;-85.8;-39.7;-94.5;100.0;;0.153
