;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CNY/USD)
2002.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;3.0;1.0;-2.0;-2.0;;-3.0;10.0;3.0;7.0;9.0;13.0;-6.0;;;;;;;39.03;;;;;;;;;1.0;;-78.61;-79.28;;;;-118.81;-0.32;-0.32;10.0;;2.0;;2.0;1.0;;0.0;;;;;;;4.0;4.0;;;;;;9.0;;;;4.0;4.0;;;;;-9.0;;;7.0;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;;3.0;-0.0;-0.0;;-1.0;10.0;6.0;8.0;14.0;;-7.0;;;;;;;inf;6.0;;;;;6.0;6.0;;1.0;;-inf;-inf;;;;-inf;-0.15;-0.15;10.0;;;;;;;6.0;;;;;;;;;2.0;7.0;;;;7.0;;;;;;;;;;-10.0;;;;8.0;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;;;;;;;;15.0;17.0;14.0;;-11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0;;;;;;;;;2.0;6.0;;;;8.0;;;;;;;;;;-11.0;;;;17.0;17.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;9.0;4.0;3.0;-0.0;-3.0;-3.0;8.0;8.0;11.0;7.0;8.0;3.0;-2.0;2.0;-5.0;-6.0;-2.0;4.0;50.77;5.0;1.0;;;;4.0;9.0;0.0;3.0;3.0;31.4;-1.58;-3.0;-36.64;-0.0;-35.94;-0.38;-0.38;8.0;;6.0;;6.0;2.0;0.0;1.0;0.0;1.0;;1.0;;;1.0;3.0;;1.0;2.0;;3.0;1.0;;;;1.0;1.0;2.0;;0.0;0.0;-15.0;-1.0;18.0;11.0;;11.0;;-3.0;3.0;-0.0;;-3.0;;-0.0;;-0.0;1.0;-0.0;-0.0;;;2.0;;;;;-5.0;-0.0;6.0;12.0;;0.12;8.4;-3.02;-2.34;;0.33;3.15;8.0;;;;69.0;-1.6;24.0;-25.0;1.9;-35.9;14.0;;26.0;-7.3;-2.9;-95.8;100.0;;0.125
2007.0;11.0;6.0;-2.0;-3.0;-2.0;-2.0;10.0;10.0;14.0;6.0;7.0;7.0;-2.0;0.0;2.0;0.0;-3.0;5.0;51.58;8.0;1.0;7.0;4.0;3.0;;14.0;0.0;;0.0;-19.73;-23.09;0.0;-21.89;-0.0;-19.78;-0.21;-0.21;10.0;;6.0;;6.0;2.0;0.0;2.0;1.0;1.0;;1.0;0.0;;2.0;4.0;;1.0;;;3.0;2.0;;1.0;;;1.0;;;0.0;0.0;-17.0;;24.0;14.0;;14.0;;-2.0;0.0;-0.0;0.0;-0.0;-1.0;-0.0;0.0;0.0;-0.0;-1.0;0.0;;;-0.0;-2.0;2.0;;;2.0;-0.0;6.0;6.0;;0.13;8.24;-1.63;-2.06;;0.46;5.31;10.0;;;;85.0;-23.1;2.0;-17.0;9.6;-19.8;31.0;;55.0;-26.8;-17.2;-30.7;100.0;;0.129
2008.0;25.0;15.0;4.0;3.0;4.0;3.0;19.0;58.0;62.0;9.0;10.0;52.0;0.0;-1.0;43.0;41.0;-1.0;10.0;61.1;12.0;2.0;;;;10.0;21.0;0.0;;0.0;17.54;13.61;1.0;15.98;1.0;11.72;0.23;0.15;13.0;;47.0;;47.0;9.0;0.0;1.0;2.0;1.0;;1.0;;;2.0;5.0;;4.0;;;5.0;;;;;1.0;1.0;;;;1.0;-16.0;-1.0;69.0;62.0;;62.0;;3.0;0.0;0.0;;-4.0;;-0.0;;-0.0;1.0;-1.0;;;1.0;-1.0;;45.0;;;-3.0;-1.0;47.0;6.0;;0.14;13.53;1.59;-0.43;;0.45;28.55;13.0;6.5;0.3;;172.0;13.6;3.0;20.0;26.6;11.7;337.0;;363.0;5.4;6.3;5.6;100.0;5860.9;0.143
2009.0;32.0;18.0;5.0;4.0;4.0;3.0;23.0;58.0;69.0;12.0;13.0;56.0;5.0;-5.0;-2.0;-3.0;-0.0;14.0;57.43;14.0;2.0;12.0;8.0;4.0;;28.0;0.0;;1.0;15.93;12.13;0.0;13.54;1.0;10.49;0.15;0.14;23.0;;45.0;;45.0;10.0;0.0;2.0;3.0;3.0;4.0;7.0;;;0.0;11.0;;;;;6.0;7.0;;1.0;0.0;;1.0;;;;1.0;-13.0;-2.0;71.0;69.0;;69.0;;3.0;1.0;-0.0;1.0;-1.0;-2.0;0.0;;;1.0;-5.0;-0.0;;;-5.0;;0.0;-1.0;;-0.0;-1.0;45.0;49.0;;0.15;9.59;1.01;-0.14;;1.53;16.76;23.0;5.8;0.1;;218.0;12.1;5.0;23.0;22.5;10.5;314.0;;380.0;5.9;6.2;6.0;100.0;-288.8;0.146
2010.0;36.0;17.0;-2.0;-4.0;-4.0;-5.0;22.0;45.0;63.0;11.0;12.0;51.0;-4.0;-9.0;-1.0;-14.0;-13.0;19.0;47.14;21.0;3.0;14.0;8.0;6.0;4.0;40.0;0.0;;2.0;-6.88;-12.27;0.0;-12.08;1.0;-14.43;-0.23;-0.23;22.0;;31.0;;31.0;12.0;0.0;1.0;10.0;3.0;3.0;7.0;;;0.0;17.0;;;;;4.0;8.0;;1.0;0.0;;1.0;;;;1.0;-19.0;-2.0;71.0;63.0;;63.0;;-5.0;2.0;-0.0;1.0;-6.0;-6.0;0.0;;;4.0;-9.0;-0.0;;;;;;;;-1.0;-0.0;31.0;45.0;;0.15;10.95;-1.58;-3.9;;2.65;15.44;22.0;-2.2;-0.1;;245.0;-12.3;13.0;-35.0;-19.4;-14.4;231.0;;345.0;-10.1;-6.9;-10.2;100.0;;0.146
2011.0;46.0;24.0;6.0;3.0;4.0;3.0;22.0;50.0;66.0;10.0;11.0;56.0;9.0;-1.0;;8.0;9.0;23.0;50.9;20.0;3.0;17.0;8.0;8.0;0.0;43.0;0.0;;2.0;12.08;6.87;0.0;7.59;1.0;6.5;0.13;0.13;22.0;;41.0;;41.0;7.0;0.0;2.0;10.0;4.0;3.0;7.0;;;0.0;17.0;;;;;3.0;7.0;;1.0;0.0;;1.0;;;;1.0;-16.0;-3.0;75.0;66.0;;66.0;;3.0;2.0;-1.0;1.0;4.0;5.0;-0.0;;;0.0;-1.0;;;;;;;;;;-1.0;41.0;33.0;;0.15;13.54;0.88;2.59;;0.17;16.22;22.0;9.7;0.6;;304.0;6.9;14.0;20.0;14.4;6.5;258.0;;364.0;5.4;5.3;5.4;100.0;;0.153
