;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
2005.0;0.0;0.0;-1.0;-1.0;;-1.0;7.0;3.0;9.0;0.0;2.0;7.0;-0.0;-0.0;3.0;3.0;-0.0;0.0;39.58;1.0;0.0;;;;1.0;1.0;0.0;;-0.0;-982.02;-952.04;;;;-834.83;-0.08;-0.08;7.0;;2.0;;2.0;0.0;;0.0;3.0;;1.0;1.0;;;2.0;6.0;;0.0;;;;;;;;1.0;1.0;;;;8.0;-1.0;;0.0;9.0;;9.0;;-1.0;-0.0;;;-0.0;;;;-0.0;0.0;-0.0;;;;-0.0;;3.0;;;-0.0;;2.0;;;0.82;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;0.0;0.0;-2.0;-3.0;;-2.0;18.0;12.0;38.0;1.0;11.0;28.0;-1.0;-11.0;19.0;8.0;-3.0;0.0;38.41;3.0;0.0;;;;3.0;4.0;;;0.0;-428.82;-626.8;0.0;;;-499.92;-0.13;-0.13;18.0;;11.0;;11.0;1.0;;1.0;15.0;;1.0;1.0;;;10.0;26.0;;1.0;;;;0.0;;;1.0;8.0;9.0;;;;;-3.0;2.0;;38.0;;38.0;;-2.0;0.0;;;1.0;;;;;1.0;-2.0;-1.0;;;-8.0;;21.0;;;-1.0;;11.0;3.0;;0.9;0.03;-0.15;-0.17;;0.12;1.71;18.0;-23.1;-1.3;;1.0;-626.8;0.0;-3.0;;-499.9;12.0;;31.0;;-6.3;-8.7;100.0;;0.895
2007.0;4.0;1.0;-4.0;-5.0;-4.0;-2.0;31.0;22.0;66.0;3.0;15.0;51.0;-3.0;-11.0;23.0;9.0;-14.0;3.0;27.88;6.0;0.0;;;;6.0;9.0;1.0;;1.0;-95.9;-138.12;1.0;-110.63;-2.0;-61.39;-0.08;-0.08;31.0;;20.0;;20.0;2.0;;1.0;27.0;1.0;3.0;4.0;;;11.0;43.0;;2.0;;;;0.0;;;3.0;10.0;12.0;;;;;-6.0;7.0;;66.0;;66.0;;-2.0;1.0;-2.0;;-1.0;;;;;2.0;-11.0;;;;-0.0;;25.0;;;-1.0;;20.0;11.0;;0.94;0.13;-0.08;-0.48;;0.38;1.73;31.0;-62.2;-3.6;;4.0;-138.1;1.0;-2.0;44.5;-61.4;21.0;;54.0;-3.7;-6.4;-4.6;100.0;;0.939
2008.0;6.0;1.0;-4.0;-6.0;-5.0;-4.0;35.0;15.0;65.0;3.0;9.0;57.0;-4.0;-13.0;9.0;-8.0;-18.0;5.0;18.53;7.0;1.0;;;;6.0;11.0;1.0;;1.0;-68.43;-103.43;1.0;-86.28;-1.0;-69.18;-0.11;-0.11;35.0;;13.0;;13.0;2.0;;0.0;45.0;1.0;3.0;4.0;;;1.0;50.0;;3.0;;;;;;;5.0;1.0;5.0;;;;;-10.0;8.0;;65.0;;65.0;;-4.0;1.0;-1.0;;-1.0;;;;-0.0;1.0;-14.0;;;;1.0;;9.0;;;-1.0;;13.0;21.0;;0.98;0.16;-0.11;-0.53;;0.41;1.65;35.0;-27.1;-1.3;;6.0;-103.4;1.0;-4.0;19.8;-69.2;12.0;;58.0;-6.3;-7.4;-6.9;100.0;;0.979
2009.0;5.0;0.0;-9.0;-10.0;-9.0;-8.0;39.0;13.0;77.0;4.0;26.0;51.0;-4.0;-25.0;26.0;-3.0;-25.0;5.0;6.69;6.0;;6.0;6.0;;1.0;11.0;0.0;;1.0;-173.93;-193.55;0.0;-189.64;-1.0;-164.54;-0.21;-0.21;39.0;;9.0;;9.0;2.0;;2.0;59.0;;1.0;1.0;;;4.0;64.0;;;;;;4.0;;16.0;5.0;2.0;22.0;;;;;-17.0;7.0;;77.0;;77.0;;-8.0;1.0;-1.0;0.0;-0.0;;;;;4.0;-21.0;;;;-4.0;;11.0;-1.0;;16.0;;9.0;11.0;;0.86;0.15;-0.24;-0.73;;0.61;1.52;39.0;-8.4;-0.1;;6.0;-193.6;1.0;-10.0;13.2;-164.5;10.0;;60.0;-11.3;-12.3;-16.0;100.0;;0.86
2010.0;4.0;2.0;-6.0;-6.0;-6.0;-5.0;47.0;29.0;127.0;9.0;48.0;80.0;-4.0;-24.0;42.0;13.0;-28.0;3.0;38.16;8.0;;7.0;7.0;;1.0;11.0;0.0;;1.0;-126.2;-146.67;0.0;-142.84;-1.0;-112.45;-0.1;-0.1;47.0;;23.0;;23.0;2.0;;4.0;94.0;;1.0;1.0;;;4.0;99.0;;;;;;9.0;;0.0;8.0;30.0;38.0;;;;;-23.0;-3.0;;127.0;;127.0;;-5.0;1.0;-1.0;1.0;0.0;;;;;-0.0;-23.0;;;;-1.0;;33.0;-3.0;;12.0;;23.0;9.0;;0.94;0.1;-0.11;-0.62;;0.52;1.79;47.0;-39.2;-1.9;;5.0;-146.7;1.0;-5.0;21.3;-112.5;21.0;;85.0;-4.2;-4.9;-6.1;100.0;;0.939
2011.0;47.0;15.0;5.0;3.0;3.0;3.0;58.0;69.0;219.0;14.0;78.0;141.0;11.0;-53.0;69.0;27.0;-46.0;31.0;32.93;12.0;;11.0;11.0;;0.0;43.0;;0.0;1.0;10.37;6.79;0.0;7.34;0.0;6.87;0.05;0.05;57.0;;52.0;;52.0;7.0;10.0;0.0;144.0;;;1.0;;;4.0;149.0;;3.0;;;;11.0;;1.0;8.0;56.0;64.0;;;;159.0;-31.0;-0.0;12.0;219.0;;219.0;;3.0;1.0;0.0;3.0;4.0;;-2.0;10.0;;-0.0;-57.0;;;;4.0;;43.0;;;26.0;;52.0;25.0;;1.04;0.8;0.05;-0.78;;0.97;2.39;57.0;141.6;8.7;;45.0;6.8;1.0;3.0;6.4;6.9;53.0;;135.0;1.6;1.6;2.3;100.0;92.9;1.038
2012.0;85.0;18.0;11.0;1.0;8.0;3.0;61.0;42.0;214.0;17.0;66.0;148.0;14.0;-33.0;1.0;-19.0;-20.0;67.0;21.16;17.0;;16.0;16.0;;0.0;84.0;;0.0;3.0;12.94;1.11;7.0;9.42;5.0;4.04;0.06;0.06;60.0;;23.0;;23.0;10.0;9.0;1.0;159.0;;;0.0;3.0;;9.0;171.0;;10.0;;0.0;0.0;6.0;;2.0;14.0;34.0;50.0;;;;156.0;-25.0;-0.0;;214.0;;214.0;;3.0;3.0;4.0;3.0;-0.0;;-1.0;-1.0;;1.0;-34.0;;;;0.0;;;;;1.0;;23.0;42.0;;1.01;1.41;0.06;-0.32;;0.56;2.43;60.0;92.5;6.2;;85.0;1.1;3.0;3.0;57.1;4.0;26.0;;147.0;1.8;3.8;2.3;100.0;;1.007
2013.0;56.0;8.0;-56.0;-59.0;-58.0;-47.0;62.0;18.0;124.0;4.0;28.0;95.0;3.0;-21.0;4.0;-14.0;-18.0;48.0;14.84;13.0;;12.0;12.0;;1.0;61.0;;0.0;3.0;-99.24;-104.62;0.0;-104.45;-11.0;-84.89;-0.76;-0.76;62.0;;8.0;;8.0;5.0;5.0;0.0;96.0;;0.0;0.0;1.0;;9.0;105.0;;1.0;;0.0;0.0;2.0;;1.0;3.0;21.0;25.0;;;;149.0;-71.0;-0.0;18.0;124.0;;124.0;;-47.0;3.0;-11.0;2.0;-1.0;;1.0;-7.0;;58.0;-21.0;;;;-0.0;;7.0;-2.0;;-0.0;;8.0;22.0;;0.94;0.96;-0.81;-0.3;;0.36;1.63;62.0;-2.7;-0.2;;59.0;-104.6;3.0;-50.0;18.7;-84.9;15.0;;101.0;-39.6;-47.3;-49.9;100.0;;0.941
2014.0;13.0;5.0;-28.0;-31.0;-31.0;-28.0;65.0;13.0;91.0;3.0;24.0;66.0;-1.0;-6.0;6.0;0.0;-6.0;9.0;34.34;10.0;;8.0;8.0;0.0;2.0;19.0;;0.0;3.0;-213.38;-233.01;0.0;-232.95;-2.0;-214.39;-0.43;-0.43;65.0;;7.0;;7.0;3.0;1.0;1.0;65.0;;0.0;0.0;1.0;;12.0;77.0;;1.0;;0.0;1.0;1.0;;0.0;1.0;19.0;21.0;;;;142.0;-93.0;-0.0;18.0;91.0;;91.0;;-28.0;3.0;-2.0;1.0;1.0;;0.0;0.0;;26.0;-6.0;;;;0.0;;7.0;;;-1.0;;7.0;7.0;;0.86;0.23;-0.5;-0.11;;0.1;1.18;65.0;-2.3;-0.1;;15.0;-233.0;3.0;-33.0;8.0;-214.4;11.0;;77.0;-32.3;-33.8;-42.5;100.0;;0.86
2015.0;11.0;2.0;-3.0;-5.0;-5.0;-4.0;70.0;11.0;74.0;2.0;20.0;54.0;-2.0;-1.0;3.0;-0.0;-3.0;8.0;22.17;7.0;;6.0;6.0;;2.0;16.0;;0.0;2.0;-29.42;-44.47;-0.0;-45.12;-1.0;-37.57;-0.06;-0.06;70.0;;6.0;;6.0;2.0;0.0;3.0;55.0;;0.0;0.0;0.0;;7.0;63.0;;1.0;;;0.0;1.0;;0.0;1.0;17.0;18.0;;;;122.0;-82.0;-1.0;15.0;74.0;;74.0;;-4.0;2.0;-1.0;0.0;0.0;;-0.0;-0.0;;0.0;-2.0;;;;0.0;;3.0;;;-0.0;;6.0;6.0;;0.72;0.21;-0.08;-0.07;;0.03;1.07;70.0;-5.3;-0.3;;15.0;-44.5;2.0;-6.0;16.7;-37.6;12.0;;75.0;-5.5;-6.4;-7.3;100.0;;0.722
2016.0;8.0;2.0;-1.0;-5.0;-3.0;-3.0;86.0;19.0;88.0;2.0;20.0;67.0;-3.0;-1.0;14.0;9.0;-7.0;6.0;25.23;7.0;;6.0;6.0;;1.0;13.0;;;2.0;-16.64;-58.11;2.0;-34.92;0.0;-38.37;-0.04;-0.04;86.0;;15.0;1.0;16.0;2.0;0.0;0.0;59.0;;0.0;0.0;;;9.0;69.0;;1.0;;0.0;0.0;1.0;;0.0;1.0;17.0;18.0;;;;139.0;-88.0;-0.0;17.0;88.0;;88.0;;-3.0;2.0;0.0;1.0;-1.0;;-0.0;-0.0;;-2.0;-4.0;;;1.0;1.0;;10.0;;;4.0;;15.0;6.0;;0.74;0.13;-0.05;-0.12;;0.06;1.05;86.0;-26.2;-1.2;;11.0;-58.1;2.0;-4.0;-9.9;-38.4;23.0;;91.0;-3.8;-3.4;-4.8;100.0;;0.744
