;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (EUR/USD)
2012.0;;;-2.0;-1.0;-3.0;-3.0;6.0;12.0;13.0;10.0;19.0;-5.0;1.0;-0.0;7.0;7.0;1.0;5.0;;-3.0;;4.0;4.0;;-7.0;1.0;;0.0;0.0;-inf;-inf;-1.0;-inf;0.0;-inf;-0.52;-0.52;6.0;;10.0;;10.0;1.0;0.0;0.0;1.0;;0.0;0.0;;0.0;0.0;1.0;;2.0;6.0;0.0;1.0;1.0;8.0;;0.0;0.0;9.0;;0.0;;0.0;-3.0;-26.0;23.0;13.0;;13.0;;-3.0;0.0;;0.0;0.0;;;;;3.0;-0.0;;-0.0;;0.0;-0.0;;;;7.0;;10.0;3.0;;1.32;;-0.39;0.1;;0.01;-0.73;6.0;;;;;-inf;0.0;-2.0;-0.4;-inf;2.0;6.0;-4.0;-81.2;-21.3;53.9;100.0;;1.319
2013.0;2.0;-5.0;-11.0;-10.0;-11.0;-11.0;5.0;23.0;25.0;5.0;6.0;19.0;-9.0;-0.0;19.0;10.0;-9.0;7.0;-195.63;2.0;3.0;5.0;5.0;;-6.0;10.0;;0.0;0.0;-443.87;-393.13;-2.0;-454.14;-0.0;-451.92;-2.39;-2.39;5.0;;21.0;;21.0;2.0;0.0;0.0;1.0;;0.0;0.0;0.0;;0.0;1.0;;2.0;0.0;1.0;1.0;2.0;1.0;;;0.0;1.0;;;;1.0;-11.0;-30.0;59.0;25.0;;25.0;;-11.0;0.0;-0.0;1.0;2.0;;;;;-1.0;-1.0;;-0.0;;0.0;-0.0;22.0;-1.0;;-2.0;;21.0;11.0;;1.37;0.38;-1.74;-1.47;;0.09;2.9;5.0;;;;2.0;-393.1;0.0;-8.0;0.5;-451.9;14.0;1.0;14.0;-56.4;-45.6;-59.9;100.0;;1.375
2014.0;;;-11.0;-11.0;-11.0;-11.0;6.0;48.0;49.0;5.0;6.0;43.0;-9.0;-1.0;36.0;26.0;-9.0;8.0;;3.0;;5.0;5.0;;-2.0;11.0;;0.0;0.0;-inf;-inf;0.0;-inf;-0.0;-inf;-1.83;-1.83;6.0;;45.0;;45.0;3.0;0.0;0.0;1.0;;0.0;0.0;;;0.0;1.0;;3.0;0.0;1.0;0.0;2.0;1.0;;;0.0;1.0;;;;1.0;-11.0;-34.0;88.0;49.0;;49.0;;-11.0;0.0;;1.0;2.0;;;;;-2.0;-1.0;;-0.0;0.0;-0.0;-0.0;38.0;;;-2.0;;45.0;18.0;;1.21;;-1.51;-1.3;;0.07;6.1;6.0;;;;;-inf;0.0;-9.0;0.2;-inf;35.0;0.0;36.0;-24.7;-22.2;-24.7;100.0;;1.21
2015.0;;;-17.0;-17.0;-16.0;-16.0;7.0;56.0;58.0;6.0;6.0;51.0;-16.0;-0.0;26.0;9.0;-16.0;12.0;;5.0;;8.0;8.0;;-3.0;17.0;;0.0;0.0;-inf;-inf;1.0;-inf;-0.0;-inf;-2.35;-2.35;7.0;;50.0;;50.0;6.0;0.0;0.0;1.0;;0.0;0.0;;;0.0;1.0;;4.0;1.0;1.0;;2.0;0.0;;;0.0;0.0;;0.0;;1.0;-16.0;-38.0;104.0;58.0;0.0;58.0;;-16.0;0.0;;3.0;-3.0;-0.0;0.0;2.0;0.0;0.0;-0.0;;-0.0;;-0.0;-0.0;26.0;;;0.0;-0.0;50.0;40.0;;1.09;;-2.16;-2.13;;0.04;6.77;7.0;;;;;-inf;0.0;-15.0;0.0;-inf;46.0;0.0;47.0;-32.8;-29.3;-31.9;100.0;;1.086
2016.0;;;-23.0;-24.0;-23.0;-23.0;8.0;45.0;47.0;7.0;10.0;37.0;-19.0;-2.0;12.0;-8.0;-20.0;21.0;;3.0;;7.0;7.0;;-4.0;24.0;1.0;0.0;0.0;-inf;-inf;1.0;-inf;0.0;-inf;-2.88;-2.88;8.0;;40.0;;40.0;5.0;0.0;0.0;2.0;;0.0;0.0;;;0.0;3.0;;5.0;0.0;2.0;;2.0;3.0;;0.0;0.0;3.0;;0.0;;1.0;-23.0;-51.0;110.0;47.0;;47.0;;-23.0;0.0;;1.0;3.0;0.0;0.0;1.0;-0.0;0.0;-2.0;;-0.0;0.0;-0.0;-1.0;11.0;;;2.0;0.0;40.0;48.0;;1.05;;-2.74;-2.43;;0.22;4.46;8.0;-8.9;-0.4;;;-inf;0.0;-22.0;-0.0;-inf;36.0;3.0;36.0;-56.7;-48.7;-61.5;100.0;;1.051
2017.0;;-31.0;-40.0;-37.0;-40.0;-40.0;18.0;230.0;234.0;14.0;17.0;218.0;-30.0;-2.0;213.0;177.0;-32.0;31.0;-inf;7.0;;10.0;10.0;;-4.0;37.0;0.0;0.0;1.0;-inf;-inf;-3.0;-inf;-0.0;-inf;-2.24;-2.24;18.0;;223.0;;223.0;5.0;0.0;2.0;4.0;;0.0;0.0;0.0;;0.0;4.0;;10.0;1.0;3.0;;3.0;2.0;;0.0;0.0;3.0;;0.0;;2.0;-40.0;-82.0;338.0;234.0;;234.0;;-40.0;1.0;;2.0;4.0;0.0;-0.0;4.0;;4.0;-2.0;;-0.0;;-0.0;-1.0;213.0;;;1.0;-4.0;223.0;45.0;;1.2;;-1.87;-1.47;;0.09;10.11;18.0;-14.7;-0.6;;;-inf;1.0;-34.0;0.0;-inf;180.0;2.0;181.0;-18.2;-17.2;-18.5;100.0;;1.2
2018.0;;-38.0;-43.0;-50.0;-44.0;-44.0;18.0;172.0;192.0;24.0;26.0;167.0;-45.0;-17.0;-1.0;-59.0;-61.0;38.0;-inf;12.0;;17.0;17.0;;-5.0;50.0;0.0;0.0;1.0;-inf;-inf;6.0;-inf;0.0;-inf;-2.44;-2.44;18.0;;154.0;;154.0;11.0;2.0;5.0;18.0;;2.0;2.0;0.0;;1.0;21.0;;19.0;1.0;4.0;0.0;4.0;1.0;;;0.0;2.0;;0.0;;2.0;-44.0;-114.0;323.0;192.0;;192.0;;-44.0;1.0;;3.0;-0.0;0.0;-1.0;10.0;-0.0;-4.0;-16.0;;-1.0;;-0.0;-1.0;;;;;5.0;154.0;213.0;;1.15;;-2.13;-2.98;;0.79;8.12;18.0;-6.8;-0.3;;;-inf;1.0;-38.0;-0.0;-inf;129.0;1.0;146.0;-26.0;-22.8;-26.3;100.0;;1.147
2019.0;;-59.0;-65.0;-72.0;-70.0;-70.0;18.0;91.0;133.0;22.0;37.0;96.0;-49.0;-22.0;0.0;-69.0;-71.0;59.0;-inf;13.0;;18.0;18.0;;-5.0;72.0;0.0;1.0;5.0;-inf;-inf;2.0;-inf;-0.0;-inf;-3.92;-3.92;18.0;;82.0;0.0;82.0;7.0;0.0;2.0;40.0;;1.0;1.0;0.0;;1.0;41.0;;6.0;2.0;4.0;0.0;15.0;14.0;;;1.0;15.0;;14.0;;2.0;-70.0;-152.0;316.0;133.0;;133.0;;-70.0;5.0;-0.0;2.0;15.0;;1.0;;;0.0;-23.0;;-0.0;0.0;-0.0;-2.0;;;;2.0;2.0;82.0;151.0;;1.12;;-3.49;-3.54;;1.12;4.77;18.0;-1.9;-0.1;;;-inf;4.0;-63.0;0.0;-inf;62.0;13.0;86.0;-63.0;-52.4;-73.2;100.0;;1.121
2020.0;;-70.0;-82.0;-84.0;-90.0;-90.0;20.0;61.0;98.0;36.0;66.0;32.0;-63.0;-2.0;31.0;-35.0;-65.0;70.0;-inf;14.0;;17.0;17.0;;-4.0;84.0;0.0;3.0;6.0;-inf;-inf;-5.0;-inf;0.0;-inf;-4.46;-4.46;20.0;;54.0;0.0;54.0;5.0;;1.0;36.0;;1.0;1.0;0.0;;1.0;38.0;;6.0;5.0;5.0;0.0;25.0;29.0;;;1.0;30.0;;13.0;;2.0;-90.0;-28.0;147.0;98.0;;98.0;;-90.0;6.0;0.0;1.0;13.0;;0.0;;;6.0;-1.0;;-1.0;0.0;0.0;-2.0;0.0;;;33.0;-1.0;54.0;89.0;;1.22;;-3.65;-2.64;;0.06;1.32;20.0;-2.1;-0.1;;;-inf;5.0;-73.0;-0.0;-inf;20.0;24.0;27.0;-140.6;-89.3;-276.2;100.0;;1.221
2021.0;;;-54.0;-64.0;-61.0;-61.0;;46.0;76.0;23.0;50.0;26.0;-65.0;-0.0;51.0;-12.0;-65.0;;;64.0;51.0;17.0;17.0;;-4.0;64.0;0.0;2.0;6.0;-inf;-inf;3.0;-inf;0.0;-inf;;;;;38.0;1.0;39.0;5.0;;2.0;29.0;;0.0;0.0;;;1.0;30.0;;3.0;2.0;4.0;0.0;18.0;27.0;;;1.0;27.0;;11.0;;4.0;-61.0;-27.0;111.0;76.0;;76.0;;-61.0;6.0;0.0;2.0;-8.0;;;;;-3.0;-0.0;;-0.0;0.0;;-2.0;39.0;;;13.0;2.0;38.0;51.0;;1.14;;-inf;-inf;;inf;inf;;;;;;-inf;5.0;-54.0;-0.0;-inf;20.0;23.0;23.0;-113.0;-79.1;-235.5;100.0;;1.137
