;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CNY/USD)
2012.0;8.0;8.0;6.0;5.0;6.0;4.0;19.0;;;;;;2.0;-6.0;5.0;1.0;1.0;0.0;95.61;3.0;;3.0;2.0;1.0;-0.0;3.0;0.0;;0.0;66.82;64.13;0.0;68.14;2.0;48.18;0.21;0.21;19.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;0.0;;;-2.0;-1.0;;;0.0;-0.0;-0.0;-1.0;-4.0;;-0.0;;5.0;;;0.0;0.0;1.0;0.0;;0.16;2.71;1.3;;;;;19.0;;;;52.0;64.1;0.0;25.0;27.1;48.2;;;;;;;;;0.161
2013.0;22.0;19.0;12.0;11.0;12.0;9.0;20.0;26.0;33.0;8.0;10.0;22.0;17.0;-15.0;2.0;4.0;17.0;4.0;83.49;7.0;;8.0;4.0;4.0;-1.0;11.0;0.0;0.0;0.0;55.54;50.14;1.0;55.23;3.0;40.82;0.47;0.45;20.0;;5.0;7.0;12.0;13.0;;1.0;0.0;;;;6.0;0.0;;7.0;;;;5.0;1.0;7.0;;0.0;;2.0;3.0;;;;0.0;15.0;1.0;6.0;32.0;1.0;33.0;;9.0;0.0;-0.0;;9.0;1.0;;;1.0;-0.0;-0.0;-1.0;-6.0;2.0;-9.0;-2.0;;;;5.0;0.0;5.0;1.0;;0.17;6.96;2.84;0.47;;0.03;6.73;20.0;;;;136.0;50.1;1.0;55.0;25.9;40.8;110.0;;131.0;37.9;38.8;42.2;100.0;-325.5;0.165
2014.0;39.0;28.0;20.0;18.0;20.0;14.0;19.0;54.0;67.0;19.0;59.0;8.0;24.0;-6.0;8.0;26.0;23.0;11.0;72.61;10.0;;13.0;7.0;6.0;-2.0;21.0;0.0;0.0;0.0;52.38;45.85;2.0;51.83;6.0;36.94;0.78;0.78;19.0;;32.0;13.0;44.0;6.0;;3.0;1.0;;;;12.0;0.0;0.0;14.0;;;;6.0;9.0;11.0;;0.0;;39.0;40.0;;;;0.0;0.0;1.0;7.0;67.0;1.0;67.0;;14.0;0.0;;0.0;9.0;-0.0;;;6.0;1.0;-1.0;-1.0;-25.0;12.0;9.0;;;;;8.0;0.0;32.0;5.0;;0.16;12.65;4.67;5.35;;0.14;2.46;19.0;;;;241.0;45.8;2.0;89.0;27.9;36.9;211.0;;47.0;30.6;30.0;190.3;100.0;;0.161
2015.0;94.0;57.0;37.0;32.0;36.0;24.0;20.0;153.0;242.0;58.0;72.0;167.0;56.0;-9.0;48.0;91.0;54.0;37.0;60.35;25.0;;28.0;15.0;14.0;-4.0;62.0;0.0;;2.0;39.28;34.27;4.0;38.68;11.0;25.79;1.01;0.96;19.0;;122.0;11.0;134.0;11.0;;8.0;2.0;40.0;8.0;48.0;22.0;1.0;15.0;89.0;;;;22.0;22.0;36.0;;5.0;2.0;6.0;13.0;;;;0.0;24.0;-3.0;146.0;239.0;3.0;242.0;;24.0;2.0;-5.0;3.0;28.0;-3.0;;;11.0;4.0;-2.0;-12.0;-46.0;50.0;1.0;;55.0;-7.0;;-0.0;-3.0;122.0;32.0;;0.15;32.2;8.31;7.55;;0.42;57.12;19.0;1.1;0.1;;613.0;34.3;13.0;158.0;29.2;25.8;616.0;;1087.0;13.7;14.6;14.5;100.0;;0.154
2016.0;162.0;94.0;46.0;42.0;45.0;30.0;33.0;213.0;306.0;69.0;83.0;216.0;27.0;0.0;16.0;47.0;20.0;69.0;57.7;51.0;;57.0;22.0;34.0;-5.0;120.0;1.0;;4.0;28.37;26.14;2.0;27.59;12.0;18.41;0.93;0.89;32.0;;162.0;4.0;165.0;38.0;;10.0;5.0;40.0;12.0;52.0;22.0;1.0;12.0;93.0;;;;28.0;23.0;47.0;;12.0;1.0;1.0;14.0;;;;0.0;52.0;11.0;153.0;299.0;7.0;306.0;;30.0;4.0;;3.0;-13.0;-4.0;;;7.0;3.0;-8.0;-4.0;-2.0;14.0;-0.0;;16.0;-1.0;;1.0;3.0;162.0;114.0;;0.14;35.12;6.46;10.87;;0.39;46.73;32.0;1.3;0.1;;1128.0;26.1;30.0;208.0;26.6;18.4;998.0;;1501.0;13.3;13.9;13.8;100.0;-89.1;0.144
2017.0;262.0;149.0;87.0;80.0;83.0;63.0;34.0;293.0;404.0;107.0;119.0;280.0;95.0;-11.0;-19.0;62.0;89.0;113.0;56.77;68.0;;75.0;31.0;43.0;-6.0;182.0;2.0;;5.0;33.12;30.69;3.0;31.82;19.0;24.0;1.94;1.84;33.0;;235.0;4.0;238.0;53.0;;2.0;7.0;40.0;11.0;52.0;36.0;11.0;5.0;110.0;;;;36.0;29.0;78.0;;11.0;1.0;;11.0;;;;0.0;102.0;6.0;172.0;398.0;5.0;404.0;;63.0;5.0;;5.0;20.0;-0.0;;;0.0;2.0;-6.0;-3.0;-28.0;30.0;-5.0;;;;-17.0;-2.0;-3.0;235.0;173.0;;0.15;52.37;12.57;4.16;;1.62;55.85;33.0;0.9;0.0;;1706.0;30.7;33.0;409.0;22.7;24.0;1211.0;;1819.0;21.7;20.5;22.5;100.0;-76.9;0.154
2018.0;192.0;93.0;-32.0;-23.0;-22.0;-56.0;33.0;230.0;288.0;86.0;89.0;195.0;-10.0;-6.0;-18.0;-33.0;-11.0;99.0;48.21;77.0;;84.0;40.0;44.0;-7.0;176.0;1.0;;5.0;-16.77;-12.1;1.0;-11.46;19.0;-29.34;-1.69;-1.69;33.0;;189.0;1.0;189.0;38.0;;3.0;5.0;0.0;8.0;8.0;18.0;15.0;11.0;58.0;;;;39.0;19.0;67.0;;4.0;0.0;;4.0;;;;0.0;21.0;8.0;165.0;284.0;4.0;288.0;;-56.0;5.0;;3.0;-24.0;-1.0;;;-20.0;63.0;-1.0;0.0;;1.0;-6.0;;;;-18.0;1.0;1.0;189.0;222.0;;0.15;39.56;-11.6;17.31;3.33;1.17;40.07;33.0;-1.4;-0.1;20.8;1322.0;-12.1;36.0;-388.0;-85.7;-29.3;993.0;;1339.0;-35.1;-13.2;-29.0;72.8;19.2;0.145
2019.0;113.0;44.0;-12.0;-20.0;-16.0;-24.0;34.0;119.0;223.0;46.0;50.0;171.0;-31.0;-53.0;0.0;-85.0;-33.0;69.0;38.71;63.0;;68.0;38.0;30.0;-5.0;132.0;1.0;;4.0;-10.9;-17.39;3.0;-14.57;8.0;-20.95;-0.7;-0.7;34.0;;102.0;;102.0;16.0;;1.0;14.0;;5.0;5.0;48.0;1.0;35.0;104.0;;;;12.0;11.0;34.0;4.0;1.0;;;5.0;;4.0;;0.0;-3.0;8.0;165.0;221.0;2.0;223.0;;-24.0;4.0;;1.0;-19.0;5.0;;;4.0;7.0;-2.0;-2.0;-29.0;5.0;-25.0;;;;;0.0;-2.0;102.0;187.0;;0.14;23.38;-4.9;-2.29;3.76;0.28;35.33;34.0;-0.6;-0.0;129.6;786.0;-17.4;26.0;-165.0;-46.2;-21.0;509.0;29.0;1188.0;-13.4;-7.3;-13.9;132.6;;0.144
2020.0;59.0;28.0;-2.0;-5.0;-5.0;-5.0;33.0;116.0;216.0;37.0;41.0;174.0;0.0;-5.0;-1.0;-8.0;-0.0;32.0;47.02;33.0;;37.0;24.0;13.0;-3.0;65.0;1.0;;3.0;-3.67;-8.87;0.0;-8.81;0.0;-8.08;-0.14;-0.14;33.0;;97.0;;97.0;12.0;;7.0;9.0;;5.0;5.0;49.0;1.0;37.0;101.0;;;;14.0;3.0;34.0;2.0;2.0;;;4.0;;2.0;;0.0;-7.0;6.0;176.0;215.0;1.0;216.0;;-5.0;3.0;;1.0;-1.0;-0.0;;;-8.0;3.0;-0.0;1.0;;;-6.0;;;-1.0;;;-2.0;101.0;109.0;;0.15;11.62;-0.94;-6.78;;0.4;34.08;33.0;-1.7;-0.0;;388.0;-8.9;16.0;-31.0;-2.3;-8.1;513.0;13.0;1138.0;-2.7;-2.2;-2.8;100.0;;0.153
2021.0;56.0;32.0;-41.0;-0.0;-45.0;-42.0;107.0;108.0;209.0;75.0;77.0;132.0;;;;;;25.0;56.52;32.0;;33.0;19.0;14.0;-1.0;57.0;1.0;1.0;;-71.86;-0.33;-45.0;-80.32;0.0;-74.6;-0.4;-0.39;105.0;;95.0;0.0;95.0;9.0;;4.0;7.0;;5.0;5.0;51.0;1.0;38.0;101.0;;;;14.0;2.0;73.0;2.0;0.0;;;2.0;;2.0;;;;;;209.0;;209.0;;;;;;;;;;;;;;;;;;;;;;;;;;;3.42;-2.55;-0.02;;0.02;8.01;105.0;-0.7;-0.0;;359.0;-0.3;;-268.0;-0.8;-74.6;209.0;10.0;841.0;-30.5;-19.4;-31.9;100.0;;0.157
