;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (GBP/USD)
1998.0;;;-0.0;-0.0;-0.0;-0.0;258.0;1.0;4.0;1.0;1.0;4.0;-1.0;-0.0;2.0;;-1.0;;;0.0;;;;;0.0;0.0;0.0;;0.0;-inf;-inf;0.0;-inf;;-inf;-0.0;-0.0;258.0;;1.0;;1.0;;;0.0;0.0;;3.0;3.0;;1.0;-1.0;3.0;;1.0;;;;0.0;;;;;;;;;3.0;-0.0;;2.0;4.0;-0.0;4.0;;-0.0;0.0;;;-0.0;;;;;;-0.0;;;;;;1.0;;;0.0;;1.0;;;1.65;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;;;-1.0;-1.0;-1.0;-1.0;258.0;0.0;4.0;1.0;1.0;3.0;-1.0;-0.0;1.0;-1.0;-1.0;;;1.0;;;;;1.0;1.0;0.0;;0.0;-inf;-inf;0.0;-inf;;-inf;-0.0;-0.0;258.0;;0.0;;0.0;;;0.0;0.0;;3.0;3.0;;0.0;-0.0;3.0;;1.0;;;;0.0;;;;;;;;;3.0;-1.0;-0.0;2.0;4.0;-0.0;4.0;;-1.0;0.0;;;0.0;;;;;-0.0;-0.0;;;;;;1.0;;;-0.0;;0.0;1.0;;1.62;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;;;-3.0;-4.0;-4.0;-3.0;241.0;4.0;7.0;1.0;1.0;6.0;-3.0;-4.0;7.0;0.0;-4.0;;;4.0;;;;;4.0;4.0;0.0;;0.0;-inf;-inf;0.0;-inf;-0.0;-inf;-0.01;-0.01;241.0;;3.0;0.0;4.0;;;0.0;0.0;;3.0;3.0;;3.0;-3.0;3.0;;0.0;;;;0.0;;;;;;;;;4.0;-5.0;-0.0;7.0;7.0;;7.0;;-3.0;0.0;;;0.0;;;;;-0.0;-0.0;;;;-3.0;;8.0;;;-1.0;;3.0;3.0;;1.5;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;;;-3.0;-4.0;-4.0;-3.0;251.0;2.0;5.0;1.0;1.0;4.0;-4.0;1.0;2.0;-0.0;-4.0;;;4.0;;;;;4.0;4.0;0.0;0.0;0.0;-inf;-inf;0.0;-inf;-0.0;-inf;-0.01;-0.01;251.0;;2.0;;2.0;;;0.0;0.0;;3.0;3.0;;2.0;-2.0;3.0;;0.0;;;;0.0;;;;;;;;;5.0;-9.0;-0.0;8.0;5.0;;5.0;;-3.0;0.0;;;-0.0;;;;;-0.0;-0.0;;;;2.0;;2.0;;;-0.0;;2.0;2.0;;1.45;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;;;-4.0;-4.0;-4.0;-4.0;378.0;1.0;4.0;1.0;1.0;4.0;-3.0;1.0;1.0;-1.0;-3.0;;;4.0;1.0;2.0;2.0;;1.0;4.0;0.0;0.0;0.0;-inf;-inf;0.0;-inf;-0.0;-inf;-0.01;-0.01;378.0;;0.0;1.0;1.0;;;0.0;0.0;;3.0;3.0;;0.0;-0.0;3.0;;0.0;0.0;;;0.0;;;;;;;;;8.0;-13.0;-0.0;9.0;4.0;;4.0;;-4.0;0.0;;;0.0;;;;;1.0;-0.0;;;;2.0;;1.0;;;-0.0;;1.0;2.0;;1.61;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;;;-2.0;-2.0;-4.0;-4.0;1004.0;3.0;6.0;1.0;1.0;5.0;-3.0;-1.0;4.0;-1.0;-3.0;;;1.0;1.0;;;;0.0;1.0;0.0;0.0;0.0;-inf;-inf;-1.0;-inf;-0.0;-inf;-0.0;-0.0;1004.0;;2.0;;2.0;;;1.0;0.0;;3.0;3.0;;2.0;-2.0;3.0;;0.0;;0.0;;0.0;;;;;;;;;10.0;-18.0;-0.0;14.0;6.0;;6.0;;-4.0;0.0;;;-1.0;;;;;1.0;-0.0;;-0.0;;-1.0;;4.0;;;-0.0;;0.0;2.0;;1.79;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;0.0;0.0;-3.0;-3.0;-3.0;-3.0;1404.0;4.0;8.0;1.0;1.0;7.0;-3.0;-0.0;3.0;-2.0;-3.0;0.0;54.55;3.0;1.0;;;;2.0;3.0;0.0;0.0;0.0;-1491.92;-1559.6;0.0;-1517.17;-0.0;-1402.02;-0.0;-0.0;1404.0;;1.0;;1.0;;0.0;2.0;0.0;;4.0;4.0;;1.0;-1.0;4.0;;0.0;0.0;;;1.0;;;;;;;;;11.0;-22.0;-0.0;18.0;8.0;;8.0;;-3.0;0.0;;;-0.0;;-0.0;;;-0.0;-0.0;-0.0;;;0.0;;3.0;;;-0.0;;-0.0;2.0;;1.92;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;0.0;0.0;-4.0;-4.0;-4.0;-4.0;1917.0;2.0;6.0;1.0;1.0;5.0;-2.0;-0.0;2.0;-1.0;-2.0;0.0;65.52;4.0;1.0;;;;3.0;4.0;0.0;0.0;0.0;-1879.31;-1948.28;0.0;-1916.38;-0.0;-1845.69;-0.0;-0.0;1917.0;;2.0;;2.0;;0.0;1.0;0.0;;4.0;4.0;;2.0;-2.0;4.0;;0.0;0.0;;;1.0;;;;;;;;;10.0;-24.0;-0.0;19.0;6.0;;6.0;;-4.0;0.0;;;2.0;;-0.0;;;0.0;-0.0;;;;-0.0;;3.0;;;-0.0;;1.0;1.0;;1.72;0.0;-0.0;-0.0;;0.0;0.0;1917.0;;;;0.0;-1948.3;0.0;-2.0;3.7;-1845.7;1.0;;3.0;-75.4;-64.3;-75.8;100.0;;1.721
2006.0;1.0;0.0;-4.0;-5.0;-4.0;-4.0;2976.0;2.0;6.0;1.0;1.0;5.0;-4.0;-0.0;3.0;-1.0;-4.0;0.0;48.4;5.0;2.0;3.0;3.0;;;5.0;0.0;0.0;0.0;-531.6;-573.33;0.0;-566.42;-0.0;-537.28;-0.0;-0.0;2976.0;;1.0;;1.0;;0.0;1.0;0.0;;4.0;4.0;;1.0;-1.0;4.0;;1.0;0.0;;;1.0;;;;0.0;0.0;;;;12.0;-31.0;-0.0;24.0;6.0;;6.0;;-4.0;0.0;;0.0;0.0;;-0.0;;;-0.0;-0.0;-0.0;;;0.0;;4.0;;;-0.0;;1.0;2.0;;1.96;0.0;-0.0;-0.0;;0.0;0.0;2976.0;;;;0.0;-573.3;0.0;-2.0;5.1;-537.3;0.0;;2.0;-85.8;-72.3;-89.6;100.0;;1.959
2007.0;0.0;0.0;-5.0;-5.0;-5.0;-5.0;46.0;2.0;6.0;1.0;1.0;5.0;-4.0;-0.0;5.0;0.0;-4.0;0.0;62.5;5.0;1.0;3.0;3.0;;0.0;5.0;0.0;0.0;0.0;-3890.63;-4120.31;0.0;-4040.63;-0.0;-3726.56;-0.1;-0.1;46.0;;1.0;;1.0;;0.0;1.0;0.0;;4.0;4.0;;1.0;-1.0;4.0;;0.0;0.0;;;0.0;;;;0.0;0.0;;;;13.0;-36.0;-0.0;29.0;6.0;;6.0;;-5.0;0.0;;0.0;0.0;;0.0;;;-0.0;-0.0;;;;0.0;;5.0;;;-0.0;;1.0;1.0;;1.98;0.0;-0.05;-0.05;;0.0;0.05;46.0;;;;0.0;-4120.3;0.0;-2.0;6.5;-3726.6;1.0;;2.0;-93.8;-87.8;-97.7;100.0;;1.985
