;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (BRL/USD)
2006.0;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.56;13.56;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;0.462
2007.0;0.0;0.0;16.0;14.0;14.0;9.0;1.0;264.0;346.0;41.0;50.0;296.0;16.0;-35.0;-0.0;-19.0;-16.0;;100.0;7.0;;6.0;6.0;;0.0;7.0;0.0;2.0;0.0;4662.67;4065.25;;4065.25;5.0;2603.79;15.23;15.23;1.0;;260.0;;260.0;4.0;;0.0;5.0;;;;2.0;0.0;74.0;82.0;;0.0;0.0;3.0;;41.0;;;;9.0;9.0;;;;;-7.0;;;346.0;;346.0;;9.0;0.0;1.0;;9.0;;2.0;;7.0;-3.0;-32.0;;;;-3.0;;;;;-0.0;;260.0;279.0;;0.52;1.13;29.37;-51.65;;105.85;976.46;1.0;;;;1.0;4065.3;0.0;17.0;35.9;2603.8;430.0;;570.0;3.3;4.5;3.0;100.0;;0.518
2008.0;28.0;10.0;16.0;12.0;12.0;3.0;58.0;247.0;438.0;65.0;80.0;358.0;-22.0;-87.0;3.0;-106.0;-102.0;19.0;33.77;13.0;;12.0;12.0;0.0;0.0;31.0;0.0;4.0;0.0;57.47;40.87;;40.87;8.0;12.21;0.06;0.06;58.0;;207.0;;207.0;20.0;19.0;1.0;37.0;;;;4.0;4.0;146.0;191.0;;1.0;0.0;4.0;;63.0;1.0;;;14.0;15.0;;;;;-8.0;;;438.0;;438.0;;3.0;0.0;-0.0;;-19.0;;-15.0;;1.0;-6.0;-80.0;;;;-7.0;;;;;3.0;;207.0;313.0;;0.62;0.78;0.09;-2.8;;2.19;9.84;58.0;;;;45.0;40.9;1.0;6.0;71.6;12.2;292.0;1.0;575.0;1.2;3.6;1.0;100.0;;0.623
2009.0;18.0;-0.0;5.0;2.0;2.0;0.0;58.0;164.0;348.0;38.0;52.0;295.0;9.0;-54.0;11.0;-35.0;-47.0;18.0;-1.76;12.0;;11.0;11.0;1.0;0.0;30.0;1.0;2.0;0.0;26.49;11.63;-0.0;10.19;2.0;2.69;0.01;0.01;58.0;;135.0;8.0;143.0;11.0;9.0;0.0;49.0;;;;4.0;6.0;126.0;184.0;;1.0;8.0;2.0;;29.0;5.0;;;9.0;14.0;;;;;-4.0;;;348.0;;348.0;;0.0;0.0;1.0;;2.0;;0.0;;0.0;5.0;-56.0;;;;2.0;-1.0;;;-1.0;12.0;;135.0;170.0;;0.51;0.6;0.02;-1.57;0.02;1.86;9.87;58.0;;;;35.0;11.6;1.0;1.0;88.5;2.7;246.0;10.0;577.0;0.2;1.3;0.2;-18.7;-1.2;0.512
2010.0;20.0;-6.0;-11.0;-15.0;-15.0;-9.0;58.0;150.0;407.0;54.0;92.0;311.0;-29.0;-30.0;27.0;-32.0;-61.0;27.0;-31.85;18.0;;14.0;12.0;1.0;4.0;44.0;12.0;;-2.0;-54.82;-75.07;;-75.07;0.0;-45.91;-0.15;-0.15;58.0;;114.0;;114.0;;13.0;22.0;66.0;;;;0.0;;191.0;257.0;;1.0;16.0;1.0;;37.0;27.0;;;11.0;38.0;;;;324.0;-13.0;-10.0;10.0;403.0;3.0;407.0;;-9.0;-2.0;-6.0;;-40.0;;-26.0;;;28.0;-32.0;;;2.0;0.0;-7.0;;;;34.0;;114.0;147.0;;0.55;0.63;-0.29;-1.89;;0.99;9.6;58.0;;;;37.0;-75.1;-4.0;-17.0;-2.2;-45.9;172.0;49.0;561.0;-2.6;-2.2;-3.0;100.0;;0.554
2011.0;51.0;25.0;32.0;7.0;13.0;9.0;58.0;161.0;481.0;72.0;112.0;365.0;-21.0;-22.0;-3.0;-45.0;-24.0;25.0;50.06;19.0;;18.0;16.0;2.0;1.0;44.0;16.0;11.0;9.0;63.51;13.29;6.0;24.95;3.0;18.53;0.16;0.16;58.0;;87.0;;87.0;19.0;50.0;5.0;8.0;;2.0;2.0;18.0;2.0;290.0;320.0;;24.0;3.0;0.0;;45.0;35.0;;4.0;0.0;40.0;;;;374.0;-10.0;1.0;;477.0;4.0;481.0;;9.0;9.0;3.0;1.0;-32.0;-3.0;-28.0;1.0;-2.0;-11.0;-3.0;;-2.0;5.0;-22.0;-20.0;;;;18.0;;87.0;132.0;;0.64;1.36;0.25;-0.63;;0.07;9.76;58.0;;;;80.0;13.3;14.0;15.0;26.1;18.5;139.0;55.0;570.0;4.3;4.9;2.6;100.0;;0.64
2012.0;78.0;10.0;27.0;-7.0;-10.0;-3.0;58.0;109.0;366.0;55.0;88.0;278.0;-5.0;-12.0;-16.0;-34.0;-7.0;68.0;12.6;16.0;;16.0;14.0;2.0;1.0;84.0;19.0;22.0;14.0;34.13;-8.47;-3.0;-12.45;-6.0;-3.57;-0.05;-0.05;58.0;;34.0;;34.0;35.0;36.0;5.0;8.0;;1.0;1.0;12.0;7.0;229.0;257.0;;22.0;21.0;1.0;;11.0;26.0;;2.0;6.0;33.0;;;;;-10.0;-3.0;;366.0;;366.0;;-3.0;14.0;-7.0;1.0;-10.0;-12.0;-2.0;1.0;1.0;0.0;-2.0;;-15.0;;5.0;-19.0;4.0;;;-2.0;;34.0;67.0;;0.5;2.67;-0.1;-0.26;;0.07;9.57;58.0;-44.6;-3.0;;156.0;-8.5;27.0;-6.0;66.1;-3.6;108.0;51.0;559.0;1.4;3.5;-1.0;100.0;;0.498
2013.0;108.0;33.0;29.0;12.0;12.0;13.0;58.0;122.0;345.0;51.0;82.0;263.0;-21.0;24.0;0.0;4.0;-22.0;75.0;30.47;21.0;;17.0;11.0;6.0;4.0;96.0;7.0;4.0;13.0;26.4;11.14;-0.0;10.89;-1.0;11.86;0.22;0.22;58.0;;34.0;4.0;38.0;62.0;11.0;10.0;7.0;;1.0;1.0;0.0;11.0;204.0;224.0;;3.0;20.0;1.0;1.0;27.0;25.0;;;6.0;31.0;;;;262.0;;1.0;;345.0;;345.0;;13.0;13.0;-5.0;1.0;-12.0;-22.0;15.0;2.0;-0.0;-30.0;-2.0;39.0;-2.0;;-13.0;-16.0;;;;17.0;;34.0;30.0;;0.45;4.14;0.49;-0.85;;0.06;10.05;58.0;9.6;0.6;;242.0;11.1;28.0;29.0;-8.9;11.9;157.0;57.0;587.0;6.0;4.7;4.9;100.0;;0.448
2014.0;68.0;6.0;2.0;-12.0;-13.0;-6.0;58.0;107.0;374.0;81.0;110.0;264.0;10.0;-4.0;-1.0;5.0;9.0;62.0;9.05;18.0;;16.0;11.0;5.0;2.0;80.0;5.0;5.0;10.0;2.22;-18.11;-1.0;-19.14;-7.0;-8.84;-0.1;-0.1;58.0;;39.0;10.0;49.0;31.0;18.0;9.0;6.0;;2.0;2.0;23.0;20.0;216.0;267.0;;4.0;28.0;3.0;7.0;42.0;26.0;;;3.0;29.0;;;;264.0;-5.0;6.0;-1.0;374.0;;374.0;;-6.0;10.0;-8.0;0.0;25.0;29.0;-6.0;-0.0;3.0;-11.0;-1.0;6.0;;;-10.0;-20.0;;-1.0;-3.0;23.0;;39.0;34.0;;0.45;2.59;-0.23;0.35;0.1;0.04;9.99;58.0;-16.5;-0.9;2.7;151.0;-18.1;21.0;-13.0;53.8;-8.8;59.0;58.0;584.0;-1.3;-2.2;-2.3;144.0;;0.452
2015.0;117.0;66.0;73.0;51.0;61.0;58.0;58.0;145.0;328.0;64.0;86.0;242.0;-4.0;6.0;-6.0;-4.0;-4.0;52.0;55.95;13.0;;11.0;8.0;3.0;2.0;65.0;4.0;4.0;7.0;62.14;43.3;11.0;52.24;3.0;49.57;1.0;1.0;58.0;;24.0;88.0;112.0;17.0;9.0;6.0;3.0;;1.0;1.0;32.0;14.0;133.0;183.0;;2.0;16.0;8.0;3.0;43.0;19.0;;;2.0;21.0;;2.0;;188.0;;41.0;13.0;328.0;;328.0;;58.0;7.0;0.0;0.0;-0.0;4.0;4.0;-1.0;-12.0;-69.0;-1.0;26.0;-17.0;;-2.0;-33.0;;-0.0;;26.0;;24.0;28.0;;0.32;6.26;3.1;-0.22;;0.03;12.92;58.0;1.0;0.1;;365.0;43.3;22.0;181.0;5.1;49.6;250.0;59.0;752.0;23.7;20.1;24.0;100.0;-1.7;0.322
