;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
2001.0;;;-1.0;-1.0;;-1.0;7.0;;;;;;-1.0;-0.0;1.0;-0.0;-1.0;;;1.0;;0.0;;;1.0;1.0;;;0.0;-inf;-inf;0.0;;;-inf;-0.13;-0.13;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.0;0.0;;;0.0;;;;;;-0.0;;;;;;0.0;;;0.0;;1.0;1.0;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;;;-3.0;-3.0;;-3.0;14.0;0.0;0.0;0.0;0.0;0.0;-3.0;;2.0;-1.0;-3.0;;;3.0;;;;;3.0;3.0;;;0.0;-inf;-inf;-0.0;;;-inf;-0.26;-0.26;13.0;;0.0;;0.0;0.0;;;0.0;;;;;;0.0;0.0;;0.0;;;;0.0;;;;0.0;0.0;0.0;;;;-7.0;0.0;;0.0;;0.0;;-3.0;0.0;;;-0.0;;;;;1.0;;;;;;;1.0;;;0.0;;0.0;1.0;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;;;-7.0;-6.0;;-6.0;23.0;3.0;3.0;0.0;0.0;3.0;-5.0;-0.0;7.0;2.0;-5.0;;;6.0;;;;;6.0;6.0;0.0;;0.0;-inf;-inf;0.0;;;-inf;-0.27;-0.27;23.0;;3.0;;3.0;0.0;;-0.0;0.0;;;;;;;0.0;;0.0;;;;0.0;;;;;;;;;;-15.0;1.0;;3.0;;3.0;;-6.0;0.0;;;0.0;;;;;1.0;-0.0;;;;0.0;;7.0;;;;;3.0;0.0;;0.77;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;;;-34.0;-34.0;;-35.0;40.0;11.0;21.0;3.0;3.0;19.0;-28.0;-0.0;35.0;8.0;-28.0;;;34.0;;;;;34.0;34.0;;;0.0;-inf;-inf;-1.0;;;-inf;-0.86;-0.86;40.0;;10.0;0.0;11.0;0.0;;-0.0;10.0;;;;;;;10.0;;3.0;;;;;;;;;;;;;;-51.0;6.0;;21.0;;21.0;;-35.0;0.0;;;2.0;;;;;5.0;-0.0;;;;;;35.0;;;;;10.0;3.0;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;;;-44.0;-44.0;;-43.0;56.0;12.0;27.0;3.0;3.0;24.0;-40.0;-0.0;40.0;0.0;-40.0;;;44.0;;;;;44.0;44.0;1.0;;0.0;-inf;-inf;0.0;;;-inf;-0.77;-0.77;56.0;;11.0;0.0;11.0;1.0;;-0.0;15.0;;;;;;0.0;15.0;;3.0;;;;;;;;;;;;;;-96.0;-0.0;;27.0;-0.0;27.0;;-43.0;0.0;;;-0.0;;;;0.0;4.0;-0.0;;;;;;40.0;;;;;11.0;11.0;;0.86;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;;;-54.0;-53.0;51.0;-50.0;78.0;84.0;229.0;7.0;60.0;169.0;-41.0;0.0;110.0;69.0;-42.0;;;53.0;;;;;53.0;53.0;2.0;;0.0;-inf;-inf;104.0;inf;-1.0;-inf;-0.64;-0.64;78.0;;80.0;;80.0;4.0;;;145.0;;;;;;;145.0;;7.0;;;;;;;53.0;-0.0;53.0;;;;;-146.0;-0.0;;229.0;0.0;229.0;;-50.0;0.0;-1.0;;4.0;;;;-0.0;5.0;-0.0;-0.0;;0.0;-0.0;;114.0;-3.0;;;;80.0;11.0;;0.86;;-0.75;-0.62;;0.0;2.54;78.0;-9.6;-0.5;;;-inf;0.0;-58.0;-1.1;-inf;90.0;;198.0;-24.6;-23.7;-29.6;100.0;;0.858
2007.0;;;-103.0;-107.0;108.0;-104.0;92.0;42.0;211.0;8.0;66.0;110.0;-62.0;-0.0;8.0;-54.0;-62.0;;;107.0;;;;;107.0;107.0;;;0.0;-inf;-inf;215.0;inf;-4.0;-inf;-1.13;-1.13;92.0;;40.0;0.0;40.0;1.0;;0.0;169.0;;;;;;;169.0;;8.0;;;;0.0;;;58.0;;58.0;;;;;-275.0;-0.0;;175.0;36.0;211.0;;-104.0;0.0;-4.0;;-1.0;;;;-0.0;47.0;-0.0;;;;0.0;;8.0;;;;;40.0;94.0;;1.0;;-1.13;-0.67;;0.0;1.19;92.0;-10.0;-0.6;;;-inf;0.0;-104.0;-3.5;-inf;34.0;;109.0;-63.7;-58.8;-95.1;100.0;;1.004
2008.0;;116.0;-9.0;-123.0;-123.0;-123.0;93.0;50.0;188.0;11.0;218.0;-30.0;16.0;-0.0;;15.0;15.0;-116.0;inf;124.0;;16.0;16.0;;108.0;9.0;1.0;;0.0;-inf;-inf;;-inf;-0.0;-inf;-1.33;-1.33;93.0;;49.0;0.0;49.0;1.0;;;139.0;;;;;;;139.0;;10.0;;;;1.0;;;47.0;160.0;207.0;;;;;-348.0;-1.0;;188.0;;188.0;;-123.0;0.0;-0.0;4.0;5.0;-0.0;;;;130.0;-0.0;;;;;;;;;;;49.0;33.0;;0.82;;-1.62;0.2;;0.0;-0.39;93.0;-4.6;-0.2;;;-inf;0.0;-150.0;0.0;-inf;47.0;;-36.0;-4.9;-4.6;415.0;100.0;;0.822
2009.0;;;-12.0;-12.0;-12.0;-12.0;93.0;43.0;143.0;0.0;4.0;139.0;-4.0;0.0;3.0;-1.0;-4.0;;;12.0;;12.0;12.0;;0.0;12.0;;0.0;;-inf;-inf;0.0;-inf;-0.0;-inf;-0.13;-0.13;93.0;;43.0;0.0;43.0;0.0;;;;;;;100.0;;;100.0;;0.0;;;;;;;4.0;;4.0;;;;;-214.0;-0.0;;143.0;;143.0;;-12.0;;;8.0;0.0;;;;;0.0;;;;;0.0;;3.0;;;;-0.0;43.0;44.0;;0.95;;-0.14;-0.04;;;1.57;93.0;-47.7;-0.7;;;-inf;;-13.0;0.2;-inf;45.0;;146.0;-8.3;-8.3;-8.7;100.0;;0.951
2010.0;;-2.0;-14.0;-15.0;-14.0;-14.0;94.0;44.0;145.0;1.0;4.0;140.0;-6.0;-4.0;5.0;-5.0;-7.0;2.0;-inf;13.0;;13.0;13.0;;0.0;15.0;;1.0;;-inf;-inf;1.0;-inf;0.0;-inf;-0.15;-0.15;94.0;;41.0;0.0;41.0;3.0;;;1.0;;;;100.0;;;101.0;;;;;;1.0;;;4.0;;4.0;;;;;-241.0;;;145.0;;145.0;;-14.0;;;8.0;0.0;-0.0;;;;-0.0;-1.0;;;;-3.0;;5.0;;;;-0.0;41.0;45.0;;1.0;;-0.15;-0.08;;0.01;1.49;94.0;-56.7;-2.7;;;-inf;;-14.0;-0.2;-inf;43.0;;140.0;-9.4;-9.4;-10.1;100.0;;1.003
