;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
2004.0;;;;;;-0.0;4.0;;0.0;;0.0;-0.0;;;;;;;;;;;;;;;;;;;;;;;-inf;-0.05;-0.05;4.0;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;0.0;;;3.0;;;-3.0;0.0;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;0.0;0.0;-0.0;-0.0;;-0.0;7.0;0.0;0.0;0.0;0.0;0.0;-0.0;;0.0;0.0;-0.0;;100.0;0.0;;0.0;;;0.0;0.0;;;0.0;-2823.18;-5147.47;;;;-5158.7;-0.03;-0.03;7.0;;0.0;;0.0;0.0;;-0.0;;;;;;;0.0;0.0;0.0;0.0;0.0;;;0.0;;;;;;;;;4.0;-4.0;;0.0;0.0;;0.0;;-0.0;0.0;;;0.0;;;;0.0;0.0;;;;;;;;-0.0;;0.0;;0.0;0.0;;0.82;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;0.0;0.0;-0.0;-1.0;;-1.0;9.0;2.0;2.0;0.0;0.0;2.0;-1.0;-0.0;2.0;2.0;-1.0;;100.0;1.0;;0.0;0.0;0.0;0.0;1.0;;;0.0;-6729.96;-9658.1;;;;-9672.39;-0.06;-0.06;9.0;;2.0;0.0;2.0;0.0;;0.0;;;;;;;0.0;0.0;0.0;0.0;;;;0.0;;;;;;;;;;-5.0;5.0;;2.0;;2.0;;-1.0;0.0;;;-0.0;;;;0.0;0.0;;;-0.0;;;;3.0;;;-0.0;;2.0;0.0;;0.9;0.0;-0.07;-0.07;;;0.27;9.0;;;;0.0;-9658.1;0.0;-1.0;;-9672.4;2.0;;3.0;;-25.8;-27.0;100.0;;0.895
2007.0;0.0;0.0;-1.0;-0.0;;-1.0;14.0;2.0;2.0;0.0;0.0;2.0;-0.0;0.0;;-0.0;-0.0;;100.0;1.0;;1.0;1.0;0.0;;1.0;;;;-859.31;-695.76;-0.0;;;-859.31;-0.04;-0.04;14.0;;2.0;;2.0;0.0;;0.0;;;;;;;0.0;0.0;;0.0;;;;0.0;;;;;;;;;;-6.0;6.0;;2.0;;2.0;;-1.0;;;;-0.0;;;;;0.0;;;;0.0;;;;;;;;2.0;2.0;;0.94;0.01;-0.04;-0.04;;;0.14;14.0;;;;0.0;-695.8;;-1.0;;-859.3;2.0;;2.0;;-29.7;-31.4;100.0;;0.939
2008.0;0.0;0.0;-1.0;-0.0;;-1.0;14.0;1.0;1.0;0.0;0.0;1.0;-0.0;;;-0.0;-0.0;;100.0;0.0;;0.0;;;;0.0;0.0;;;-1971.44;-664.7;-1.0;;;-1971.44;-0.06;-0.06;14.0;;1.0;;1.0;0.0;;0.0;;;;;;;;;;0.0;;;;0.0;;;;;;;;;;-7.0;1.0;;1.0;;1.0;;-1.0;;;;0.0;;;;-0.0;0.0;;;;;;;;;;;;1.0;2.0;;0.98;0.0;-0.06;-0.02;;;0.09;14.0;;;;0.0;-664.7;;-1.0;;-1971.4;1.0;;1.0;;-56.9;-65.6;100.0;;0.979
2009.0;0.0;0.0;-1.0;-0.0;;-1.0;14.0;0.0;0.0;0.0;0.0;0.0;-0.0;-1.0;;-1.0;-0.0;;100.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;;-18660.99;-4840.64;-1.0;;;-18695.37;-0.06;-0.06;14.0;;0.0;;0.0;0.0;;0.0;;;;;;;;;;0.0;;;;0.0;;;;;;;;;;-7.0;;;0.0;;0.0;;-1.0;;;0.0;-0.0;;;;;1.0;;;-1.0;;;;;;;;;0.0;1.0;;0.86;0.0;-0.07;-0.01;;;0.02;14.0;;;;0.0;-4840.6;;-1.0;;-18695.4;0.0;;0.0;;-222.8;-287.1;100.0;;0.86
2010.0;;;-0.0;-0.0;;-0.0;15.0;0.0;0.0;0.0;0.0;0.0;-0.0;;0.0;-0.0;-0.0;;;0.0;;0.0;0.0;;;0.0;;0.0;;-inf;-inf;-0.0;;;-inf;-0.02;-0.02;15.0;;0.0;;0.0;0.0;;0.0;;;;;;;;;;0.0;;;;0.0;;;;;;;;;;-8.0;;;0.0;;0.0;;-0.0;;;;-0.0;;;;;;;;;;;;;;;0.0;;0.0;0.0;;0.94;;-0.02;-0.02;;;0.01;15.0;;;;;-inf;;-0.0;;-inf;0.0;;0.0;;-89.0;-185.1;100.0;;0.939
2011.0;;;-0.0;-0.0;;-0.0;21.0;0.0;0.0;0.0;0.0;-0.0;-0.0;;0.0;-0.0;-0.0;;;0.0;;0.0;0.0;;;0.0;;0.0;;-inf;-inf;-0.0;;;-inf;-0.01;-0.01;21.0;;0.0;;0.0;0.0;;0.0;;;;;;;;;;0.0;;;;0.0;;;;;;;;;8.0;-9.0;;0.0;0.0;;0.0;;-0.0;;;;0.0;;;;;;;;;;;;;;;0.0;;0.0;0.0;;1.04;;-0.01;-0.01;;;-0.0;21.0;;;;;-inf;;-0.0;;-inf;-0.0;;-0.0;;-302.5;386.4;100.0;;1.038
2012.0;;;-0.0;-0.0;;-0.0;24.0;0.0;0.0;0.0;0.0;-0.0;-0.0;;0.0;0.0;-0.0;;;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;-inf;-inf;-0.0;;;-inf;-0.01;-0.01;24.0;;0.0;;0.0;0.0;;0.0;;;;;;;;;;0.0;0.0;;;0.0;;;;;;;;;8.0;-8.0;;0.0;0.0;;0.0;;-0.0;0.0;;;0.0;;;;0.0;;;;;;;;;;;0.0;;0.0;0.0;;0.98;;-0.01;-0.0;;;-0.01;24.0;;;;;-inf;0.0;-0.0;;-inf;-0.0;;-0.0;;-429.0;77.4;100.0;;0.984
2013.0;;;0.0;-0.0;-0.0;-0.0;24.0;0.0;0.0;0.0;0.0;-0.0;-0.0;;0.0;-0.0;-0.0;;;0.0;;0.0;0.0;;;0.0;;0.0;;inf;-inf;0.0;-inf;;-inf;-0.0;-0.0;24.0;;0.0;;0.0;0.0;;;;;;;;;;;;0.0;0.0;;;0.0;;;;;;;;;;-8.0;;;0.0;;0.0;;-0.0;;;;0.0;;;;;-0.0;;;;;;-0.0;;;;0.0;;0.0;0.0;;0.95;;-0.0;-0.0;;;-0.01;24.0;;;;;-inf;;-0.0;;-inf;-0.0;;-0.0;-49.0;2801.7;8.5;100.0;;0.951
