;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
2013.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014.0;;;-0.0;-0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;;0.0;0.0;-0.0;;;0.0;;0.0;0.0;;;0.0;;;;-inf;-inf;;-inf;;-inf;-0.06;-0.06;0.0;;0.0;;0.0;;;0.0;;;;;;;;;;;;;;0.0;;;;;;;;;0.0;-0.0;;;0.0;;0.0;;-0.0;;;;0.0;;;0.0;;;;;;;;;0.0;;;-0.0;;0.0;;;0.89;;-0.07;;;;;0.0;;;;;-inf;;-0.0;;-inf;;;;;;;;;0.893
2015.0;;;-0.0;-0.0;-0.0;-0.0;0.0;1.0;1.0;0.0;0.0;1.0;-0.0;;0.0;0.0;-0.0;;;0.0;;0.0;0.0;;;0.0;;;;-inf;-inf;;-inf;;-inf;-0.36;-0.36;0.0;;1.0;;1.0;;;;;;;;;;;;;;;;;0.0;;;;;;;;;1.0;-0.0;;0.0;1.0;;1.0;;-0.0;;;0.0;0.0;;;0.0;;;;;;;;;0.0;;;-0.0;;1.0;0.0;;0.75;;-0.51;-0.03;;;1.11;0.0;;;;;-inf;;-0.0;;-inf;0.0;;0.0;-45.8;-43.8;-45.8;100.0;;0.751
2016.0;;;-0.0;-0.0;-0.0;-0.0;0.0;1.0;1.0;0.0;0.0;1.0;-0.0;;;-0.0;-0.0;;;0.0;;0.0;0.0;;;0.0;;;;-inf;-inf;;-inf;;-inf;-0.14;-0.14;0.0;;1.0;;1.0;;;0.0;;;;;;;;;;;;;;0.0;;;;;;;;;1.0;-0.0;;0.0;1.0;;1.0;;-0.0;;;;-0.0;;;-0.0;;;;;;;;;;;;;;1.0;1.0;;0.76;;;-0.0;;;0.03;32.0;;;;;;;;;;1.0;;1.0;;;;100.0;;0.767
2016.0;;;-0.0;-0.0;-0.0;-0.0;0.0;1.0;1.0;0.0;0.0;1.0;-0.0;;;-0.0;-0.0;;;0.0;;0.0;0.0;;;0.0;;;;-inf;-inf;;-inf;;-inf;-0.14;-0.14;0.0;;1.0;;1.0;;;0.0;;;;;;;;;;;;;;0.0;;;;;;;;;1.0;-0.0;;0.0;1.0;;1.0;;-0.0;;;;-0.0;;;-0.0;;;;;;;;;;;;;;1.0;1.0;;0.76;;-0.18;-0.25;;;1.8;0.0;;;;;-inf;;-0.0;;-inf;1.0;;1.0;-9.8;-9.6;-9.8;100.0;;0.762
2017.0;3.0;5.0;-9.0;-1.0;-10.0;-10.0;15.0;38.0;45.0;2.0;19.0;26.0;-4.0;-5.0;39.0;29.0;-7.0;-2.0;157.39;6.0;0.0;6.0;3.0;2.0;0.0;4.0;0.0;0.0;0.0;-275.9;-36.21;-9.0;-303.1;;-303.1;-0.67;-0.67;15.0;;31.0;2.0;33.0;1.0;4.0;0.0;5.0;;2.0;2.0;;;;7.0;;1.0;;;;1.0;17.0;;;;17.0;;;;36.0;-16.0;-0.0;6.0;45.0;;45.0;;-10.0;0.0;;1.0;1.0;1.0;1.0;0.0;-0.0;4.0;-3.0;;-2.0;;-0.0;;17.0;;;22.0;;31.0;2.0;;0.8;0.28;-0.85;-0.6;;0.24;2.22;15.0;;;;4.0;-36.2;1.0;-12.0;;-303.1;45.0;21.0;32.0;-22.4;-21.2;-38.3;100.0;;0.801
2018.0;4.0;5.0;-15.0;-14.0;-18.0;-18.0;34.0;213.0;258.0;9.0;9.0;248.0;-17.0;-200.0;218.0;1.0;-54.0;-1.0;129.72;19.0;;17.0;11.0;6.0;1.0;18.0;2.0;1.0;1.0;-408.59;-364.14;-4.0;-473.25;;-473.25;-0.52;-0.52;34.0;;30.0;158.0;188.0;11.0;10.0;3.0;42.0;;3.0;3.0;;;;45.0;;7.0;;;;2.0;;;;;;;;;267.0;-33.0;-1.0;15.0;258.0;;258.0;;-18.0;1.0;;4.0;-6.0;-0.0;-2.0;3.0;;1.0;-37.0;;-156.0;;-9.0;;115.0;;;103.0;;30.0;30.0;;0.77;0.15;-0.7;-2.08;;1.42;9.63;34.0;;;;5.0;-364.1;2.0;-23.0;;-473.2;264.0;;323.0;-6.8;-6.5;-7.2;100.0;;0.769
2019.0;36.0;20.0;-62.0;-64.0;-65.0;-62.0;53.0;238.0;668.0;40.0;79.0;588.0;-97.0;-6.0;114.0;11.0;-204.0;16.0;56.64;85.0;2.0;80.0;56.0;24.0;3.0;100.0;4.0;0.0;3.0;-171.02;-177.86;-1.0;-179.64;-3.0;-171.57;-1.15;-1.15;53.0;;86.0;20.0;106.0;37.0;71.0;25.0;196.0;85.0;97.0;182.0;51.0;;0.0;429.0;;35.0;2.0;3.0;;3.0;23.0;;15.0;1.0;39.0;;;;606.0;-95.0;-6.0;82.0;667.0;1.0;668.0;;-62.0;3.0;-3.0;22.0;-54.0;-14.0;-69.0;5.0;1.0;-3.0;-107.0;27.0;;91.0;-19.0;;;;;114.0;;86.0;75.0;;0.76;0.89;-1.53;-5.07;;2.65;14.59;53.0;-12.6;-0.5;;48.0;-177.9;4.0;-82.0;4.5;-171.6;262.0;30.0;776.0;-9.8;-9.7;-10.5;100.0;;0.758
2020.0;60.0;-43.0;-353.0;-355.0;-412.0;-407.0;121.0;228.0;516.0;61.0;102.0;412.0;-70.0;-62.0;185.0;53.0;-152.0;103.0;-71.77;79.0;3.0;68.0;59.0;9.0;7.0;182.0;1.0;7.0;51.0;-587.02;-589.91;-57.0;-683.94;-4.0;-676.48;-3.38;-3.38;121.0;;137.0;;137.0;27.0;54.0;10.0;213.0;;13.0;13.0;59.0;;4.0;289.0;;24.0;26.0;5.0;4.0;8.0;60.0;;;-20.0;40.0;;22.0;;763.0;-491.0;120.0;20.0;514.0;3.0;516.0;;-407.0;51.0;-4.0;19.0;-42.0;0.0;-54.0;5.0;;313.0;-82.0;-23.0;;25.0;17.0;-6.0;147.0;;;44.0;;137.0;85.0;;0.75;0.67;-4.53;-1.7;;0.91;4.59;121.0;-0.8;-0.0;;81.0;-589.9;68.0;-546.0;1.1;-676.5;223.0;80.0;553.0;-88.4;-78.7;-98.8;100.0;;0.745
2021.0;99.0;39.0;-53.0;-69.0;-92.0;-92.0;127.0;556.0;1052.0;404.0;465.0;585.0;;-362.0;303.0;303.0;;60.0;39.43;74.0;3.0;64.0;56.0;8.0;7.0;134.0;1.0;26.0;14.0;-53.46;-69.08;-24.0;-93.04;-0.0;-92.72;-0.71;-0.71;127.0;;54.0;;54.0;41.0;120.0;341.0;316.0;71.0;41.0;111.0;62.0;;7.0;496.0;;51.0;339.0;5.0;4.0;10.0;60.0;;0.0;0.0;61.0;;35.0;;1017.0;-621.0;1.0;189.0;1050.0;2.0;1052.0;;-92.0;14.0;-0.0;12.0;0.0;;1.0;;;67.0;-26.0;;;;-338.0;;;;;303.0;;;148.0;;0.8;0.97;-0.9;;;0.25;5.74;127.0;-5.0;-0.2;;124.0;-69.1;17.0;-115.0;0.3;-92.7;190.0;75.0;730.0;-10.3;-6.3;-15.7;100.0;;0.802
