;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
2010.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011.0;;;-0.0;-0.0;-0.0;-0.0;3.0;0.0;0.0;0.0;0.0;-0.0;-0.0;;0.0;0.0;-0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;-inf;-inf;0.0;-inf;;-inf;-0.04;-0.04;3.0;;0.0;;0.0;;;;;;;;;;;;;;;;;0.0;0.0;;;;0.0;;;;;-0.0;;;0.0;;0.0;;-0.0;;;;0.0;;;;;-0.0;;;;;;;;;;0.0;;0.0;;;0.95;;-0.04;-0.04;;;0.01;3.0;;;;;-inf;;-0.0;;-inf;0.0;0.0;0.0;-130.0;-70.1;-337.9;100.0;;0.952
2012.0;;;-1.0;-1.0;-1.0;-1.0;10.0;0.0;0.0;0.0;0.0;0.0;-0.0;;1.0;0.0;-0.0;;;1.0;0.0;1.0;1.0;;0.0;1.0;;;;-inf;-inf;0.0;-inf;;-inf;-0.13;-0.13;10.0;;0.0;;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;;;;0.0;;;;;-1.0;;;0.0;;0.0;;-1.0;;;;0.0;;;;;1.0;;;;;;;1.0;;;-0.0;;0.0;0.0;;1.02;;-0.13;-0.04;;;-0.03;10.0;;;;;-inf;;-1.0;;-inf;-0.0;0.0;-0.0;884.2;-2441.3;373.9;100.0;;1.017
2013.0;;;-1.0;-1.0;-1.0;-1.0;65.0;0.0;0.0;0.0;0.0;-0.0;-1.0;;0.0;-0.0;-1.0;;;1.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;-inf;-inf;0.0;-inf;;-inf;-0.01;-0.01;65.0;;0.0;;0.0;0.0;;;;;;;;;;;;0.0;0.0;;;0.0;;;;;;;;;;-2.0;;;0.0;;0.0;;-1.0;;;;0.0;;;;;0.0;;;;;;;;;;0.0;;0.0;0.0;;0.97;;-0.01;-0.01;;;-0.01;65.0;;;;;-inf;;-1.0;;-inf;-0.0;;-0.0;167.8;-5806.8;147.8;100.0;;0.97
2014.0;;;-0.0;-0.0;-0.0;-0.0;33.0;0.0;0.0;0.0;0.0;-0.0;-0.0;-0.0;0.0;-0.0;-0.0;;;0.0;;0.0;0.0;;0.0;0.0;;;;-inf;-inf;;-inf;;-inf;-0.0;-0.0;33.0;;0.0;;0.0;0.0;;;;;;;;;;;;0.0;;;;0.0;;;;;;;;;;-1.0;;;0.0;;0.0;;-0.0;;;;0.0;;;;;0.0;;;;;-0.0;;0.0;;;;;0.0;0.0;;0.86;;-0.0;-0.0;;;-0.0;33.0;;;;;-inf;;-0.0;;-inf;-0.0;;-0.0;122.0;-1198.9;126.6;100.0;;0.86
2015.0;;;-0.0;-0.0;-0.0;-0.0;16.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;;;0.0;;0.0;0.0;;;0.0;;;;-inf;-inf;-0.0;-inf;;-inf;-0.01;-0.01;16.0;;0.0;;0.0;0.0;;0.0;;;0.0;0.0;;;;0.0;;;;;;0.0;;;;;;;;;;-1.0;;;0.0;;0.0;;-0.0;;;0.0;0.0;;;;;;-0.0;;;;-0.0;;0.0;;;-0.0;;0.0;0.0;;0.72;;-0.01;-0.01;;0.0;0.02;16.0;;;;;-inf;;-0.0;;-inf;0.0;;0.0;-68.8;-56.5;-68.9;100.0;;0.722
2016.0;0.0;0.0;-1.0;-1.0;-1.0;-1.0;26.0;0.0;0.0;0.0;0.0;0.0;-0.0;;0.0;-0.0;-0.0;0.0;93.51;1.0;;1.0;1.0;;0.0;1.0;;;0.0;-6947.63;-7075.32;-0.0;-7084.62;;-7084.62;-0.03;-0.03;26.0;;0.0;;0.0;0.0;;0.0;;;0.0;0.0;;;;0.0;;0.0;;;;0.0;;;;;;;;;;-2.0;;;0.0;;0.0;;-1.0;0.0;;0.0;0.0;;;;;;;;;;;;0.0;;;0.0;;0.0;0.0;;0.74;0.0;-0.04;-0.03;;;0.01;26.0;;;;0.0;-7075.3;0.0;-1.0;;-7084.6;0.0;;0.0;-509.1;-361.6;-509.1;100.0;;0.744
2017.0;0.0;0.0;-1.0;-1.0;-1.0;-1.0;30.0;0.0;1.0;0.0;1.0;0.0;-1.0;-0.0;1.0;-0.0;-1.0;0.0;23.21;1.0;;1.0;1.0;;0.0;1.0;;0.0;0.0;-368.98;-367.68;-0.0;-385.51;;-385.51;-0.02;-0.02;30.0;;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;;;;0.0;;0.0;0.0;0.0;;0.0;0.0;;;;0.0;;0.0;;;-3.0;;;1.0;;1.0;;-1.0;0.0;;0.0;0.0;-0.0;;;;0.0;-0.0;;;;;-0.0;1.0;;;0.0;;0.0;0.0;;0.79;0.01;-0.05;-0.03;;0.0;0.01;30.0;-2.3;-0.1;;0.0;-367.7;0.0;-1.0;;-385.5;0.0;0.0;0.0;-193.7;-130.8;-358.4;100.0;;0.795
2018.0;2.0;1.0;-2.0;-2.0;-3.0;-3.0;67.0;2.0;3.0;0.0;1.0;2.0;-1.0;-0.0;3.0;1.0;-1.0;2.0;23.8;3.0;;3.0;3.0;;0.0;5.0;0.0;0.0;0.0;-95.97;-99.59;-0.0;-113.32;;-113.32;-0.04;-0.04;67.0;;2.0;;2.0;0.0;;0.0;1.0;;0.0;0.0;;;;1.0;;0.0;0.0;0.0;;0.0;0.0;;;;0.0;;1.0;;6.0;-6.0;;2.0;3.0;;3.0;;-3.0;0.0;;1.0;0.0;-0.0;;0.0;;0.0;-0.0;;-0.0;;;-0.0;2.0;;;1.0;;2.0;0.0;;0.73;0.05;-0.06;-0.02;;0.0;0.03;67.0;-3.9;-0.2;;3.0;-99.6;0.0;-4.0;;-113.3;2.0;1.0;2.0;-130.2;-105.3;-172.7;100.0;;0.733
2019.0;4.0;1.0;-3.0;-3.0;-3.0;-3.0;81.0;1.0;1.0;1.0;1.0;0.0;-2.0;0.0;1.0;-1.0;-2.0;3.0;16.64;4.0;;4.0;3.0;1.0;0.0;7.0;0.0;0.0;0.0;-87.56;-92.75;-0.0;-94.05;;-94.05;-0.05;-0.05;81.0;;0.0;;0.0;1.0;;0.0;0.0;;;;;;;0.0;;0.0;0.0;0.0;;0.0;0.0;;;;0.0;;0.0;;7.0;-9.0;;2.0;1.0;;1.0;;-3.0;0.0;;1.0;0.0;-0.0;;0.0;;0.0;;;;;0.0;-0.0;0.0;;;1.0;;0.0;2.0;;0.77;0.06;-0.06;-0.03;;;0.0;81.0;-2.9;-0.1;;5.0;-92.7;0.0;-4.0;;-94.0;0.0;0.0;0.0;-1105.6;-341.4;-1153.0;100.0;;0.77
