;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CNY/USD)
2012.0;153.0;12.0;-6.0;-7.0;-8.0;-8.0;146.0;72.0;75.0;23.0;23.0;51.0;-5.0;-2.0;48.0;41.0;-7.0;141.0;7.79;19.0;;18.0;5.0;13.0;1.0;160.0;0.0;1.0;1.0;-4.16;-4.65;-0.0;-4.95;;-4.95;-0.07;-0.07;146.0;;43.0;;43.0;12.0;12.0;5.0;2.0;;1.0;1.0;;;0.0;3.0;;9.0;8.0;0.0;1.0;5.0;;;;;;;;75.0;;-23.0;;;75.0;;75.0;;-8.0;1.0;;1.0;-1.0;-4.0;-3.0;7.0;-0.0;2.0;-2.0;;;;-1.0;-10.0;;;;58.0;0.0;43.0;2.0;;0.16;6.55;-0.32;;;;2.2;146.0;;;;954.0;-4.7;4.0;-47.0;;-4.9;305.0;;321.0;-13.7;-9.4;-14.7;;;0.161
2013.0;251.0;26.0;-5.0;-7.0;-6.0;-6.0;146.0;82.0;88.0;37.0;37.0;51.0;-1.0;-10.0;-8.0;-19.0;-4.0;225.0;10.49;33.0;;30.0;6.0;24.0;3.0;258.0;1.0;0.0;1.0;-1.94;-2.69;1.0;-2.46;0.0;-2.48;-0.11;-0.11;146.0;;25.0;;25.0;20.0;22.0;14.0;3.0;;2.0;2.0;1.0;;0.0;6.0;;29.0;;0.0;2.0;7.0;;;;;;;;89.0;0.0;-38.0;-0.0;-0.0;88.0;;88.0;;-6.0;1.0;;2.0;0.0;-8.0;-12.0;19.0;-0.0;2.0;-4.0;;-1.0;;-7.0;-17.0;;;;9.0;-0.0;25.0;45.0;;0.17;10.44;-0.26;-0.29;;0.07;2.1;146.0;;;;1522.0;-2.7;7.0;-38.0;-0.8;-2.5;270.0;;306.0;-12.1;-6.9;-12.3;100.0;;0.165
2014.0;255.0;53.0;-7.0;-9.0;-9.0;-10.0;146.0;132.0;141.0;63.0;63.0;77.0;-11.0;-5.0;24.0;8.0;-15.0;202.0;20.84;62.0;;52.0;16.0;37.0;10.0;264.0;1.0;0.0;2.0;-2.72;-3.59;-0.0;-3.65;0.0;-3.78;-0.17;-0.17;146.0;;33.0;;33.0;43.0;39.0;16.0;5.0;;2.0;2.0;1.0;;0.0;9.0;;48.0;3.0;1.0;2.0;10.0;;;;;;;;129.0;0.0;-53.0;0.0;1.0;141.0;;141.0;;-10.0;2.0;;14.0;-19.0;-20.0;-20.0;20.0;-0.0;3.0;-5.0;0.0;;;-2.0;-26.0;0.0;;;50.0;-0.0;33.0;25.0;;0.16;10.87;-0.41;-0.17;;0.15;3.29;146.0;;;;1584.0;-3.6;13.0;-60.0;-3.3;-3.8;426.0;;479.0;-12.2;-6.5;-12.5;100.0;;0.161
2015.0;400.0;83.0;6.0;1.0;4.0;3.0;34.0;275.0;291.0;101.0;101.0;190.0;0.0;-20.0;106.0;89.0;-9.0;317.0;20.68;81.0;;73.0;11.0;62.0;8.0;399.0;1.0;;4.0;1.53;0.33;3.0;1.03;-1.0;0.87;-0.01;-0.01;34.0;;121.0;8.0;129.0;65.0;51.0;29.0;9.0;;3.0;3.0;2.0;;2.0;16.0;;70.0;5.0;2.0;3.0;23.0;;;;;;;;;0.0;-49.0;3.0;236.0;291.0;;291.0;;3.0;4.0;-2.0;4.0;-12.0;-21.0;-17.0;26.0;-2.0;4.0;-9.0;-0.0;-9.0;;-3.0;;121.0;-3.0;;-12.0;3.0;121.0;32.0;;0.15;75.69;0.66;-2.78;;0.85;35.96;34.0;12.6;0.6;;2598.0;0.3;23.0;23.0;-22.4;0.9;1128.0;;1234.0;1.6;0.9;1.8;100.0;;0.154
2016.0;488.0;133.0;20.0;13.0;15.0;12.0;55.0;312.0;341.0;115.0;115.0;226.0;2.0;-17.0;30.0;19.0;-11.0;354.0;27.36;121.0;;108.0;13.0;95.0;13.0;475.0;2.0;;5.0;4.11;2.66;2.0;3.02;2.0;2.56;0.25;0.23;50.0;;132.0;6.0;138.0;97.0;45.0;32.0;15.0;;4.0;4.0;5.0;2.0;4.0;29.0;;76.0;17.0;3.0;3.0;19.0;;;;;;;;;0.0;-34.0;6.0;253.0;341.0;;341.0;;12.0;5.0;0.0;5.0;-26.0;-37.0;-2.0;9.0;-0.0;6.0;-13.0;-4.0;-1.0;1.0;-3.0;;37.0;-7.0;;0.0;4.0;132.0;113.0;;0.14;67.83;1.73;-1.13;;1.17;31.45;50.0;5.4;0.2;;3390.0;2.7;36.0;87.0;16.5;2.6;1372.0;;1572.0;5.5;4.4;5.5;100.0;1359.6;0.144
2017.0;638.0;217.0;49.0;39.0;41.0;32.0;59.0;379.0;457.0;176.0;177.0;278.0;-26.0;-98.0;26.0;-103.0;-80.0;420.0;34.06;178.0;;158.0;18.0;140.0;20.0;598.0;2.0;1.0;8.0;7.66;6.18;1.0;6.38;8.0;5.03;0.59;0.55;54.0;;38.0;48.0;86.0;183.0;59.0;51.0;51.0;2.0;17.0;19.0;4.0;2.0;3.0;79.0;;90.0;34.0;7.0;4.0;49.0;;;1.0;;1.0;;;;0.0;-4.0;2.0;280.0;455.0;3.0;457.0;;32.0;8.0;-1.0;9.0;-81.0;-70.0;-16.0;8.0;-0.0;7.0;-54.0;-3.0;-42.0;0.0;-13.0;-24.0;;;;50.0;-5.0;38.0;141.0;;0.15;76.78;3.87;-1.46;;1.71;33.48;54.0;6.2;0.3;;4149.0;6.2;51.0;209.0;20.5;5.0;1317.0;;1809.0;11.7;9.0;11.5;100.0;264.6;0.154
2018.0;784.0;305.0;61.0;52.0;49.0;39.0;60.0;473.0;583.0;254.0;265.0;316.0;-14.0;5.0;48.0;42.0;-45.0;479.0;38.86;253.0;;217.0;22.0;195.0;36.0;732.0;1.0;2.0;10.0;7.79;6.6;-3.0;6.23;9.0;5.0;0.69;0.65;57.0;;66.0;8.0;75.0;234.0;94.0;69.0;59.0;2.0;26.0;27.0;5.0;6.0;14.0;111.0;;129.0;67.0;10.0;3.0;55.0;10.0;;0.0;;10.0;;;;0.0;36.0;4.0;277.0;581.0;3.0;583.0;;39.0;10.0;-3.0;11.0;-80.0;-67.0;-45.0;44.0;-2.0;8.0;-30.0;-1.0;;37.0;-12.0;-75.0;;;;123.0;3.0;85.0;43.0;;0.15;95.24;4.76;-9.15;;6.17;38.45;57.0;9.6;0.4;;5393.0;6.6;72.0;270.0;19.3;5.0;1504.0;69.0;2178.0;12.5;8.7;12.4;100.0;;0.145
2019.0;1045.0;406.0;77.0;55.0;50.0;40.0;60.0;817.0;1019.0;334.0;647.0;369.0;43.0;-163.0;255.0;136.0;21.0;639.0;38.82;351.0;;292.0;31.0;261.0;59.0;990.0;6.0;9.0;17.0;7.33;5.27;-5.0;4.79;10.0;3.86;0.7;0.68;58.0;;164.0;121.0;286.0;307.0;129.0;96.0;123.0;2.0;28.0;30.0;35.0;8.0;6.0;202.0;;126.0;112.0;12.0;4.0;93.0;312.0;;0.0;1.0;313.0;;64.0;;0.0;76.0;4.0;289.0;1016.0;3.0;1019.0;;40.0;17.0;-2.0;11.0;-40.0;-36.0;-46.0;-3.0;2.0;17.0;-22.0;-0.0;-250.0;110.0;-9.0;-143.0;;;;398.0;-0.0;219.0;84.0;;0.14;125.53;4.85;-5.3;;3.6;44.3;58.0;8.5;0.4;;7278.0;5.3;120.0;281.0;20.4;3.9;3366.0;2170.0;2569.0;6.9;5.8;11.0;100.0;;0.144
2020.0;1356.0;500.0;118.0;86.0;84.0;65.0;64.0;1403.0;1605.0;336.0;665.0;936.0;47.0;-94.0;409.0;338.0;23.0;856.0;36.9;415.0;;361.0;34.0;326.0;54.0;1270.0;6.0;10.0;23.0;8.72;6.31;-2.0;6.2;20.0;4.81;1.04;1.02;62.0;;548.0;222.0;770.0;392.0;157.0;83.0;146.0;2.0;29.0;31.0;8.0;8.0;8.0;202.0;;65.0;102.0;15.0;10.0;160.0;327.0;;0.0;1.0;329.0;;82.0;;0.0;146.0;-7.0;798.0;1601.0;3.0;1605.0;;65.0;23.0;-0.0;17.0;-81.0;-61.0;-36.0;-69.0;;23.0;-24.0;-3.0;-303.0;236.0;-7.0;-102.0;479.0;;;31.0;-24.0;572.0;234.0;;0.15;141.76;6.82;2.38;;2.45;97.87;62.0;5.1;0.1;;8852.0;6.3;152.0;426.0;23.3;4.8;6963.0;2133.0;6111.0;5.8;5.9;7.0;100.0;;0.153
2021.0;1477.0;544.0;-17.0;1.0;-24.0;-35.0;62.0;1447.0;1937.0;751.0;977.0;934.0;;;;;;933.0;36.81;543.0;;483.0;83.0;401.0;59.0;1476.0;10.0;9.0;;-1.15;0.07;-25.0;-1.64;9.0;-2.34;-0.55;-0.55;62.0;;724.0;;724.0;366.0;169.0;188.0;275.0;63.0;68.0;131.0;52.0;18.0;14.0;490.0;;78.0;487.0;20.0;;186.0;139.0;;8.0;79.0;226.0;;183.0;;0.0;67.0;-16.0;883.0;1911.0;26.0;1937.0;;;;;;;;;;;;;;;;;;;;;;;;;;;150.48;-3.52;2.43;;2.54;95.11;62.0;-8.5;-0.3;;9396.0;0.1;;-220.0;-35.9;-2.3;4427.0;883.0;5939.0;-2.0;-0.9;-3.7;100.0;-2065.1;0.157
