;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
2011.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012.0;;;-1.0;-0.0;-1.0;-1.0;4.0;3.0;18.0;1.0;2.0;16.0;-1.0;-2.0;5.0;5.0;-2.0;;;1.0;;1.0;1.0;;0.0;1.0;0.0;;0.0;-inf;-inf;-1.0;-inf;;-inf;-0.06;-0.06;4.0;;3.0;;3.0;0.0;;0.0;15.0;;;;;;;15.0;;;;;;1.0;;;;1.0;1.0;;;;17.0;-1.0;0.0;;18.0;;18.0;;-1.0;0.0;;;0.0;;;;;;-2.0;;;;;;;;;5.0;;3.0;;;1.01;;;;;;0.5;1.0;;;;;;;;;;1.0;;1.0;;;;;;0.997
2012.0;;;-1.0;-0.0;-1.0;-1.0;4.0;3.0;18.0;1.0;2.0;16.0;-1.0;-2.0;5.0;5.0;-2.0;;;1.0;;1.0;1.0;;0.0;1.0;0.0;;0.0;-inf;-inf;-1.0;-inf;;-inf;-0.06;-0.06;4.0;;3.0;;3.0;0.0;;0.0;15.0;;;;;;;15.0;;;;;;1.0;;;;1.0;1.0;;;;17.0;-1.0;0.0;;18.0;;18.0;;-1.0;0.0;;;0.0;;;;;;-2.0;;;;;;;;;5.0;;3.0;;;1.01;;-0.23;-0.48;;0.36;3.62;4.0;;;;;-inf;0.0;-1.0;;-inf;2.0;;15.0;-5.9;-5.7;-6.2;100.0;;1.007
2013.0;;;-3.0;3.0;-3.0;-3.0;97.0;7.0;37.0;0.0;2.0;35.0;-3.0;-4.0;12.0;5.0;-8.0;0.0;;3.0;;3.0;3.0;;0.0;3.0;0.0;;0.0;-inf;inf;-6.0;-inf;;-inf;-0.03;-0.03;97.0;;7.0;;7.0;0.0;;0.0;29.0;;;;;;;29.0;;;;;;0.0;;;;1.0;1.0;;;;37.0;-4.0;2.0;;37.0;;37.0;;-3.0;0.0;;1.0;-1.0;;;;;-0.0;-5.0;;;;1.0;;12.0;;;;;7.0;3.0;;0.94;;-0.03;-0.09;;0.06;0.39;97.0;-9.8;-0.6;;;inf;0.0;-3.0;;-inf;8.0;;37.0;-8.9;-8.9;-9.0;100.0;;0.941
2014.0;;;2.0;-3.0;-7.0;-7.0;140.0;12.0;49.0;1.0;2.0;47.0;-2.0;-11.0;18.0;5.0;-13.0;;;3.0;;3.0;3.0;;0.0;3.0;0.0;;0.0;inf;-inf;-4.0;-inf;;-inf;-0.05;-0.05;140.0;;12.0;;12.0;0.0;;0.0;37.0;;;;;;;37.0;;;1.0;;;0.0;;;;0.0;0.0;;;;54.0;-11.0;4.0;;49.0;;49.0;;-7.0;0.0;;1.0;-0.0;;;;;4.0;-11.0;;;;;;20.0;;;-2.0;;12.0;7.0;;0.86;;-0.06;-0.11;;0.09;0.39;140.0;-5.7;-0.3;;;-inf;0.0;-8.0;;-inf;12.0;;55.0;3.0;2.9;-15.2;100.0;;0.86
2015.0;;;-4.0;-4.0;-3.0;-3.0;233.0;25.0;73.0;1.0;1.0;72.0;-2.0;-16.0;33.0;15.0;-18.0;;;4.0;;4.0;4.0;;0.0;4.0;0.0;;0.0;-inf;-inf;0.0;-inf;;-inf;-0.01;-0.01;233.0;;25.0;;25.0;0.0;;0.0;48.0;;;;;;0.0;48.0;;;;;;1.0;;;;;;;;;79.0;-13.0;5.0;;73.0;;73.0;;-3.0;0.0;;2.0;-0.0;-0.0;;;;-0.0;-16.0;;;;0.0;;35.0;;;-2.0;;25.0;10.0;;0.72;;-0.02;-0.11;;0.1;0.43;233.0;-23.5;-1.2;;;-inf;0.0;-5.0;;-inf;34.0;;100.0;-5.2;-5.2;-4.6;100.0;;0.722
2016.0;;;-10.0;-11.0;-13.0;-13.0;300.0;59.0;143.0;2.0;55.0;82.0;-6.0;-68.0;71.0;-2.0;-39.0;;;11.0;;10.0;10.0;;0.0;11.0;0.0;3.0;0.0;-inf;-inf;-2.0;-inf;0.0;-inf;-0.04;-0.04;300.0;;23.0;35.0;58.0;1.0;;0.0;84.0;;;;;;0.0;84.0;;;;;;2.0;53.0;;0.0;0.0;53.0;;;;94.0;-24.0;13.0;;137.0;7.0;143.0;;-13.0;0.0;0.0;6.0;0.0;-0.0;;;-0.0;-0.0;-33.0;;-35.0;;0.0;;2.0;;;69.0;1.0;23.0;26.0;;0.74;;-0.06;-0.17;;0.15;0.37;300.0;-25.6;-1.2;;;-inf;1.0;-17.0;-1.7;-inf;77.0;71.0;110.0;-8.2;-7.9;-15.4;100.0;;0.744
2017.0;;;-37.0;-14.0;-45.0;-45.0;322.0;132.0;257.0;2.0;139.0;108.0;-9.0;8.0;107.0;106.0;-39.0;;;14.0;;14.0;14.0;;1.0;14.0;1.0;7.0;1.0;-inf;-inf;-31.0;-inf;-0.0;-inf;-0.14;-0.14;322.0;;131.0;;131.0;0.0;;0.0;125.0;;;;;;0.0;125.0;;;;;;2.0;136.0;;0.0;0.0;136.0;;;;156.0;-70.0;22.0;;247.0;10.0;257.0;;-45.0;1.0;-0.0;7.0;-0.0;0.0;;;-0.0;28.0;-30.0;;;38.0;;;50.0;;;58.0;0.0;131.0;25.0;;0.79;;-0.17;-0.15;;0.12;0.42;322.0;-13.9;-0.6;;;-inf;1.0;-56.0;0.1;-inf;163.0;171.0;136.0;-15.2;-15.1;-41.1;100.0;;0.795
2018.0;;;8.0;1.0;1.0;2.0;413.0;92.0;240.0;5.0;106.0;121.0;-6.0;-28.0;2.0;-29.0;-34.0;;;19.0;;18.0;18.0;;1.0;19.0;2.0;9.0;1.0;inf;inf;;inf;-0.0;inf;0.01;-0.04;346.0;;92.0;;92.0;0.0;;0.0;147.0;;;;;;0.0;147.0;;;;;;5.0;101.0;;0.0;0.0;101.0;;;;153.0;-62.0;31.0;;227.0;12.0;240.0;;2.0;1.0;-0.0;10.0;-0.0;0.0;;;-0.0;-19.0;-28.0;;;;;;;;;2.0;3.0;92.0;121.0;;0.73;;0.01;-0.13;;0.11;0.48;346.0;313.9;12.6;;;inf;2.0;2.0;-26.2;inf;119.0;138.0;165.0;3.8;2.9;1.4;100.0;;0.733
2019.0;;;0.0;-12.0;-12.0;-12.0;403.0;41.0;241.0;4.0;98.0;127.0;-10.0;-44.0;-1.0;-56.0;-10.0;;;20.0;;18.0;18.0;;2.0;20.0;1.0;9.0;2.0;inf;-inf;;-inf;1.0;-inf;-0.03;-0.05;355.0;;40.0;;40.0;0.0;;1.0;200.0;;;;;;0.0;200.0;;;0.0;;;3.0;94.0;;1.0;;94.0;;2.0;;168.0;-80.0;38.0;;225.0;17.0;241.0;;-12.0;2.0;1.0;8.0;-1.0;0.0;;;0.0;-8.0;-0.0;;;;;-1.0;;;;-0.0;-1.0;40.0;96.0;;0.77;;-0.04;-0.04;;0.0;0.46;355.0;-34.2;-1.4;;;-inf;2.0;-16.0;-6.0;-inf;49.0;122.0;165.0;-0.7;-0.7;-9.4;100.0;;0.77
