;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CNY/USD)
2011.0;22.0;14.0;-3.0;-6.0;-5.0;-5.0;114.0;;;;;;-1.0;-5.0;15.0;9.0;-3.0;9.0;61.63;20.0;13.0;7.0;2.0;5.0;;28.0;1.0;;2.0;-12.71;-26.35;1.0;-23.44;-0.0;-21.59;-0.04;-0.04;109.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5.0;2.0;-1.0;1.0;1.0;-2.0;;-1.0;-1.0;0.0;-1.0;-2.0;-3.0;1.0;-0.0;;3.0;;-7.0;19.0;-0.0;22.0;13.0;;0.16;1.28;-0.28;-0.15;0.39;0.08;;109.0;;;;140.0;-26.3;15.0;-30.0;7.9;-21.6;;;;;;;242.7;;0.159
2012.0;46.0;35.0;4.0;2.0;2.0;2.0;121.0;42.0;51.0;24.0;44.0;6.0;7.0;-8.0;0.0;-1.0;4.0;11.0;75.15;33.0;18.0;15.0;6.0;9.0;;45.0;1.0;;2.0;8.9;3.63;1.0;5.13;1.0;3.42;0.02;0.01;94.0;;22.0;6.0;28.0;12.0;;1.0;2.0;2.0;3.0;6.0;;1.0;0.0;9.0;;2.0;;4.0;3.0;20.0;;0.0;0.0;19.0;20.0;;;;0.0;2.0;-0.0;5.0;51.0;;51.0;;2.0;2.0;0.0;3.0;0.0;-4.0;;0.0;-0.0;0.0;-3.0;-0.0;-15.0;11.0;-2.0;;0.0;;;;-0.0;22.0;22.0;;0.16;3.05;0.1;0.3;;0.19;0.43;94.0;;;;288.0;3.6;11.0;10.0;33.3;3.4;108.0;;40.0;6.0;4.7;24.5;100.0;-2.2;0.161
2013.0;124.0;101.0;23.0;15.0;18.0;10.0;114.0;126.0;150.0;44.0;52.0;98.0;33.0;-17.0;50.0;65.0;28.0;23.0;81.26;85.0;36.0;49.0;16.0;33.0;;109.0;1.0;;4.0;18.21;12.3;3.0;14.76;8.0;8.27;0.09;0.09;109.0;;88.0;9.0;97.0;26.0;;4.0;5.0;9.0;5.0;14.0;2.0;1.0;1.0;24.0;;4.0;;11.0;2.0;38.0;;0.0;6.0;2.0;9.0;;;;0.0;12.0;2.0;84.0;150.0;;150.0;;10.0;4.0;6.0;6.0;4.0;-9.0;;2.0;-1.0;2.0;-5.0;-10.0;-23.0;24.0;-3.0;;;;-3.0;53.0;-1.0;88.0;22.0;;0.17;6.86;0.57;1.54;0.16;0.27;5.43;109.0;;;;750.0;12.3;26.0;62.0;44.0;8.3;501.0;;594.0;9.6;12.2;10.4;71.5;10.5;0.165
2014.0;284.0;219.0;27.0;13.0;15.0;11.0;134.0;337.0;483.0;100.0;116.0;355.0;58.0;-189.0;222.0;91.0;29.0;65.0;77.13;206.0;70.0;135.0;42.0;94.0;;271.0;5.0;;13.0;9.68;4.69;1.0;5.15;4.0;3.85;0.08;0.08;121.0;;176.0;83.0;259.0;65.0;1.0;13.0;7.0;42.0;32.0;74.0;55.0;1.0;9.0;146.0;;10.0;;5.0;10.0;80.0;;0.0;11.0;5.0;16.0;;;;0.0;23.0;1.0;332.0;471.0;12.0;483.0;;11.0;13.0;2.0;28.0;-1.0;-24.0;;6.0;5.0;6.0;-29.0;-52.0;-267.0;157.0;-22.0;;;;-5.0;227.0;-1.0;176.0;85.0;;0.16;14.57;0.56;1.49;0.25;1.5;18.23;121.0;35.2;1.9;1.3;1764.0;4.7;79.0;68.0;26.4;3.9;1472.0;;2206.0;2.9;3.1;3.1;54.7;17.1;0.161
2015.0;567.0;423.0;59.0;32.0;36.0;27.0;143.0;468.0;761.0;263.0;292.0;448.0;144.0;-52.0;13.0;110.0;130.0;144.0;74.62;384.0;106.0;293.0;65.0;228.0;-15.0;528.0;2.0;;23.0;10.39;5.62;4.0;6.28;9.0;4.79;0.2;0.18;137.0;;279.0;5.0;283.0;126.0;;59.0;18.0;94.0;36.0;130.0;138.0;2.0;4.0;293.0;;21.0;20.0;15.0;14.0;208.0;2.0;0.0;15.0;11.0;29.0;;;;0.0;49.0;19.0;380.0;740.0;21.0;761.0;;27.0;23.0;-1.0;49.0;39.0;-49.0;;5.0;2.0;8.0;-15.0;-53.0;-136.0;149.0;-4.0;;;;;13.0;6.0;279.0;168.0;;0.15;26.84;1.29;6.13;;0.7;21.21;137.0;16.5;0.8;;3684.0;5.6;146.0;177.0;26.0;4.8;1333.0;11.0;2912.0;5.7;4.9;6.1;100.0;;0.154
2016.0;657.0;435.0;10.0;-2.0;-10.0;-12.0;139.0;456.0;797.0;297.0;337.0;433.0;57.0;-141.0;15.0;-62.0;40.0;222.0;66.18;436.0;130.0;318.0;81.0;238.0;-13.0;658.0;1.0;;24.0;1.55;-0.27;-8.0;-1.51;-2.0;-1.76;-0.09;-0.09;139.0;;203.0;52.0;255.0;135.0;;67.0;17.0;136.0;33.0;169.0;141.0;11.0;4.0;341.0;;28.0;55.0;7.0;30.0;185.0;17.0;1.0;16.0;5.0;39.0;;;;0.0;34.0;33.0;366.0;770.0;27.0;797.0;;-12.0;24.0;-8.0;44.0;-12.0;4.0;;7.0;-1.0;21.0;-17.0;-44.0;-177.0;97.0;-7.0;-1.0;;-26.0;;42.0;7.0;203.0;265.0;;0.14;32.9;-0.58;2.02;;0.85;21.71;139.0;-21.8;-1.0;;4565.0;-0.3;163.0;-81.0;17.7;-1.8;1106.0;119.0;3012.0;-2.3;-1.7;-2.7;100.0;;0.144
2017.0;765.0;491.0;237.0;69.0;220.0;207.0;143.0;830.0;1145.0;333.0;452.0;660.0;95.0;-23.0;78.0;139.0;91.0;274.0;64.22;416.0;105.0;317.0;63.0;255.0;-6.0;690.0;3.0;;21.0;31.0;8.98;152.0;28.81;9.0;27.1;1.48;1.44;139.0;;356.0;215.0;571.0;203.0;4.0;52.0;14.0;97.0;11.0;108.0;177.0;9.0;7.0;315.0;;25.0;52.0;13.0;22.0;234.0;;1.0;11.0;107.0;119.0;;;;0.0;241.0;13.0;406.0;1112.0;33.0;1145.0;;207.0;21.0;-4.0;11.0;-2.0;-10.0;;-2.0;-3.0;-138.0;-4.0;20.0;-358.0;315.0;3.0;-21.0;;;;99.0;-10.0;356.0;217.0;;0.15;35.68;9.67;4.27;;0.19;30.79;139.0;1.1;0.0;;4975.0;9.0;136.0;1348.0;4.0;27.1;3231.0;;4293.0;26.6;19.4;31.4;100.0;;0.154
2018.0;724.0;500.0;198.0;68.0;184.0;170.0;144.0;809.0;1205.0;267.0;392.0;796.0;50.0;78.0;-79.0;56.0;41.0;224.0;69.07;430.0;97.0;340.0;63.0;278.0;-7.0;654.0;13.0;;12.0;27.38;9.38;117.0;25.49;17.0;23.42;1.16;1.13;140.0;;404.0;135.0;540.0;229.0;2.0;38.0;9.0;90.0;7.0;97.0;269.0;13.0;8.0;396.0;;25.0;;21.0;20.0;222.0;;;16.0;109.0;125.0;;;;0.0;393.0;36.0;366.0;1188.0;17.0;1205.0;;170.0;12.0;1.0;12.0;-43.0;-4.0;;-1.0;1.0;-102.0;-10.0;10.0;-438.0;527.0;-10.0;-48.0;;-32.0;;1.0;6.0;405.0;350.0;;0.15;35.51;8.32;2.0;;0.47;39.03;140.0;1.3;0.1;;4982.0;9.4;80.0;1167.0;9.2;23.4;3732.0;;5476.0;18.4;15.7;21.3;100.0;79.1;0.145
2019.0;515.0;337.0;-39.0;-160.0;-53.0;-49.0;137.0;573.0;1007.0;251.0;290.0;708.0;-34.0;-156.0;-70.0;-259.0;-49.0;178.0;65.38;418.0;113.0;308.0;84.0;224.0;-3.0;596.0;16.0;;9.0;-7.54;-30.96;107.0;-10.19;1.0;-9.58;-0.36;-0.36;137.0;;141.0;197.0;338.0;202.0;4.0;30.0;41.0;;6.0;6.0;361.0;5.0;20.0;433.0;;13.0;8.0;13.0;30.0;200.0;;;12.0;27.0;39.0;;8.0;;0.0;279.0;49.0;380.0;998.0;9.0;1007.0;;-49.0;9.0;1.0;18.0;-32.0;23.0;;-2.0;-11.0;18.0;-15.0;-38.0;-575.0;469.0;-12.0;;;-0.0;-72.0;2.0;1.0;142.0;401.0;;0.14;26.21;-2.51;-2.5;3.66;0.75;36.03;137.0;-1.9;-0.1;74.9;3588.0;-31.0;65.0;-344.0;-2.2;-9.6;2248.0;;4932.0;-6.6;-4.8;-7.0;245.6;;0.144
2020.0;238.0;165.0;89.0;-81.0;78.0;64.0;140.0;451.0;860.0;241.0;280.0;574.0;-7.0;288.0;-222.0;48.0;-16.0;73.0;69.38;246.0;70.0;176.0;58.0;118.0;1.0;319.0;5.0;;11.0;37.51;-34.21;159.0;32.73;15.0;26.84;0.47;0.46;140.0;;199.0;55.0;254.0;169.0;4.0;24.0;18.0;;2.0;2.0;369.0;2.0;17.0;409.0;;16.0;1.0;8.0;28.0;196.0;2.0;;9.0;28.0;39.0;;3.0;;0.0;131.0;25.0;418.0;854.0;6.0;860.0;;64.0;11.0;-1.0;12.0;40.0;27.0;;16.0;;-132.0;-9.0;24.0;-239.0;513.0;-1.0;-10.0;;;-220.0;8.0;-11.0;199.0;151.0;;0.15;11.09;2.98;-0.75;10.26;0.42;26.78;140.0;0.8;0.0;410.4;1553.0;-34.2;69.0;417.0;19.1;26.8;1375.0;12.0;3747.0;10.4;9.2;11.1;-244.5;-1362.2;0.153
