;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (EUR/USD)
2005.0;2.0;0.0;-7.0;-8.0;-7.0;-7.0;15.0;25.0;29.0;3.0;6.0;24.0;-9.0;-2.0;0.0;-10.0;-9.0;1.0;27.38;8.0;;1.0;1.0;0.0;7.0;9.0;0.0;;0.0;-448.31;-493.46;0.0;-471.46;;-471.46;-48.56;-48.56;15.0;;3.0;19.0;22.0;;;3.0;1.0;;;;;;3.0;4.0;;2.0;0.0;1.0;;1.0;0.0;;;2.0;3.0;;0.0;;1.0;-23.0;;46.0;29.0;;29.0;;-7.0;0.0;;0.0;-2.0;;;;;;-0.0;;-6.0;5.0;;-0.0;;;;0.0;;3.0;13.0;;1.18;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;8.0;5.0;-8.0;-10.0;-8.0;-8.0;18.0;85.0;91.0;13.0;17.0;74.0;0.0;-51.0;56.0;5.0;-1.0;3.0;64.47;15.0;;2.0;2.0;0.0;12.0;18.0;2.0;;0.0;-92.72;-116.85;2.0;-97.53;;-97.53;-44.88;-44.88;18.0;;8.0;71.0;79.0;;;6.0;1.0;;;;;;6.0;7.0;;4.0;1.0;2.0;;9.0;4.0;;;0.0;4.0;;0.0;;2.0;-35.0;;107.0;91.0;;91.0;;-8.0;0.0;;2.0;6.0;;;;;0.0;-1.0;;-131.0;81.0;;-0.0;55.0;;;1.0;;8.0;3.0;;1.32;0.35;-0.34;-0.02;;0.04;3.17;18.0;;;;6.0;-116.9;0.0;-6.0;;-97.5;54.0;3.0;56.0;-10.2;-8.7;-10.7;100.0;;1.32
2007.0;21.0;17.0;-12.0;-13.0;-13.0;-13.0;25.0;81.0;92.0;15.0;20.0;72.0;-14.0;7.0;1.0;-5.0;-15.0;4.0;80.64;30.0;;;;;30.0;34.0;;;1.0;-58.66;-63.62;0.0;-62.41;;-62.41;-0.53;-0.53;25.0;;4.0;70.0;74.0;;;7.0;2.0;;;;;;9.0;11.0;;14.0;;;;1.0;;;;4.0;4.0;;;;2.0;-50.0;;121.0;92.0;;92.0;;-13.0;1.0;;2.0;-3.0;;;;;0.0;-2.0;;;9.0;0.0;-1.0;0.0;;;2.0;;4.0;9.0;;1.46;0.57;-0.36;-0.42;;0.05;1.98;25.0;;;;14.0;-63.6;1.0;-9.0;;-62.4;45.0;;50.0;-17.0;-14.1;-18.0;100.0;;1.459
2008.0;18.0;14.0;-13.0;-15.0;-14.0;-14.0;26.0;73.0;85.0;18.0;27.0;58.0;-21.0;31.0;1.0;12.0;-23.0;4.0;80.21;30.0;;;;;30.0;33.0;;;1.0;-72.06;-85.16;2.0;-76.23;;-76.23;-0.53;-0.53;26.0;;15.0;32.0;47.0;;;26.0;12.0;;;;;;0.0;12.0;;14.0;;;;4.0;;;;9.0;9.0;;;;2.0;-62.0;;118.0;85.0;;85.0;;-14.0;1.0;;2.0;-11.0;;;;;1.0;-3.0;;-22.0;58.0;-2.0;-1.0;;;;2.0;;15.0;3.0;;1.4;0.5;-0.38;-0.65;;0.07;1.61;26.0;;;;13.0;-85.2;1.0;-10.0;;-76.2;39.0;;41.0;-20.5;-16.2;-23.8;100.0;;1.398
2009.0;11.0;6.0;-19.0;-22.0;-21.0;-21.0;26.0;81.0;92.0;13.0;24.0;67.0;-8.0;27.0;32.0;51.0;-9.0;5.0;56.62;28.0;;27.0;12.0;14.0;2.0;33.0;;;1.0;-176.3;-201.33;1.0;-189.55;;-189.55;-0.8;-0.8;26.0;;67.0;4.0;70.0;10.0;;0.0;11.0;;;;;;0.0;11.0;;12.0;1.0;;;0.0;11.0;;;0.0;11.0;;;;3.0;-91.0;0.0;155.0;92.0;;92.0;;-21.0;1.0;;3.0;10.0;;;;;-1.0;-1.0;;-1.0;29.0;;-2.0;33.0;-0.0;;2.0;;67.0;16.0;;1.43;0.29;-0.56;-0.25;;0.02;1.79;26.0;;;;8.0;-201.3;1.0;-15.0;;-189.6;47.0;8.0;47.0;-26.6;-22.8;-31.0;100.0;;1.432
2010.0;6.0;1.0;-17.0;-18.0;-18.0;-18.0;37.0;54.0;64.0;10.0;19.0;45.0;-18.0;-0.0;-1.0;-20.0;-19.0;5.0;20.67;20.0;;18.0;8.0;9.0;2.0;24.0;;;1.0;-290.69;-316.9;0.0;-316.16;;-316.16;-0.48;-0.48;37.0;;43.0;4.0;46.0;8.0;;;10.0;;;;;;0.0;10.0;;9.0;1.0;;;0.0;9.0;;;0.0;10.0;;;;3.0;-103.0;0.0;145.0;64.0;;64.0;;-18.0;1.0;;0.0;-1.0;;;;;-0.0;-1.0;;;;0.0;-1.0;0.0;-0.0;;;;43.0;62.0;;1.34;0.12;-0.36;-0.37;;0.01;0.9;37.0;;;;4.0;-316.9;1.0;-14.0;;-316.2;33.0;7.0;34.0;-33.6;-28.4;-40.8;100.0;;1.338
2011.0;15.0;13.0;-7.0;-10.0;-9.0;-9.0;38.0;69.0;78.0;20.0;43.0;34.0;17.0;3.0;-1.0;19.0;16.0;2.0;86.05;23.0;;13.0;;13.0;10.0;25.0;1.0;1.0;1.0;-47.35;-64.48;1.0;-59.45;;-59.45;-0.25;-0.25;38.0;;60.0;;60.0;;;8.0;8.0;;;;;;1.0;9.0;;;17.0;;;3.0;;;;23.0;23.0;;;;2.0;-9.0;;41.0;78.0;;78.0;;-9.0;1.0;;0.0;25.0;;;;;-0.0;-0.0;;;4.0;;-1.0;0.0;;;;0.0;60.0;41.0;;1.29;0.31;-0.19;0.34;;0.01;0.71;38.0;;;;12.0;-64.5;1.0;-7.0;;-59.5;37.0;;27.0;-14.5;-10.7;-26.2;100.0;;1.294
2012.0;14.0;5.0;-3.0;-4.0;-4.0;-4.0;38.0;54.0;64.0;20.0;33.0;31.0;-14.0;-5.0;-3.0;-21.0;-15.0;9.0;33.86;9.0;;13.0;12.0;1.0;-4.0;18.0;;0.0;1.0;-20.57;-32.63;0.0;-30.83;;-30.83;-0.11;-0.11;38.0;;40.0;3.0;43.0;10.0;;2.0;9.0;;;;1.0;;;10.0;;6.0;2.0;2.0;10.0;2.0;4.0;;;8.0;13.0;;5.0;;3.0;-115.0;-0.0;143.0;64.0;0.0;64.0;;-4.0;1.0;;;-11.0;-3.0;;1.0;-10.0;1.0;-2.0;;-3.0;;-0.0;-3.0;0.0;;;;0.0;40.0;61.0;;1.32;0.27;-0.08;-0.31;;0.03;0.62;38.0;;;;10.0;-32.6;1.0;-3.0;;-30.8;26.0;3.0;23.0;-9.0;-6.2;-13.7;100.0;;1.319
2013.0;17.0;7.0;-2.0;-4.0;-4.0;-4.0;39.0;68.0;77.0;13.0;21.0;55.0;-15.0;-1.0;27.0;11.0;-16.0;10.0;39.22;11.0;;15.0;14.0;0.0;-4.0;21.0;;0.0;1.0;-14.58;-22.4;-0.0;-23.19;;-23.19;-0.1;-0.1;39.0;;53.0;4.0;57.0;10.0;;1.0;9.0;;;;0.0;;0.0;9.0;;7.0;1.0;3.0;2.0;3.0;6.0;;;3.0;9.0;;4.0;;3.0;-124.0;-0.0;176.0;77.0;;77.0;;-4.0;1.0;;0.0;-13.0;1.0;;-8.0;-6.0;0.0;-1.0;-0.0;-4.0;3.0;0.0;-2.0;26.0;;;2.0;0.0;53.0;42.0;;1.37;0.32;-0.07;-0.29;;0.01;1.04;39.0;;;;12.0;-22.4;1.0;-3.0;;-23.2;40.0;4.0;40.0;-5.8;-4.8;-7.2;100.0;;1.375
2014.0;1.0;-14.0;-21.0;-24.0;-24.0;-24.0;50.0;96.0;110.0;13.0;19.0;90.0;-22.0;-5.0;58.0;31.0;-25.0;15.0;-1232.64;11.0;;16.0;15.0;0.0;-5.0;25.0;;0.0;3.0;-1889.53;-2201.32;0.0;-2166.15;;-2166.15;-0.47;-0.47;50.0;;78.0;6.0;84.0;10.0;;2.0;7.0;;6.0;6.0;;;0.0;14.0;;8.0;1.0;3.0;1.0;3.0;5.0;;;2.0;6.0;;3.0;;3.0;-132.0;-0.0;220.0;110.0;0.0;110.0;;-24.0;3.0;;0.0;-2.0;-3.0;;2.0;-1.0;0.0;-3.0;-0.0;-2.0;1.0;0.0;-1.0;58.0;-0.0;;1.0;-0.0;78.0;46.0;;1.21;0.02;-0.39;-0.41;;0.05;1.49;50.0;;;;1.0;-2201.3;2.0;-20.0;;-2166.2;69.0;4.0;75.0;-24.4;-21.5;-26.3;100.0;;1.21
