;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (EUR/USD)
2011.0;0.0;-7.0;-8.0;-12.0;-12.0;-12.0;6.0;4.0;9.0;8.0;8.0;1.0;;;;;;8.0;-21427.69;4.0;;4.0;4.0;;1.0;12.0;;;4.0;-23813.98;-33724.05;-0.0;-33916.42;;-33916.42;-1.87;-1.87;6.0;;;;;2.0;;2.0;0.0;;;4.0;;;0.0;4.0;;1.0;;0.0;;6.0;0.0;;;;0.0;;0.0;;13.0;-12.0;;0.0;9.0;;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;-1.44;;;;0.13;6.0;;;;0.0;-33724.1;3.0;-9.0;;-33916.4;-2.0;0.0;1.0;-955.1;-132.8;-1087.3;;;1.294
2012.0;0.0;-9.0;-2.0;-2.0;-3.0;-3.0;6.0;3.0;18.0;4.0;20.0;-2.0;-11.0;-1.0;12.0;-0.0;-12.0;9.0;-12276.54;-7.0;;5.0;5.0;;-12.0;2.0;;;1.0;-2330.99;-2668.36;-1.0;-3986.2;;-3986.2;-0.45;-0.45;6.0;;2.0;;2.0;1.0;;0.0;1.0;;;15.0;0.0;;;15.0;;2.0;0.0;0.0;;1.0;1.0;;;15.0;16.0;;0.0;;13.0;-15.0;;0.0;18.0;;18.0;;-3.0;1.0;;0.0;-1.0;;;;;-9.0;-1.0;;;;-1.0;-0.0;;;;12.0;;2.0;2.0;;1.32;0.01;-0.34;-1.42;;0.1;-0.21;6.0;;;;0.0;-2668.4;1.0;-2.0;;-3986.2;-1.0;1.0;-1.0;-19.5;-15.7;164.0;100.0;;1.319
2013.0;;-3.0;-15.0;-16.0;-17.0;-17.0;4.0;31.0;45.0;5.0;21.0;23.0;-15.0;-5.0;43.0;24.0;-15.0;3.0;-inf;15.0;3.0;4.0;4.0;0.0;8.0;15.0;0.0;1.0;1.0;-inf;-inf;-1.0;-inf;;-inf;-4.14;-4.14;4.0;;26.0;4.0;30.0;1.0;;0.0;0.0;;13.0;13.0;;;0.0;13.0;;3.0;0.0;0.0;1.0;1.0;0.0;17.0;;;17.0;;0.0;;30.0;-50.0;-3.0;45.0;45.0;;45.0;;-17.0;1.0;;0.0;-0.0;;;;;1.0;-1.0;;-4.0;;-1.0;-0.0;42.0;;;2.0;;26.0;2.0;;1.37;;-3.01;-2.72;;0.13;4.12;4.0;;;;;-inf;1.0;-12.0;;-inf;19.0;0.0;17.0;-41.1;-36.8;-73.1;100.0;;1.375
2014.0;0.0;0.0;-19.0;-20.0;-20.0;-20.0;7.0;40.0;53.0;7.0;21.0;32.0;-21.0;-2.0;34.0;10.0;-22.0;0.0;21.23;24.0;19.0;7.0;6.0;0.0;-2.0;24.0;0.0;0.0;1.0;-10658.22;-11258.22;-0.0;-11269.18;;-11269.18;-2.95;-2.95;7.0;;33.0;3.0;37.0;2.0;;1.0;1.0;;12.0;12.0;0.0;;0.0;13.0;;5.0;0.0;;1.0;1.0;0.0;13.0;;0.0;14.0;;0.0;;30.0;-86.0;24.0;64.0;53.0;;53.0;;-20.0;1.0;;1.0;0.0;;;;;-4.0;-1.0;-2.0;0.0;0.0;-1.0;-0.0;31.0;;;3.0;;33.0;23.0;;1.21;0.02;-2.44;-2.67;;0.09;3.95;7.0;;;;0.0;-11258.2;1.0;-16.0;;-11269.2;27.0;0.0;27.0;-43.3;-37.4;-61.7;100.0;;1.21
2015.0;0.0;0.0;-30.0;-32.0;-32.0;-32.0;8.0;119.0;173.0;12.0;52.0;121.0;-30.0;-12.0;120.0;79.0;-31.0;0.0;66.67;32.0;25.0;9.0;8.0;1.0;-1.0;32.0;0.0;0.0;1.0;-932700.0;-989066.67;1.0;-970466.67;;-970466.67;-3.72;-3.72;8.0;;109.0;8.0;117.0;1.0;;1.0;1.0;1.0;52.0;53.0;;;0.0;54.0;;9.0;0.0;;1.0;2.0;0.0;11.0;;28.0;40.0;;1.0;;35.0;-109.0;23.0;172.0;173.0;-0.0;173.0;;-32.0;1.0;;1.0;2.0;;;;;-2.0;-1.0;-6.0;-5.0;0.0;-0.0;-0.0;119.0;;;2.0;;109.0;30.0;;1.09;0.0;-3.43;-3.32;;0.1;13.13;8.0;-14.3;-0.7;;0.0;-989066.7;1.0;-29.0;;-970466.7;98.0;0.0;111.0;-19.6;-18.2;-26.1;100.0;;1.086
2016.0;9.0;9.0;-23.0;-27.0;-25.0;-25.0;9.0;90.0;146.0;12.0;50.0;96.0;-26.0;-32.0;3.0;-54.0;-28.0;0.0;99.38;37.0;29.0;11.0;10.0;1.0;-3.0;37.0;1.0;0.0;2.0;-257.97;-300.47;2.0;-277.04;-0.0;-276.97;-2.66;-2.66;9.0;;51.0;36.0;87.0;2.0;;1.0;4.0;1.0;51.0;52.0;;;0.0;56.0;;9.0;1.0;;1.0;2.0;1.0;8.0;;30.0;39.0;;1.0;;34.0;-130.0;26.0;166.0;146.0;0.0;146.0;;-25.0;2.0;;3.0;-2.0;;;;;-4.0;-2.0;-2.0;-36.0;8.0;-0.0;-0.0;;;;4.0;;51.0;105.0;;1.05;0.91;-2.53;-2.84;;0.19;9.74;9.0;-13.1;-0.6;;9.0;-300.5;2.0;-24.0;0.0;-277.0;74.0;1.0;91.0;-18.4;-16.9;-26.0;100.0;;1.051
2017.0;4.0;4.0;-57.0;-63.0;-68.0;-68.0;10.0;44.0;93.0;10.0;36.0;57.0;-53.0;21.0;1.0;-30.0;-54.0;1.0;85.45;36.0;27.0;12.0;11.0;1.0;-4.0;36.0;1.0;0.0;11.0;-1335.71;-1493.67;-4.0;-1593.11;-0.0;-1593.08;-7.03;-7.03;10.0;;28.0;13.0;41.0;2.0;;1.0;4.0;1.0;43.0;44.0;;;2.0;49.0;;6.0;1.0;1.0;0.0;3.0;1.0;2.0;;24.0;27.0;;1.0;;41.0;-216.0;28.0;204.0;93.0;;93.0;;-68.0;11.0;;3.0;-4.0;;;;-22.0;4.0;-1.0;-6.0;-13.0;41.0;-0.0;-1.0;1.0;;;1.0;1.0;28.0;58.0;;1.2;0.37;-5.86;-4.71;;0.09;4.94;10.0;-6.6;-0.3;;4.0;-1493.7;9.0;-56.0;0.0;-1593.1;28.0;1.0;48.0;-80.8;-72.5;-118.6;100.0;;1.2
2018.0;4.0;4.0;-42.0;-44.0;-43.0;-43.0;11.0;59.0;108.0;11.0;44.0;64.0;-31.0;1.0;50.0;20.0;-33.0;;100.0;40.0;29.0;12.0;12.0;1.0;-1.0;40.0;0.0;0.0;1.0;-1163.76;-1225.36;1.0;-1201.51;;-1201.51;-3.85;-3.85;11.0;;46.0;11.0;57.0;1.0;;1.0;3.0;1.0;40.0;41.0;;;4.0;49.0;;7.0;1.0;2.0;0.0;3.0;1.0;3.0;;29.0;33.0;;1.0;;48.0;-250.0;29.0;236.0;108.0;-0.0;108.0;;-43.0;1.0;;4.0;1.0;;;;-2.0;6.0;-2.0;;-30.0;33.0;-1.0;-1.0;49.0;;;2.0;0.0;46.0;27.0;;1.15;0.28;-3.36;-2.6;;0.16;4.99;11.0;-9.4;-0.4;;3.0;-1225.4;1.0;-37.0;;-1201.5;42.0;1.0;56.0;-44.1;-39.6;-67.3;100.0;;1.147
2019.0;0.0;0.0;-30.0;-32.0;-32.0;-32.0;13.0;48.0;101.0;13.0;50.0;51.0;-32.0;10.0;20.0;-1.0;-32.0;;100.0;33.0;28.0;10.0;10.0;;-5.0;33.0;0.0;0.0;2.0;-441816.67;-481316.67;0.0;-477333.33;-0.0;-477200.0;-2.57;-2.57;13.0;;44.0;;44.0;3.0;;1.0;6.0;1.0;40.0;41.0;;;6.0;53.0;;8.0;2.0;;0.0;4.0;3.0;5.0;;28.0;36.0;;5.0;;54.0;-83.0;32.0;49.0;101.0;;101.0;;-32.0;2.0;;3.0;-1.0;;;1.0;;-4.0;-1.0;;;11.0;0.0;-2.0;18.0;;;4.0;-0.0;44.0;45.0;;1.12;0.0;-2.29;-2.3;;0.05;3.64;13.0;-6.9;-0.3;;0.0;-481316.7;2.0;-29.0;0.0;-477200.0;31.0;3.0;46.0;-36.3;-31.5;-62.8;100.0;;1.121
2020.0;0.0;0.0;-18.0;-21.0;-21.0;-21.0;14.0;24.0;81.0;14.0;43.0;38.0;-34.0;0.0;7.0;-27.0;-34.0;;100.0;32.0;26.0;11.0;11.0;;-5.0;32.0;0.0;0.0;2.0;-301500.0;-339740.0;-0.0;-344080.0;;-344080.0;-1.5;-1.5;14.0;;21.0;;21.0;1.0;;2.0;5.0;1.0;43.0;44.0;;;7.0;57.0;;6.0;1.0;;3.0;5.0;3.0;5.0;;20.0;28.0;;4.0;;59.0;-112.0;38.0;53.0;81.0;;81.0;;-21.0;2.0;;3.0;-4.0;;;-2.0;;-15.0;-0.0;;;;0.0;-2.0;;;;8.0;0.0;21.0;48.0;;1.22;0.0;-1.23;-2.01;;0.02;2.22;14.0;-7.7;-0.2;;0.0;-339740.0;2.0;-17.0;;-344080.0;8.0;3.0;31.0;-31.2;-25.6;-55.5;100.0;;1.221
