;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CNY/USD)
2008.0;33.0;9.0;-4.0;-4.0;-4.0;-4.0;40.0;;;;;;;;;;;24.0;26.56;13.0;3.0;10.0;6.0;5.0;;37.0;;;;-12.71;-13.23;0.0;-12.71;-0.0;-12.65;-0.11;-0.11;40.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.57;-0.7;;;;;40.0;;;;223.0;-13.2;;-28.0;0.5;-12.6;;;;;;;;;0.147
2009.0;38.0;14.0;0.0;0.0;0.0;0.0;40.0;;;;;;;;;;;25.0;35.18;13.0;2.0;11.0;4.0;7.0;;38.0;;;;0.74;0.62;0.0;0.74;0.0;0.11;-0.12;-0.12;40.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.53;0.01;;;;;40.0;;;;262.0;0.6;;0.0;85.3;0.1;;;;;;;;;0.146
2010.0;80.0;35.0;14.0;12.0;13.0;11.0;41.0;61.0;68.0;23.0;23.0;45.0;13.0;-3.0;0.0;10.0;10.0;45.0;43.37;22.0;5.0;18.0;6.0;12.0;;68.0;0.0;;1.0;17.53;15.54;0.0;16.0;2.0;14.01;-0.62;-0.62;41.0;;44.0;;44.0;14.0;;3.0;4.0;;0.0;0.0;;;3.0;7.0;;8.0;;2.0;1.0;13.0;;;;1.0;1.0;;;;5.0;-20.0;-0.0;59.0;68.0;;68.0;;11.0;1.0;0.0;3.0;-2.0;-6.0;;5.0;1.0;0.0;-3.0;;;;;;;;;0.0;-1.0;44.0;34.0;;0.15;12.93;1.81;;;;7.22;41.0;;;;529.0;15.5;8.0;74.0;12.4;14.0;252.0;;295.0;24.8;18.9;25.1;;;0.152
2011.0;151.0;63.0;21.0;14.0;19.0;16.0;65.0;239.0;249.0;40.0;41.0;208.0;10.0;-128.0;137.0;17.0;5.0;88.0;41.65;49.0;11.0;38.0;12.0;26.0;;137.0;2.0;;2.0;13.67;9.02;5.0;12.37;2.0;10.78;-2.07;-2.07;65.0;;63.0;125.0;188.0;42.0;;9.0;7.0;;1.0;1.0;;;2.0;9.0;;19.0;;6.0;1.0;20.0;;;;1.0;1.0;;;;7.0;-88.0;-6.0;295.0;249.0;;249.0;;16.0;2.0;-2.0;11.0;-15.0;-22.0;;11.0;2.0;-1.0;-5.0;2.0;-248.0;123.0;;;142.0;;;-5.0;-2.0;63.0;46.0;;0.16;14.65;1.58;1.04;;0.28;20.13;65.0;5.1;0.3;;951.0;9.0;12.0;102.0;12.9;10.8;1254.0;;1307.0;7.8;7.5;7.8;100.0;;0.159
2012.0;178.0;77.0;23.0;14.0;20.0;17.0;80.0;250.0;270.0;49.0;51.0;219.0;18.0;76.0;-10.0;83.0;5.0;101.0;43.18;63.0;15.0;49.0;17.0;32.0;;165.0;5.0;;3.0;13.09;7.62;6.0;11.19;3.0;9.66;0.22;0.22;77.0;;147.0;38.0;185.0;56.0;;9.0;16.0;;2.0;2.0;;;2.0;20.0;;25.0;;6.0;3.0;22.0;;;;1.0;1.0;;;;7.0;-73.0;-1.0;287.0;270.0;;270.0;;17.0;3.0;-1.0;1.0;-7.0;-17.0;;4.0;0.0;4.0;-13.0;;-196.0;284.0;;;;-10.0;;0.0;-0.0;147.0;64.0;;0.16;14.34;1.39;0.4;;0.43;17.63;77.0;3.6;0.2;;1111.0;7.6;21.0;107.0;13.7;9.7;1249.0;;1366.0;7.8;7.4;7.9;100.0;-2866.2;0.161
2013.0;235.0;120.0;58.0;41.0;52.0;46.0;78.0;321.0;340.0;78.0;80.0;260.0;57.0;18.0;-11.0;65.0;53.0;115.0;51.11;79.0;18.0;61.0;16.0;45.0;;194.0;5.0;;5.0;24.47;17.42;11.0;22.16;6.0;19.63;0.61;0.59;76.0;;216.0;15.0;232.0;80.0;;9.0;16.0;;1.0;1.0;;;2.0;19.0;;36.0;;10.0;4.0;37.0;;;;2.0;2.0;;;;7.0;-32.0;-2.0;287.0;339.0;1.0;340.0;;46.0;5.0;-1.0;3.0;7.0;-12.0;;11.0;2.0;-3.0;-5.0;;-31.0;54.0;;;;-11.0;;0.0;-0.0;216.0;151.0;;0.17;18.81;3.69;0.4;;1.05;20.74;76.0;1.8;0.1;;1424.0;17.4;31.0;280.0;11.9;19.6;1472.0;;1571.0;17.6;15.4;17.8;100.0;203.9;0.165
2014.0;264.0;138.0;56.0;38.0;50.0;42.0;77.0;332.0;375.0;95.0;98.0;277.0;44.0;63.0;-36.0;71.0;38.0;126.0;52.28;100.0;24.0;75.0;22.0;53.0;;226.0;7.0;;6.0;21.23;14.51;12.0;18.96;8.0;16.06;0.57;0.55;75.0;;207.0;6.0;214.0;109.0;;10.0;14.0;;2.0;2.0;24.0;;2.0;43.0;;44.0;;14.0;7.0;45.0;;;0.0;3.0;3.0;;;;6.0;9.0;8.0;254.0;375.0;;375.0;;42.0;6.0;-1.0;9.0;-13.0;-29.0;;10.0;2.0;1.0;-6.0;-8.0;-580.0;658.0;;;;-39.0;;3.0;-0.0;207.0;136.0;;0.16;21.93;3.52;4.26;;0.39;22.98;75.0;2.9;0.2;;1638.0;14.5;36.0;263.0;15.6;16.1;1471.0;;1717.0;15.2;13.4;15.3;100.0;20.5;0.161
2015.0;248.0;120.0;22.0;12.0;15.0;11.0;73.0;297.0;395.0;114.0;117.0;278.0;34.0;-194.0;10.0;-150.0;27.0;128.0;48.46;108.0;26.0;82.0;28.0;53.0;;236.0;4.0;;7.0;8.98;4.91;3.0;6.08;4.0;4.57;0.16;0.16;71.0;;48.0;119.0;166.0;98.0;;33.0;12.0;;2.0;2.0;81.0;;3.0;98.0;;45.0;20.0;14.0;5.0;45.0;;;0.0;3.0;3.0;;;;6.0;19.0;14.0;239.0;395.0;-0.0;395.0;;11.0;7.0;-2.0;5.0;-2.0;-9.0;;4.0;-1.0;14.0;-7.0;-2.0;-561.0;395.0;-19.0;;;-10.0;;20.0;-1.0;48.0;198.0;;0.15;22.54;1.03;3.33;;0.5;25.29;71.0;6.1;0.3;;1609.0;4.9;45.0;74.0;26.1;4.6;1188.0;;1806.0;4.0;3.9;4.1;100.0;101.9;0.154
2016.0;208.0;103.0;21.0;5.0;13.0;12.0;72.0;305.0;456.0;141.0;145.0;312.0;29.0;-78.0;31.0;-16.0;25.0;105.0;49.7;98.0;23.0;75.0;26.0;49.0;;203.0;5.0;1.0;6.0;9.95;2.45;8.0;6.39;2.0;5.58;0.16;0.16;72.0;;29.0;112.0;142.0;97.0;;67.0;10.0;;1.0;1.0;136.0;;2.0;150.0;;38.0;52.0;11.0;7.0;45.0;;;0.0;3.0;3.0;;;;6.0;28.0;54.0;224.0;456.0;-0.0;456.0;;12.0;6.0;-3.0;0.0;9.0;8.0;;-5.0;3.0;5.0;-4.0;;-460.0;459.0;-72.0;;;;;31.0;2.0;29.0;45.0;;0.14;20.15;1.12;2.47;;0.61;30.21;72.0;3.5;0.2;;1445.0;2.4;42.0;81.0;15.3;5.6;1140.0;;2166.0;3.9;3.2;3.7;100.0;37.4;0.144
2017.0;242.0;130.0;17.0;2.0;8.0;6.0;74.0;345.0;553.0;165.0;169.0;385.0;27.0;-1.0;-2.0;22.0;22.0;112.0;53.83;128.0;30.0;98.0;23.0;76.0;;240.0;8.0;3.0;5.0;6.99;0.95;5.0;3.12;2.0;2.38;0.09;0.07;72.0;;56.0;113.0;169.0;116.0;;60.0;10.0;;1.0;1.0;186.0;9.0;2.0;208.0;;40.0;51.0;14.0;12.0;61.0;;;0.0;4.0;4.0;;;;6.0;35.0;100.0;244.0;554.0;-1.0;553.0;;6.0;5.0;-1.0;3.0;10.0;-7.0;;1.0;7.0;3.0;-4.0;;-423.0;430.0;-3.0;-55.0;;;;52.0;-1.0;108.0;86.0;;0.15;21.92;0.52;2.43;;0.41;34.9;72.0;8.2;0.3;;1575.0;1.0;36.0;37.0;30.0;2.4;1171.0;;2508.0;2.1;2.1;1.5;100.0;;0.154
