;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
2010.0;;-0.0;-1.0;-1.0;-1.0;-1.0;35.0;6.0;6.0;0.0;0.0;6.0;-1.0;-0.0;6.0;6.0;-1.0;0.0;-inf;0.0;;0.0;0.0;;;1.0;;;;-inf;-inf;;-inf;;-inf;-0.02;-0.02;35.0;;6.0;;6.0;0.0;;0.0;0.0;;;;;;;0.0;;0.0;;;;0.0;;;;;;;;;;-1.0;;;6.0;;6.0;;-1.0;;;;0.0;;;;;;;;-0.0;;;;6.0;;;;;6.0;0.0;;0.97;;-0.02;-0.02;;;0.18;35.0;;;;;-inf;;-1.0;;-inf;6.0;;6.0;-10.9;-10.7;-10.9;100.0;;0.974
2011.0;;-1.0;-3.0;-3.0;-3.0;-3.0;33.0;6.0;6.0;0.0;0.0;6.0;-2.0;-0.0;2.0;-0.0;-2.0;1.0;-inf;2.0;;2.0;2.0;;0.0;3.0;0.0;;0.0;-inf;-inf;0.0;-inf;;-inf;-0.09;-0.09;33.0;;6.0;;6.0;0.0;;0.0;0.0;;;;;;;0.0;;0.0;;;;0.0;;;;;;;;;;-4.0;1.0;;6.0;;6.0;;-3.0;0.0;;0.0;0.0;;;;;;-0.0;;-0.0;;;;2.0;;;0.0;;6.0;6.0;;0.98;;-0.09;-0.07;;0.0;0.18;33.0;;;;;-inf;0.0;-3.0;;-inf;6.0;;6.0;-53.4;-50.2;-52.9;100.0;;0.981
2012.0;;-1.0;-5.0;-5.0;-5.0;-5.0;40.0;6.0;17.0;1.0;1.0;17.0;-4.0;-1.0;5.0;-0.0;-5.0;1.0;-inf;3.0;;3.0;3.0;;0.0;5.0;0.0;;0.0;-inf;-inf;0.0;-inf;;-inf;-0.11;-0.11;40.0;;6.0;;6.0;0.0;;0.0;12.0;;;;;;;12.0;;0.0;;;;0.0;;;;0.0;0.0;;;;;-8.0;1.0;;17.0;;17.0;;-5.0;0.0;;1.0;-0.0;;;;;-0.0;-1.0;;;;;;5.0;;;0.0;;6.0;6.0;;1.01;;-0.11;-0.13;;0.02;0.42;40.0;-10.1;-0.7;;;-inf;0.0;-5.0;;-inf;5.0;;16.0;-27.8;-26.8;-27.5;100.0;;1.006
2013.0;;-0.0;-5.0;-5.0;-5.0;-5.0;42.0;0.0;25.0;2.0;2.0;22.0;-5.0;-0.0;-0.0;-5.0;-5.0;0.0;-inf;5.0;;2.0;2.0;;3.0;5.0;0.0;0.0;0.0;-inf;-inf;0.0;-inf;;-inf;-0.12;-0.12;42.0;;0.0;0.0;0.0;0.0;;0.0;23.0;;;;2.0;;;24.0;;1.0;;0.0;;1.0;;;;0.0;0.0;;;;28.0;-13.0;0.0;7.0;25.0;;25.0;;-5.0;0.0;;0.0;0.0;;;;;-0.0;-0.0;;;;;;;;;-0.0;;0.0;5.0;;0.94;;-0.13;-0.13;;0.01;0.57;42.0;-6.5;-0.4;;;-inf;0.0;-6.0;;-inf;-2.0;;24.0;-22.5;-20.8;-23.1;100.0;;0.942
2014.0;;-0.0;-4.0;-5.0;-4.0;-4.0;71.0;1.0;23.0;1.0;2.0;21.0;-4.0;-1.0;5.0;1.0;-4.0;0.0;-inf;4.0;;2.0;2.0;;2.0;4.0;0.0;;0.0;-inf;-inf;0.0;-inf;;-inf;-0.06;-0.06;71.0;;1.0;0.0;1.0;0.0;;0.0;20.0;;;;2.0;;;22.0;;1.0;;0.0;;0.0;;;;0.0;0.0;;;;30.0;-17.0;2.0;6.0;23.0;;23.0;;-4.0;0.0;;-0.0;-0.0;;;;;0.0;-0.0;-0.0;;;-0.0;;5.0;;;0.0;-0.0;1.0;0.0;;0.88;;-0.07;-0.07;;0.0;0.34;71.0;-10.9;-0.6;;;-inf;0.0;-5.0;;-inf;-0.0;;24.0;-19.5;-18.4;-20.8;100.0;;0.876
2015.0;;-0.0;-3.0;-3.0;-3.0;-3.0;81.0;1.0;17.0;1.0;2.0;15.0;-2.0;-0.0;3.0;0.0;-3.0;0.0;-inf;3.0;;2.0;2.0;;1.0;3.0;0.0;;0.0;-inf;-inf;0.0;-inf;;-inf;-0.04;-0.04;81.0;;1.0;0.0;1.0;0.0;;0.0;15.0;;;;1.0;;;16.0;;1.0;;0.0;;0.0;;;;0.0;0.0;;;;29.0;-17.0;-1.0;5.0;17.0;;17.0;;-3.0;0.0;;0.0;0.0;;;0.0;;0.0;-0.0;-0.0;;;;;3.0;;;-0.0;-0.0;1.0;1.0;;0.75;;-0.05;-0.04;;0.0;0.26;81.0;-8.8;-0.4;;;-inf;0.0;-4.0;;-inf;-0.0;;21.0;-17.6;-16.3;-20.4;100.0;;0.748
2016.0;;-0.0;-5.0;-6.0;-6.0;-6.0;98.0;16.0;43.0;2.0;2.0;41.0;-4.0;-0.0;19.0;15.0;-4.0;0.0;-inf;5.0;;4.0;4.0;;1.0;6.0;0.0;;0.0;-inf;-inf;0.0;-inf;;-inf;-0.06;-0.06;98.0;;16.0;0.0;16.0;0.0;;0.0;26.0;;;;1.0;;;27.0;;1.0;;0.0;;0.0;;;;0.0;0.0;;;;62.0;-23.0;2.0;;43.0;;43.0;;-6.0;0.0;;1.0;0.0;;;1.0;;0.0;-0.0;-0.0;;;;-0.0;19.0;;;0.0;-0.0;16.0;1.0;;0.74;;-0.08;-0.05;;0.0;0.56;98.0;-17.6;-0.8;;;-inf;0.0;-8.0;;-inf;19.0;;55.0;-13.6;-13.0;-13.6;100.0;;0.744
2017.0;;-0.0;-6.0;-6.0;-6.0;-6.0;124.0;11.0;61.0;2.0;3.0;59.0;-4.0;-2.0;0.0;-6.0;-6.0;0.0;-inf;6.0;;5.0;5.0;;1.0;6.0;0.0;;0.0;-inf;-inf;0.0;-inf;;-inf;-0.05;-0.05;124.0;;11.0;0.0;11.0;0.0;;0.0;49.0;;;;1.0;;0.0;50.0;;2.0;;0.0;;0.0;;;;1.0;1.0;;;;86.0;-30.0;2.0;;61.0;;61.0;;-6.0;0.0;;1.0;0.0;;;;;0.0;-2.0;-0.0;;;;;0.0;;;0.0;-0.0;11.0;17.0;;0.78;;-0.06;-0.06;;0.02;0.61;124.0;-22.8;-1.0;;;-inf;0.0;-8.0;;-inf;12.0;;76.0;-10.3;-10.0;-10.2;100.0;;0.775
2018.0;;-0.0;-5.0;-5.0;-5.0;-5.0;135.0;7.0;55.0;1.0;2.0;53.0;-4.0;-0.0;1.0;-3.0;-4.0;0.0;-inf;5.0;;3.0;3.0;;2.0;5.0;0.0;;0.0;-inf;-inf;0.0;-inf;;-inf;-0.04;-0.04;135.0;;7.0;0.0;7.0;0.0;;0.0;46.0;;;;1.0;;0.0;47.0;;1.0;;0.0;;0.0;;;;1.0;1.0;;;;85.0;-34.0;2.0;;55.0;;55.0;;-5.0;0.0;;1.0;-0.0;;;;;0.0;-0.0;-0.0;;;;;1.0;;;-0.0;-0.0;7.0;10.0;;0.75;;-0.05;-0.04;;0.0;0.52;135.0;-16.2;-0.6;;;-inf;0.0;-7.0;;-inf;8.0;;70.0;-9.6;-9.4;-9.4;100.0;;0.752
2019.0;;-0.0;-5.0;-5.0;-5.0;-5.0;138.0;5.0;51.0;1.0;2.0;49.0;;-0.0;1.0;-2.0;;0.0;-inf;5.0;;3.0;3.0;;1.0;5.0;0.0;;0.0;-inf;-inf;0.0;-inf;;-inf;-0.04;-0.04;138.0;;5.0;0.0;5.0;0.0;;0.0;45.0;;;;1.0;;0.0;46.0;;0.0;;0.0;;1.0;;;;1.0;1.0;;;;87.0;-39.0;1.0;;51.0;;51.0;;-5.0;0.0;;;0.0;0.0;;;0.0;4.0;-0.0;-0.0;;;0.0;;;;;1.0;0.0;;;;0.75;;-0.05;;;0.0;0.48;138.0;-17.1;-0.7;;;-inf;0.0;-6.0;;-inf;5.0;;66.0;-9.4;-9.2;-9.5;100.0;;0.753
2020.0;;-0.0;-8.0;-8.0;-9.0;-9.0;146.0;8.0;53.0;2.0;3.0;49.0;-6.0;-1.0;9.0;2.0;-7.0;0.0;-inf;8.0;;7.0;7.0;;1.0;8.0;0.0;0.0;0.0;-inf;-inf;-0.0;-inf;;-inf;-0.06;-0.06;146.0;;7.0;0.0;7.0;0.0;;1.0;44.0;;;;1.0;;0.0;46.0;;1.0;0.0;;;1.0;0.0;;;1.0;1.0;;0.0;;99.0;-46.0;-3.0;;52.0;1.0;53.0;;-9.0;0.0;;2.0;0.0;;;1.0;;0.0;-1.0;;;;-0.0;-0.0;6.0;;;3.0;0.0;7.0;5.0;;0.77;;-0.08;-0.06;;0.01;0.44;146.0;-22.7;-0.6;;;-inf;0.0;-11.0;;-inf;7.0;0.0;64.0;-16.6;-15.8;-17.2;100.0;;0.769
2021.0;;-0.0;-12.0;85.0;85.0;79.0;153.0;10.0;157.0;11.0;19.0;137.0;-6.0;-2.0;10.0;2.0;-6.0;0.0;-inf;9.0;;7.0;7.0;;2.0;9.0;0.0;0.0;0.0;-inf;inf;0.0;inf;7.0;inf;0.52;0.52;149.0;;9.0;0.0;9.0;0.0;;0.0;44.0;;;;103.0;;0.0;147.0;;1.0;10.0;;;0.0;0.0;;8.0;1.0;9.0;;0.0;;103.0;32.0;3.0;;157.0;;157.0;;79.0;0.0;7.0;2.0;1.0;;;1.0;;-95.0;-0.0;-2.0;;;0.0;-0.0;1.0;;;9.0;0.0;9.0;7.0;;0.78;;0.67;-0.05;;0.0;1.18;149.0;2.3;0.1;;;inf;0.0;100.0;8.3;inf;-1.0;0.0;176.0;-7.4;-7.5;57.1;100.0;15.9;0.782
