;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
2000.0;;;-0.0;-0.0;;-0.0;7.0;1.0;1.0;0.0;0.0;1.0;-0.0;;1.0;1.0;-0.0;;;0.0;0.0;0.0;0.0;;;0.0;;;;-inf;-inf;;;;-inf;-0.02;-0.02;7.0;;1.0;;1.0;0.0;;;;;;;;;;;;;;;;0.0;;;;;;;;;1.0;-0.0;;;1.0;;1.0;;-0.0;;;;0.0;;;;;;;;;;;;1.0;;;-0.0;;1.0;0.0;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;;;-1.0;-1.0;;-1.0;10.0;1.0;1.0;1.0;1.0;0.0;-1.0;-0.0;-0.0;-1.0;-1.0;;;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;-0.0;-inf;-inf;;;;-inf;-0.08;-0.08;10.0;;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;;;0.0;0.0;;;;;;1.0;;;;;;;;;1.0;-1.0;;;1.0;;1.0;;-1.0;-0.0;;;0.0;;;;;0.0;-0.0;;;;-0.0;;;;;-0.0;;0.0;1.0;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;;;-2.0;-2.0;;-2.0;15.0;2.0;4.0;1.0;3.0;1.0;-2.0;-2.0;5.0;1.0;-3.0;;;2.0;1.0;;;;1.0;2.0;;;0.0;-inf;-inf;;;;-inf;-0.11;-0.11;15.0;;1.0;0.0;1.0;1.0;0.0;0.0;2.0;;0.0;0.0;;;0.0;2.0;;1.0;0.0;;;;1.0;;;;1.0;;;;;-3.0;-0.0;5.0;4.0;;4.0;;-2.0;0.0;;;-0.0;;-0.0;;;0.0;-1.0;;-0.0;;-0.0;;4.0;-0.0;;2.0;;1.0;0.0;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;;;-2.0;-2.0;;-2.0;16.0;2.0;7.0;1.0;5.0;1.0;-2.0;-2.0;3.0;-1.0;-3.0;;;2.0;1.0;;;;1.0;2.0;;;0.0;-inf;-inf;;;;-inf;-0.16;-0.16;16.0;;1.0;;1.0;0.0;1.0;0.0;3.0;;0.0;0.0;;;1.0;5.0;;1.0;0.0;;;0.0;2.0;;;2.0;4.0;;;;;-6.0;0.0;;7.0;;7.0;;-2.0;0.0;;;0.0;;-1.0;;;0.0;-2.0;;;0.0;-1.0;;1.0;-0.0;;3.0;;1.0;1.0;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;2.0;-1.0;-2.0;-2.0;;-3.0;22.0;1.0;6.0;1.0;7.0;-1.0;-2.0;-0.0;1.0;-1.0;-2.0;3.0;-62.95;1.0;0.0;;;;1.0;4.0;;;1.0;-112.58;-116.18;;;;-156.24;-0.12;-0.12;22.0;;;;;0.0;1.0;0.0;3.0;;0.0;0.0;;;1.0;4.0;;1.0;1.0;;;;2.0;;;3.0;6.0;;;;;-9.0;0.0;;6.0;;6.0;;-3.0;1.0;;;-0.0;;-0.0;;;0.0;-0.0;;;;-0.0;;;;;1.0;;-0.0;1.0;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;4.0;0.0;-1.0;-1.0;;-1.0;25.0;2.0;6.0;2.0;8.0;-2.0;-0.0;-0.0;0.0;0.0;-0.0;4.0;9.92;1.0;0.0;;;;1.0;5.0;;;1.0;-15.23;-13.32;-0.0;;;-35.08;-0.06;-0.06;25.0;;0.0;;0.0;1.0;1.0;0.0;3.0;;0.0;0.0;;;0.0;4.0;;1.0;1.0;;;;2.0;;;4.0;6.0;;;;;-11.0;0.0;;6.0;;6.0;;-1.0;1.0;;;-0.0;;0.0;;;1.0;-0.0;;;;-0.0;;0.0;;;0.0;;0.0;-0.0;;0.8;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;6.0;0.0;0.0;-1.0;;-1.0;31.0;4.0;7.0;2.0;5.0;3.0;0.0;-0.0;1.0;1.0;-0.0;6.0;6.09;1.0;0.0;;;;1.0;7.0;;;1.0;2.57;-14.34;1.0;;;-12.82;-0.03;-0.03;31.0;;1.0;0.0;1.0;1.0;1.0;0.0;3.0;;0.0;0.0;;;0.0;4.0;;1.0;1.0;;;;3.0;;;;3.0;;;;;-14.0;-2.0;;7.0;;7.0;;-1.0;1.0;;;-0.0;;-0.0;;;0.0;-0.0;;;;;;1.0;;;-0.0;;1.0;0.0;;0.91;0.22;-0.03;-0.01;;0.01;0.1;31.0;;;;7.0;-14.3;1.0;-1.0;;-12.8;2.0;3.0;3.0;;-10.9;-30.2;100.0;;0.908
2007.0;8.0;2.0;-2.0;-2.0;;-3.0;36.0;8.0;13.0;2.0;6.0;7.0;-1.0;-3.0;5.0;-0.0;-2.0;6.0;22.57;4.0;0.0;;;;3.0;9.0;;;1.0;-25.94;-24.02;-0.0;;;-32.95;-0.07;-0.07;36.0;;1.0;3.0;3.0;3.0;2.0;0.0;4.0;;1.0;1.0;;;0.0;5.0;;1.0;1.0;;;;3.0;;;;3.0;;;;;-17.0;-2.0;;13.0;;13.0;;-3.0;1.0;;;-2.0;;-1.0;;;3.0;-1.0;;-2.0;;0.0;;5.0;;;-0.0;;1.0;1.0;;0.93;0.23;-0.08;-0.07;;0.03;0.22;36.0;-58.9;-3.4;;8.0;-24.0;1.0;-3.0;;-32.9;6.0;3.0;8.0;;-19.6;-34.7;100.0;;0.934
2008.0;10.0;1.0;-4.0;-4.0;;-5.0;37.0;9.0;14.0;3.0;6.0;8.0;-0.0;-0.0;0.0;-0.0;-1.0;9.0;13.69;6.0;0.0;;;;5.0;15.0;;;1.0;-40.81;-40.61;-0.0;;;-46.62;-0.13;-0.13;37.0;;1.0;2.0;3.0;5.0;1.0;0.0;4.0;;1.0;1.0;;;0.0;5.0;;0.0;3.0;;;;3.0;;;1.0;3.0;;;;;-23.0;-3.0;;14.0;;14.0;;-5.0;1.0;;;-1.0;;1.0;;;4.0;-0.0;;-1.0;1.0;;;0.0;;;0.0;;1.0;1.0;;1.01;0.28;-0.13;-0.02;;0.01;0.22;37.0;-18.8;-0.9;;10.0;-40.6;1.0;-5.0;;-46.6;6.0;3.0;8.0;;-33.3;-59.1;100.0;;1.007
2009.0;7.0;1.0;-0.0;-2.0;-1.0;-1.0;38.0;9.0;14.0;3.0;7.0;7.0;-0.0;-2.0;2.0;0.0;-1.0;5.0;19.56;4.0;1.0;2.0;2.0;;1.0;9.0;;1.0;0.0;-4.77;-32.83;1.0;-22.0;;-22.0;-0.04;-0.04;38.0;;1.0;3.0;3.0;4.0;1.0;0.0;4.0;;1.0;1.0;;;0.0;5.0;;;;;;3.0;4.0;;;;4.0;;;;20.0;-20.0;-3.0;10.0;14.0;;14.0;;-1.0;0.0;;1705.0;-1.0;;;;5982.0;-1704.0;314.0;;;;-316.0;-2668.0;;0.0;;2670.0;;1.0;0.0;;0.79;0.23;-0.05;-0.04;;-10.64;0.24;38.0;-31.4;-0.4;;9.0;-32.8;0.0;-2.0;;-22.0;8.0;5.0;9.0;-5.7;-4.5;-20.8;100.0;;0.785
