;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (EUR/USD)
2005.0;4.0;3.0;0.0;-2.0;-2.0;-1.0;5.0;8.0;17.0;4.0;12.0;6.0;1.0;-8.0;6.0;-1.0;-4.0;1.0;84.22;5.0;;;;;5.0;5.0;0.0;;2.0;4.02;-47.49;0.0;-46.36;-0.0;-40.52;-3094.67;-3094.67;5.0;;2.0;4.0;6.0;;;2.0;5.0;;3.0;3.0;;;1.0;9.0;;1.0;0.0;1.0;;3.0;3.0;;;4.0;7.0;;;;2.0;-4.0;;8.0;17.0;;17.0;;-1.0;2.0;;;3.0;;;;;-2.0;-4.0;;-4.0;;0.0;-0.0;1.0;;;5.0;;2.0;3.0;;1.18;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;3.0;2.0;0.0;-0.0;-0.0;-0.0;5.0;7.0;20.0;4.0;14.0;6.0;-4.0;0.0;1.0;-2.0;-5.0;1.0;68.83;2.0;;;;;2.0;3.0;;0.0;0.0;4.59;-9.49;-0.0;-10.56;-0.0;-10.43;-648.15;-648.15;5.0;;0.0;2.0;2.0;;;5.0;7.0;;5.0;5.0;;;1.0;13.0;;1.0;1.0;1.0;;3.0;4.0;;;5.0;9.0;;;;2.0;-5.0;;9.0;20.0;;20.0;;-0.0;0.0;;;1.0;;;;;-5.0;-2.0;;2.0;;-1.0;-1.0;0.0;;;2.0;;0.0;2.0;;1.32;0.46;-0.05;-0.76;;0.22;0.91;5.0;;;;2.0;-9.5;0.0;-0.0;1.2;-10.4;2.0;3.0;5.0;-1.9;-1.5;-5.2;100.0;;1.32
2007.0;1.0;-1.0;-4.0;-7.0;-6.0;-5.0;8.0;41.0;58.0;6.0;15.0;42.0;-5.0;-2.0;41.0;34.0;-5.0;2.0;-94.34;6.0;;;;;6.0;8.0;1.0;0.0;2.0;-348.5;-552.54;1.0;-506.81;-1.0;-388.22;-0.6;-0.6;8.0;;20.0;17.0;36.0;;0.0;4.0;8.0;;;7.0;;2.0;0.0;17.0;;1.0;1.0;1.0;;4.0;5.0;;;5.0;10.0;;;;3.0;-4.0;-2.0;46.0;58.0;;58.0;;-5.0;2.0;;;-1.0;;;;;-1.0;;;;;-2.0;;;;;41.0;;36.0;3.0;;1.46;0.11;-0.41;-0.44;;;3.55;8.0;;;;1.0;-552.5;1.0;-3.0;23.4;-388.2;24.0;3.0;29.0;-9.1;-10.7;-11.6;100.0;;1.459
2008.0;5.0;1.0;-2.0;-4.0;-3.0;-3.0;9.0;41.0;58.0;7.0;20.0;38.0;-3.0;-2.0;12.0;7.0;-4.0;4.0;19.69;5.0;;;;;5.0;9.0;;;2.0;-31.63;-92.28;1.0;-69.89;;-69.89;-0.4;-0.4;8.0;;26.0;6.0;32.0;;;9.0;8.0;;;8.0;;;1.0;17.0;;1.0;1.0;1.0;;5.0;5.0;;;7.0;12.0;;;;3.0;-11.0;;46.0;58.0;;58.0;;-3.0;2.0;;;-0.0;;;;;-1.0;-2.0;;;;-0.0;-1.0;0.0;;;13.0;;26.0;19.0;;1.4;0.41;-0.28;-0.37;;0.16;3.26;8.0;;;;3.0;-92.3;1.0;-2.0;;-69.9;24.0;4.0;27.0;-6.6;-5.8;-8.7;100.0;;1.398
2009.0;4.0;-3.0;-7.0;-9.0;-9.0;-9.0;8.0;43.0;66.0;10.0;34.0;32.0;1.0;-5.0;11.0;7.0;-5.0;8.0;-69.8;5.0;;;;;5.0;12.0;;;2.0;-147.0;-203.33;0.0;-198.45;;-198.45;-1.07;-1.07;8.0;;34.0;;34.0;;;9.0;12.0;;;7.0;;;3.0;23.0;;1.0;1.0;2.0;;7.0;8.0;;;16.0;24.0;;;;3.0;-19.0;;48.0;66.0;;66.0;;-9.0;2.0;;;6.0;;;;;1.0;-6.0;;;;0.0;-1.0;0.0;;;12.0;;34.0;27.0;;1.43;0.38;-0.74;-0.39;;0.5;2.73;8.0;;;;3.0;-203.3;2.0;-6.0;;-198.4;23.0;5.0;23.0;-15.8;-13.4;-27.3;100.0;;1.432
2010.0;11.0;;-9.0;-11.0;-13.0;-11.0;11.0;63.0;106.0;17.0;47.0;59.0;-4.0;-12.0;31.0;15.0;-12.0;;;22.0;18.0;5.0;5.0;;;22.0;;;4.0;-81.35;-100.26;-1.0;-112.57;-2.0;-94.84;-0.94;-0.94;11.0;;46.0;10.0;57.0;;;6.0;18.0;;21.0;21.0;;;5.0;44.0;;1.0;2.0;2.0;;14.0;7.0;;;22.0;30.0;;;;4.0;-27.0;;82.0;106.0;;106.0;;-11.0;4.0;;1.0;3.0;;;;;-1.0;-8.0;-4.0;;;-0.0;-1.0;39.0;;;-7.0;;46.0;32.0;;1.34;0.74;-0.7;-0.77;;0.5;3.89;11.0;;;;8.0;-100.3;3.0;-8.0;15.7;-94.8;34.0;6.0;44.0;-12.0;-11.9;-18.0;100.0;;1.338
2011.0;13.0;5.0;-0.0;-6.0;-6.0;-6.0;11.0;43.0;95.0;17.0;42.0;52.0;-11.0;-7.0;-14.0;-32.0;-22.0;9.0;34.5;11.0;;0.0;0.0;;11.0;20.0;1.0;1.0;4.0;-3.65;-43.37;0.0;-42.8;0.0;-43.06;-0.54;-0.54;11.0;;13.0;27.0;40.0;;1.0;3.0;17.0;;;26.0;-26.0;;34.0;51.0;;4.0;2.0;;;11.0;7.0;;;18.0;25.0;;;;4.0;-32.0;-8.0;88.0;95.0;;95.0;;-6.0;4.0;;1.0;-10.0;;-0.0;;;-1.0;-11.0;-3.0;-0.0;;-1.0;-2.0;0.0;;;-12.0;-0.0;13.0;45.0;;1.29;0.97;-0.42;-1.59;;0.77;3.84;11.0;;;;10.0;-43.4;3.0;-4.0;-0.6;-43.1;20.0;5.0;40.0;-6.2;-5.1;-10.9;100.0;;1.294
2012.0;5.0;;-12.0;-17.0;-17.0;-20.0;11.0;20.0;71.0;13.0;36.0;35.0;-17.0;-7.0;13.0;-12.0;-19.0;;;21.0;17.0;6.0;6.0;;-1.0;21.0;;1.0;6.0;-274.79;-374.03;-0.0;-375.66;0.0;-432.56;-1.61;-1.61;11.0;;1.0;15.0;16.0;;1.0;3.0;16.0;0.0;22.0;23.0;-15.0;;26.0;51.0;;1.0;2.0;2.0;;10.0;7.0;4.0;;13.0;23.0;;;;4.0;-52.0;-10.0;93.0;71.0;-0.0;71.0;;-20.0;6.0;;0.0;-5.0;;0.0;;;0.0;-1.0;-4.0;-0.0;;-2.0;-2.0;0.0;;;14.0;;1.0;13.0;;1.32;0.32;-1.41;-1.33;;0.08;2.48;11.0;;;;3.0;-374.0;5.0;-15.0;-0.7;-432.6;5.0;5.0;26.0;-32.6;-26.5;-56.7;100.0;;1.319
2013.0;42.0;19.0;-19.0;-29.0;-32.0;-33.0;20.0;87.0;350.0;39.0;152.0;198.0;-29.0;30.0;48.0;49.0;-33.0;23.0;45.78;50.0;29.0;20.0;20.0;;-0.0;72.0;0.0;2.0;12.0;-44.32;-68.5;-4.0;-77.6;0.0;-79.19;-1.68;-1.68;20.0;;50.0;5.0;55.0;;7.0;25.0;62.0;0.0;172.0;172.0;;;28.0;263.0;;9.0;9.0;7.0;;21.0;89.0;;;24.0;113.0;;43.0;;11.0;-86.0;-38.0;310.0;350.0;;350.0;;-33.0;12.0;;0.0;-8.0;;8.0;;;0.0;-5.0;16.0;;14.0;2.0;-41.0;52.0;-1.0;;38.0;0.0;50.0;1.0;;1.37;1.55;-1.23;-1.23;;0.17;7.33;20.0;;;;30.0;-68.5;9.0;-24.0;-1.5;-79.2;35.0;65.0;144.0;-10.1;-8.9;-16.7;100.0;;1.375
2014.0;45.0;24.0;-11.0;-29.0;-31.0;-32.0;28.0;74.0;275.0;33.0;125.0;151.0;-18.0;2.0;6.0;-9.0;-23.0;21.0;53.57;53.0;27.0;17.0;17.0;;9.0;73.0;0.0;5.0;15.0;-24.88;-64.5;-3.0;-70.25;0.0;-71.15;-1.14;-1.14;28.0;;35.0;0.0;35.0;;9.0;30.0;50.0;;127.0;127.0;;;24.0;201.0;;6.0;9.0;7.0;;18.0;80.0;;;12.0;92.0;;36.0;;10.0;-110.0;-38.0;288.0;275.0;-0.0;275.0;;-32.0;15.0;;1.0;-8.0;;-2.0;;;6.0;-5.0;;-16.0;21.0;-1.0;-6.0;11.0;;;2.0;0.0;35.0;44.0;;1.21;1.33;-0.95;-0.67;;0.13;4.49;28.0;;;;37.0;-64.5;12.0;-26.0;-1.3;-71.2;34.0;66.0;124.0;-10.9;-9.5;-21.1;100.0;;1.21
